Time,heaPum.heaPum.QCon_flow,chi.chi.QEva_flow
20835900,1.4546088,0.2530638
20836200,1.4545636,0.25303686
20836500,1.4545186,0.25300992
20836800,1.4544735,0.25298297
20837100,1.4544284,0.25295603
20837400,1.4543834,0.2529291
20837700,1.4543383,0.25290215
20838000,1.4542933,0.2528752
20838300,1.4542482,0.2528483
20838600,1.4542031,0.25282136
20838900,1.4541581,0.25279444
20839200,1.454113,0.2527675
20839500,1.454068,0.2527406
20839800,1.4540229,0.25271368
20840100,1.4539778,0.25268674
20840400,1.4539328,0.25265983
20840700,1.4538877,0.25263292
20841000,1.4538426,0.252606
20841300,1.4537976,0.2525791
20841600,1.4537525,0.25255218
20841900,1.4537075,0.2525253
20842200,1.4536624,0.2524984
20842500,1.4536173,0.25247148
20842800,1.4535723,0.2524446
20843100,1.4535272,0.25241768
20843400,1.4534822,0.2523908
20843700,1.4534371,0.25236392
20844000,1.4533919,0.252337
20844300,1.4533468,0.25231013
20844600,1.4533018,0.25228325
20844900,1.4532567,0.25225636
20845200,1.4532117,0.25222948
20845500,1.4531666,5313.0024
20845800,1.4531215,7954.495
20846100,1.4530765,8728.285
20846400,1.4530314,9820.2295
20846700,1.4529864,10973.617
20847000,1.4529413,12018.191
20847300,1.4528962,12893.586
20847600,1.4528512,13562.676
20847900,1.4528061,14029.524
20848200,1.452761,14378.444
20848500,1.452716,14651.653
20848800,1.4526709,14876.206
20849100,1.4526259,15089.163
20849400,1.4525808,15305.122
20849700,1.4525357,15527.776
20850000,1.4524907,15759.905
20850300,1.4524456,16010.571
20850600,1.4524006,16275.132
20850900,1.4523555,16556.018
20851200,1.4523104,16854.389
20851500,1.4522654,17174.71
20851800,1.4522203,17527.17
20852100,1.4521753,17912.02
20852400,1.4521302,18325.893
20852700,1.4520851,18816.502
20853000,1.4520401,19398.271
20853300,1.451995,20052.363
20853600,1.45195,20766.607
20853900,1.4519049,21570.346
20854200,1.4518597,22464.13
20854500,1.4518147,23429.21
20854800,1.4517696,24476.627
20855100,1.4517245,25621.143
20855400,1.4516795,26666.512
20855700,1.4516344,27552.705
20856000,1.4515893,28294.27
20856300,1.4515443,28929.844
20856600,1.4514992,29493.941
20856900,1.4514542,30015.893
20857200,1.4514091,30530.182
20857500,1.451364,31064.385
20857800,1.451319,31606.438
20858100,1.4512739,32150.398
20858400,1.4512289,32696.697
20858700,1.4511838,33249.676
20859000,1.4511387,33778.137
20859300,1.4510937,34270.473
20859600,1.4510486,34781.156
20859900,1.4510036,35278.74
20860200,1.4509585,35740.453
20860500,1.4509134,36173.7
20860800,1.4508684,36593.715
20861100,1.4508233,37008.297
20861400,1.4507782,37424.16
20861700,1.4507332,37843.31
20862000,1.4506881,38270.97
20862300,1.4506431,38719.203
20862600,1.450598,40639.215
20862900,1.4505529,41501.023
20863200,1.4505079,41978.387
20863500,1.4504628,42234.117
20863800,1.4504178,42422.676
20864100,1.4503727,42635.383
20864400,1.4503276,42909.09
20864700,1.4502826,43226.035
20865000,1.4502375,43574.688
20865300,1.4501925,43942.316
20865600,1.4501474,44317.88
20865900,1.4501023,44389.305
20866200,1.4500573,44386.016
20866500,1.4500122,44495.254
20866800,1.4499671,44709.277
20867100,1.4499221,44992.53
20867400,1.449877,45309.266
20867700,1.449832,45635.25
20868000,1.4497869,45956.527
20868300,1.4497418,46267.07
20868600,1.4496968,46565.613
20868900,1.4496517,46853.105
20869200,1.4496067,47131.76
20869500,1.4495616,48056.332
20869800,1.4495165,49175.31
20870100,1.4494715,50097.03
20870400,1.4494264,50797.973
20870700,1.4493814,51323.867
20871000,1.4493363,51730.215
20871300,1.4492912,52059.04
20871600,1.4492462,52335.73
20871900,1.4492011,52573.695
20872200,1.449156,52778.734
20872500,1.449111,52952.367
20872800,1.4490659,53094.44
20873100,1.4490209,53216.805
20873400,1.4489758,53342.277
20873700,1.4489307,53473.613
20874000,1.4488857,53611.14
20874300,1.4488406,53753.688
20874600,1.4487956,53899.43
20874900,1.4487505,54046.402
20875200,1.4487054,54192.223
20875500,1.4486604,54334.68
20875800,1.4486153,54471.812
20876100,1.4485703,54601.97
20876400,1.4485252,54723.758
20876700,1.4484801,54836.16
20877000,1.4484351,54939.348
20877300,1.44839,55033.465
20877600,1.448345,55119.645
20877900,1.4482999,55227.85
20878200,1.4482548,55378.848
20878500,1.4482098,55544.723
20878800,1.4481647,55709.1
20879100,1.4481196,55869.63
20879400,1.4480746,56031.035
20879700,1.4480295,56199.375
20880000,1.4479845,56378.7
20880300,1.4479394,56563.855
20880600,1.4478943,56740.062
20880900,1.4478493,56907.547
20881200,1.4478042,57164.145
20881500,1.4477592,57412.84
20881800,1.4477141,57574.63
20882100,1.447669,57639.42
20882400,1.447624,57627.793
20882700,1.4475789,57566.1
20883000,1.4475338,57479.54
20883300,1.4474888,57379.766
20883600,1.4474437,57257.637
20883900,1.4473987,57030.324
20884200,1.4473536,56482.58
20884500,1.4473085,55893.715
20884800,1.4472635,55359.1
20885100,1.4472184,54796.16
20885400,1.4471734,54210.61
20885700,1.4471283,53595.863
20886000,1.4470832,52936.023
20886300,1.4470382,52217.36
20886600,1.4469931,51428.773
20886900,1.4469482,50562.86
20887200,1.4469031,49615.32
20887500,1.446858,48571.71
20887800,1.446813,47417.426
20888100,1.4467679,46172.918
20888400,1.4467229,44866.65
20888700,1.4466778,43523.1
20889000,1.4466327,42079.152
20889300,1.4465877,40607.195
20889600,1.4465426,39139.773
20889900,1.4464976,37709.406
20890200,1.4464525,36422.31
20890500,1.4464074,35271.664
20890800,1.4463624,34341.652
20891100,1.4463173,0.2491009
20891400,1.4462723,0.24904464
20891700,1.4462272,0.24901931
20892000,1.4461821,0.24899206
20892300,1.4461371,0.24896476
20892600,1.446092,0.24893749
20892900,1.446047,0.2489102
20893200,1.4460019,0.24888292
20893500,1.4459568,0.24885565
20893800,1.4459118,0.24882838
20894100,1.4458667,0.24880111
20894400,1.4458216,0.24877384
20894700,1.4457766,0.24874657
20895000,1.4457315,0.24871932
20895300,1.4456865,0.24869205
20895600,1.4456415,0.2486648
20895900,1.4455965,0.24863754
20896200,1.4455514,0.24861029
20896500,1.4455063,0.24858303
20896800,1.4454613,0.2485558
20897100,1.4454162,0.24852854
20897400,1.4453712,0.2485013
20897700,1.4453261,0.24847406
20898000,1.445281,0.24844682
20898300,1.445236,0.24841958
20898600,1.4451909,0.24839236
20898900,1.4451458,0.24836512
20899200,1.4451008,0.2483379
20899500,1.4450557,0.24831067
20899800,1.4450107,0.24828345
20900100,1.4449656,0.24825622
20900400,1.4449205,0.24822901
20900700,1.4448755,0.24820179
20901000,1.4448304,0.24817458
20901300,1.4447854,0.24814737
20901600,1.4447403,0.24812016
20901900,1.4446954,0.24809295
20902200,1.4446503,0.24806574
20902500,1.4446052,0.24803855
20902800,1.4445602,0.24801134
20903100,1.4445151,0.24798414
20903400,1.44447,0.24795695
20903700,1.444425,0.24792975
20904000,1.4443799,0.24790256
20904300,1.4443349,0.24787538
20904600,1.4442898,0.24784818
20904900,1.4442447,0.247821
20905200,1.4441997,0.24779382
20905500,1.4441546,0.24776664
20905800,1.4441096,0.24773946
20906100,1.4440645,0.2477123
20906400,1.4440194,0.24768512
20906700,1.4439745,0.24765795
20907000,1.4439294,0.24763079
20907300,1.4438844,0.24760363
20907600,1.4438393,0.24757646
20907900,1.4437943,0.24754931
20908200,1.4437492,0.24752215
20908500,1.4437041,0.247495
20908800,1.4436591,0.24746785
20909100,1.443614,0.2474407
20909400,1.443569,0.24741355
20909700,1.4435239,0.2473864
20910000,1.4434788,0.24735926
20910300,1.4434338,0.24733213
20910600,1.4433887,0.24730498
20910900,1.4433438,0.24727784
20911200,1.4432987,0.24725072
20911500,1.4432536,0.24722359
20911800,1.4432086,0.24719645
20912100,1.4431635,0.24716933
20912400,1.4431185,0.24714221
20912700,1.4430734,0.24711509
20913000,1.4430283,0.24708797
20913300,1.4429833,0.24706085
20913600,1.4429382,0.24703375
20913900,1.4428931,0.24700662
20914200,1.4428481,0.24697952
20914500,1.442803,0.24695241
20914800,1.4427581,0.24692531
20915100,1.442713,0.2468982
20915400,1.442668,0.24687111
20915700,1.4426229,0.24684401
20916000,1.4425778,0.24681692
20916300,1.4425328,0.24678983
20916600,1.4424877,0.24676274
20916900,1.4424427,0.24673565
20917200,1.4423976,0.24670856
20917500,1.4423525,0.24668148
20917800,1.4423075,0.2466544
20918100,1.4422624,0.24662732
20918400,1.4422175,0.24660024
20918700,1.4421724,0.24657318
20919000,1.4421273,0.2465461
20919300,1.4420823,0.24651903
20919600,1.4420372,0.24649197
20919900,1.4419922,0.24646491
20920200,1.4419471,0.24643785
20920500,1.441902,0.24641079
20920800,1.441857,0.24638373
20921100,1.4418119,0.24635668
20921400,1.441767,0.24632962
20921700,1.4417219,0.24630257
20922000,1.4416769,0.24627553
20922300,1.4416318,0.24624848
20922600,1.4415867,0.24622144
20922900,1.4415417,0.2461944
20923200,1.4414966,0.24616736
20923500,1.4414515,0.24614033
20923800,1.4414065,0.2461133
20924100,1.4413614,0.24608627
20924400,1.4413165,0.24605924
20924700,1.4412714,0.24603222
20925000,1.4412264,0.24600519
20925300,1.4411813,0.24597818
20925600,1.4411362,0.24595116
20925900,1.4410912,0.24592414
20926200,1.4410461,0.24589713
20926500,1.441001,0.24587011
20926800,1.440956,0.24584311
20927100,1.440911,0.2458161
20927400,1.440866,0.2457891
20927700,1.4408209,0.2457621
20928000,1.4407759,0.2457351
20928300,1.4407308,0.24570811
20928600,1.4406857,0.2456811
20928900,1.4406407,0.24565412
20929200,1.4405956,0.24562714
20929500,1.4405506,0.24560015
20929800,1.4405056,0.24557316
20930100,1.4404606,0.24554618
20930400,1.4404155,0.24551919
20930700,1.4403704,0.24549222
20931000,1.4403254,0.24546525
20931300,1.4402803,0.24543828
20931600,1.4402353,0.2454113
20931900,1.4401902,13146.601
20932200,1.4401453,18699.352
20932500,1.4401002,20771.053
20932800,1.4400551,20560.066
20933100,1.4400101,20808.195
20933400,1.439965,21479.062
20933700,1.43992,22334.002
20934000,1.4398749,23286.986
20934300,1.4398298,24306.154
20934600,1.4397849,25410.004
20934900,1.4397398,26588.15
20935200,1.4396948,27827.004
20935500,1.4396497,29112.062
20935800,1.4396046,30428.455
20936100,1.4395596,31761.074
20936400,1.4395145,33093.92
20936700,1.4394696,34411.137
20937000,1.4394245,35696.84
20937300,1.4393795,36934.83
20937600,1.4393344,38110.363
20937900,1.4392893,39273.12
20938200,1.4392443,40583.875
20938500,1.4391992,42044.117
20938800,1.4391543,43607.02
20939100,1.4391092,45228.582
20939400,1.4390641,46882
20939700,1.4390191,48558.316
20940000,1.438974,50262.746
20940300,1.438929,41657.63
20940600,1.4388839,41131.9
20940900,1.438839,41575.273
20941200,1.4387939,42836.938
20941500,1.4387488,44610.805
20941800,1.4387038,46625.934
20942100,1.4386587,48529.723
20942400,1.4386137,50166.902
20942700,1.4385686,51578.06
20943000,1.4385237,52832.77
20943300,1.4384786,53962.777
20943600,1.4384335,54994.05
20943900,1.4383885,55883.406
20944200,1.4383434,56592.95
20944500,1.4382983,57091.87
20944800,1.4382534,57359.266
20945100,1.4382083,57467.707
20945400,1.4381633,57475.42
20945700,1.4381182,57409.727
20946000,1.4380732,57308.605
20946300,1.4380281,57196.5
20946600,1.4379832,57095.793
20946900,1.4379381,57020.535
20947200,1.437893,56981.77
20947500,1.437848,56969.613
20947800,1.4378029,56950.113
20948100,1.4377578,56899.137
20948400,1.4377129,56816.56
20948700,1.4376678,56704.66
20949000,1.4376228,56584.383
20949300,1.4375777,56466.223
20949600,1.4375327,56354.797
20949900,1.4374876,56250.836
20950200,1.4374427,56153.688
20950500,1.4373976,56064.14
20950800,1.4373525,55985.51
20951100,1.4373075,55921.227
20951400,1.4372624,55874.793
20951700,1.4372175,55850.305
20952000,1.4371724,55852.93
20952300,1.4371274,55002.633
20952600,1.4370823,53885.844
20952900,1.4370372,53269.61
20953200,1.4369922,53106.668
20953500,1.4369472,53208.777
20953800,1.4369022,53401.703
20954100,1.4368571,53582.938
20954400,1.436812,53716.645
20954700,1.436767,53800.496
20955000,1.436722,53842.734
20955300,1.436677,53848.62
20955600,1.4366319,53817.934
20955900,1.4365869,55385.902
20956200,1.4365418,57687.812
20956500,1.4364969,59114.74
20956800,1.4364518,59668.66
20957100,1.4364067,59668.848
20957400,1.4363617,59499.266
20957700,1.4363166,59350.305
20958000,1.4362715,59257.676
20958300,1.4362266,59231.887
20958600,1.4361815,59245.918
20958900,1.4361365,59275.66
20959200,1.4360914,59307.11
20959500,1.4360465,59336.15
20959800,1.4360014,59366.43
20960100,1.4359564,59398.41
20960400,1.4359113,59430.49
20960700,1.4358662,59458.746
20961000,1.4358213,59478.22
20961300,1.4357762,59483.16
20961600,1.4357312,59461.965
20961900,1.4356861,59427.21
20962200,1.435641,59403.562
20962500,1.4355961,59401.164
20962800,1.435551,59422.25
20963100,1.435506,59468.35
20963400,1.4354609,59518.844
20963700,1.4354159,59571.8
20964000,1.4353709,59598.35
20964300,1.4353259,59594.32
20964600,1.4352808,59583.816
20964900,1.4352357,59571.773
20965200,1.4351908,59548.008
20965500,1.4351457,59501.496
20965800,1.4351007,59422.586
20966100,1.4350556,59299.633
20966400,1.4350106,59147.402
20966700,1.4349656,58959.87
20967000,1.4349205,58703.79
20967300,1.4348755,58386.094
20967600,1.4348304,57977.28
20967900,1.4347855,57497.06
20968200,1.4347404,56978.97
20968500,1.4346954,56412.133
20968800,1.4346503,55860.727
20969100,1.4346054,55347.41
20969400,1.4345603,54880.61
20969700,1.4345152,74578.09
20970000,1.4344702,77893.54
20970300,1.4344251,78347.875
20970600,1.4343802,76600.555
20970900,1.4343351,73870.93
20971200,1.43429,71120.82
20971500,1.434245,68772.02
20971800,1.4342,66831.336
20972100,1.434155,65128.234
20972400,1.4341099,63493.78
20972700,1.4340649,62324.38
20973000,1.4340199,61308.77
20973300,1.4339749,60303.625
20973600,1.4339298,59252.51
20973900,1.4338847,58128.082
20974200,1.4338398,56928.62
20974500,1.4337947,55669.766
20974800,1.4337497,54369.93
20975100,1.4337046,53046.312
20975400,1.4336597,51714.656
20975700,1.4336146,50424.707
20976000,1.4335696,49327.023
20976300,1.4335245,48284.58
20976600,1.4334795,47281.906
20976900,1.4334345,46305.49
20977200,1.4333894,45377.36
20977500,1.4333444,0.24936338
20977800,1.4332994,0.24888797
20978100,1.4332544,0.24885884
20978400,1.4332093,0.24882971
20978700,1.4331644,0.24880059
20979000,1.4331193,0.24877146
20979300,1.4330742,0.24874234
20979600,1.4330292,0.24871323
20979900,1.4329842,0.24868412
20980200,1.4329392,0.248655
20980500,1.4328941,0.2486259
20980800,1.432849,0.24859679
20981100,1.4328041,0.24856769
20981400,1.432759,0.2485386
20981700,1.432714,0.2485095
20982000,1.4326689,0.24848041
20982300,1.432624,0.2484513
20982600,1.4325789,0.24842222
20982900,1.4325339,0.24839315
20983200,1.4324889,0.24836406
20983500,1.4324439,0.24833499
20983800,1.4323988,0.24830592
20984100,1.4323537,0.24827684
20984400,1.4323088,0.24824777
20984700,1.4322637,0.2482187
20985000,1.4322187,0.24818964
20985300,1.4321737,0.24816059
20985600,1.4321287,0.24813153
20985900,1.4320836,0.24810247
20986200,1.4320385,0.24807341
20986500,1.4319936,0.24804437
20986800,1.4319485,0.24801533
20987100,1.4319035,0.24798629
20987400,1.4318585,0.24795724
20987700,1.4318135,0.2479282
20988000,1.4317684,0.24789917
20988300,1.4317235,0.24787015
20988600,1.4316784,0.24784112
20988900,1.4316334,0.24781209
20989200,1.4315883,0.24778306
20989500,1.4315434,0.24775405
20989800,1.4314983,0.24772504
20990100,1.4314532,0.24769603
20990400,1.4314083,0.24766701
20990700,1.4313632,0.24763802
20991000,1.4313182,0.247609
20991300,1.4312732,0.24758
20991600,1.4312282,0.24755101
20991900,1.4311831,0.24752201
20992200,1.4311382,0.24749303
20992500,1.4310931,0.24746403
20992800,1.431048,0.24743505
20993100,1.431003,0.24740607
20993400,1.430958,0.24737708
20993700,1.430913,0.24734811
20994000,1.4308679,0.24731913
20994300,1.430823,0.24729016
20994600,1.4307779,0.2472612
20994900,1.4307328,0.24723223
20995200,1.4306879,0.24720328
20995500,1.4306428,0.24717432
20995800,1.4305978,0.24714535
20996100,1.4305528,0.2471164
20996400,1.4305078,0.24708746
20996700,1.4304627,0.24705851
20997000,1.4304178,0.24702957
20997300,1.4303727,0.24700062
20997600,1.4303277,0.24697168
20997900,1.4302827,0.24694276
20998200,1.4302377,0.24691382
20998500,1.4301926,0.2468849
20998800,1.4301476,0.24685597
20999100,1.4301026,0.24682705
20999400,1.4300575,0.24679813
20999700,1.4300126,0.2467692
21000000,1.4299675,0.2467403
21000300,1.4299225,0.24671139
21000600,1.4298775,0.24668248
21000900,1.4298325,0.24665357
21001200,1.4297874,0.24662466
21001500,1.4297425,0.24659577
21001800,1.4296974,0.24656688
21002100,1.4296523,0.24653798
21002400,1.4296074,0.24650909
21002700,1.4295623,0.2464802
21003000,1.4295174,0.24645132
21003300,1.4294723,0.24642244
21003600,1.4294273,0.24639356
21003900,1.4293823,0.24636468
21004200,1.4293373,0.2463358
21004500,1.4292922,0.24630694
21004800,1.4292473,0.24627808
21005100,1.4292022,0.24624921
21005400,1.4291571,0.24622035
21005700,1.4291122,0.24619149
21006000,1.4290671,0.24616264
21006300,1.4290222,0.24613379
21006600,1.4289771,0.24610494
21006900,1.4289321,0.24607609
21007200,1.4288871,0.24604724
21007500,1.4288421,0.24601841
21007800,1.428797,0.24598958
21008100,1.4287521,0.24596074
21008400,1.428707,0.24593191
21008700,1.428662,0.24590307
21009000,1.428617,0.24587426
21009300,1.4285719,0.24584544
21009600,1.428527,0.24581662
21009900,1.4284819,0.2457878
21010200,1.4284369,0.24575898
21010500,1.4283919,0.24573018
21010800,1.4283469,0.24570137
21011100,1.4283019,0.24567257
21011400,1.4282569,0.24564376
21011700,1.4282118,0.24561496
21012000,1.4281669,0.24558617
21012300,1.4281218,0.24555738
21012600,1.4280767,0.24552858
21012900,1.4280318,0.2454998
21013200,1.4279867,0.24547102
21013500,1.4279418,0.24544224
21013800,1.4278967,0.24541345
21014100,1.4278517,0.24538468
21014400,1.4278067,0.24535592
21014700,1.4277617,0.24532714
21015000,1.4277167,0.24529837
21015300,1.4276717,0.24526961
21015600,1.4276266,0.24524085
21015900,1.4275817,0.2452121
21016200,1.4275366,0.24518335
21016500,1.4274917,0.24515459
21016800,1.4274466,0.24512585
21017100,1.4274015,0.2450971
21017400,1.4273566,0.24506836
21017700,1.4273115,0.24503963
21018000,1.4272666,0.24501088
21018300,1.4272215,0.24498215
21018600,1.4271766,0.24495342
21018900,1.4271315,0.2449247
21019200,1.4270865,0.24489596
21019500,1.4270415,0.24486725
21019800,1.4269965,0.24483854
21020100,1.4269515,0.24480982
21020400,1.4269065,4073.9534
21020700,1.4268614,4112.4814
21021000,1.4268165,4295.3423
21021300,1.4267714,4585.416
21021600,1.4267265,4961.3896
21021900,1.4266814,5404.162
21022200,1.4266365,5895.096
21022500,1.4265914,6416.7505
21022800,1.4265463,6954.1216
21023100,1.4265014,7495.563
21023400,1.4264563,8032.8755
21023700,1.4264114,8560.686
21024000,1.4263663,9075.684
21024300,1.4263214,9578.767
21024600,1.4262763,10083.545
21024900,1.4262314,10596.688
21025200,1.4261863,11117.746
21025500,1.4261413,11644.083
21025800,1.4260963,12172.367
21026100,1.4260513,12699.937
21026400,1.4260063,13224.351
21026700,1.4259613,13744.057
21027000,1.4259163,14288.134
21027300,1.4258713,14902.733
21027600,1.4258263,15560.558
21027900,1.4257812,16229.516
21028200,1.4257362,16864.135
21028500,1.4256912,17480.17
21028800,1.4256462,18061.08
21029100,1.4256012,18607.896
21029400,1.4255562,19128.09
21029700,1.4255112,19626.19
21030000,1.4254662,20102.992
21030300,1.4254212,20556.867
21030600,1.4253762,20984.87
21030900,1.4253312,21383.625
21031200,1.4252862,21751.52
21031500,1.4252412,22093.387
21031800,1.4251962,22426.41
21032100,1.4251511,22771.021
21032400,1.4251062,23148.307
21032700,1.4250611,23539.846
21033000,1.4250162,23934.285
21033300,1.4249711,24327.027
21033600,1.4249262,24716.51
21033900,1.4248811,25111.098
21034200,1.4248362,25517.957
21034500,1.4247911,25918.951
21034800,1.4247462,26309.457
21035100,1.4247011,26688.727
21035400,1.4246562,27112.607
21035700,1.4246111,27555.598
21036000,1.4245661,27960.758
21036300,1.4245211,28325.596
21036600,1.4244761,28662.686
21036900,1.4244311,28993.55
21037200,1.4243861,29333.947
21037500,1.4243411,29690.26
21037800,1.4242961,30061.904
21038100,1.4242511,30461.342
21038400,1.4242061,30887.486
21038700,1.4241611,31129.73
21039000,1.4241161,31299.287
21039300,1.4240711,31574.717
21039600,1.4240261,31949.414
21039900,1.4239811,32387.496
21040200,1.4239361,32857.67
21040500,1.4238911,33340.785
21040800,1.4238461,33827.023
21041100,1.4238011,34312.188
21041400,1.4237561,34795.117
21041700,1.4237111,35275.54
21042000,1.4236661,35753.47
21042300,1.423621,36686.715
21042600,1.4235761,37745.504
21042900,1.423531,38607.203
21043200,1.4234861,39109.875
21043500,1.423441,39413.1
21043800,1.4233961,39691.37
21044100,1.423351,39965.434
21044400,1.4233061,40250.535
21044700,1.423261,40547.285
21045000,1.4232161,40851.758
21045300,1.4231712,41159.93
21045600,1.4231261,41468.816
21045900,1.4230812,41765.863
21046200,1.4230361,42029.637
21046500,1.4229912,42257.88
21046800,1.4229461,42451.34
21047100,1.4229012,42612.49
21047400,1.4228561,42838.66
21047700,1.4228112,43105.508
21048000,1.4227661,43354.598
21048300,1.4227211,43572.426
21048600,1.4226761,43759.766
21048900,1.4226311,43934.43
21049200,1.4225862,44124.254
21049500,1.4225411,44331.46
21049800,1.4224962,44554.223
21050100,1.4224511,44787.754
21050400,1.4224062,45025.727
21050700,1.4223611,45262.652
21051000,1.4223162,45491.887
21051300,1.4222711,45706.89
21051600,1.4222262,45900.766
21051900,1.4221812,46065.707
21052200,1.4221362,46193.477
21052500,1.4220912,46275.695
21052800,1.4220462,46304.285
21053100,1.4220012,46277.434
21053400,1.4219562,46206.29
21053700,1.4219112,46098.297
21054000,1.4218663,45960.21
21054300,1.4218212,45885.875
21054600,1.4217763,45836.438
21054900,1.4217312,45736.684
21055200,1.4216863,45575.8
21055500,1.4216412,45369.348
21055800,1.4215963,45135.746
21056100,1.4215513,44887.305
21056400,1.4215063,44629.7
21056700,1.4214613,44278.277
21057000,1.4214163,43608.957
21057300,1.4213713,42725.586
21057600,1.4213263,41980.754
21057900,1.4212813,41231.152
21058200,1.4212364,40474.34
21058500,1.4211913,39705.2
21058800,1.4211464,38913.516
21059100,1.4211013,34405.098
21059400,1.4210564,32798.008
21059700,1.4210114,31558.887
21060000,1.4209664,30496.04
21060300,1.4209214,29473.11
21060600,1.4208764,28429.863
21060900,1.4208314,27353.37
21061200,1.4207865,26259.55
21061500,1.4207414,25221.479
21061800,1.4206965,24209.969
21062100,1.4206514,23226.805
21062400,1.4206065,22275.742
21062700,1.4205616,21371.994
21063000,1.4205165,20600.115
21063300,1.4204715,19848.635
21063600,1.4204266,19102.486
21063900,1.4203815,0.27322185
21064200,1.4203366,0.2737321
21064500,1.4202915,0.27371424
21064800,1.4202466,0.2736894
21065100,1.4202017,0.27366436
21065400,1.4201566,0.27363935
21065700,1.4201117,0.27361432
21066000,1.4200666,0.2735893
21066300,1.4200217,0.2735643
21066600,1.4199767,0.2735393
21066900,1.4199317,0.2735143
21067200,1.4198867,0.2734893
21067500,1.4198418,0.2734643
21067800,1.4197967,0.2734393
21068100,1.4197518,0.27341428
21068400,1.4197068,0.27338928
21068700,1.4196618,0.27336428
21069000,1.4196168,0.27333927
21069300,1.4195718,0.27331427
21069600,1.4195268,0.27328926
21069900,1.4194819,0.2732643
21070200,1.4194368,0.27323928
21070500,1.4193919,0.27321428
21070800,1.4193469,0.2731893
21071100,1.4193019,0.2731643
21071400,1.4192569,0.27313933
21071700,1.419212,0.27311432
21072000,1.4191669,0.27308935
21072300,1.419122,0.27306435
21072600,1.419077,0.27303937
21072900,1.419032,0.27301437
21073200,1.418987,0.2729894
21073500,1.4189421,0.27296442
21073800,1.418897,0.2729394
21074100,1.4188521,0.27291444
21074400,1.4188071,0.27288947
21074700,1.4187621,0.2728645
21075000,1.4187171,0.27283952
21075300,1.4186722,0.27281454
21075600,1.4186271,0.27278957
21075900,1.4185822,0.2727646
21076200,1.4185373,0.27273962
21076500,1.4184922,0.27271464
21076800,1.4184473,0.27268967
21077100,1.4184023,0.2726647
21077400,1.4183573,0.27263972
21077700,1.4183123,0.27261475
21078000,1.4182674,0.27258977
21078300,1.4182223,0.27256483
21078600,1.4181774,0.27253985
21078900,1.4181324,0.27251488
21079200,1.4180875,0.27248994
21079500,1.4180424,0.27246496
21079800,1.4179975,0.27244002
21080100,1.4179525,0.27241504
21080400,1.4179075,0.2723901
21080700,1.4178625,0.27236512
21081000,1.4178176,0.27234018
21081300,1.4177725,0.2723152
21081600,1.4177276,0.27229026
21081900,1.4176826,0.27226532
21082200,1.4176377,0.27224037
21082500,1.4175926,0.2722154
21082800,1.4175477,0.27219045
21083100,1.4175028,0.2721655
21083400,1.4174577,0.27214056
21083700,1.4174128,0.27211562
21084000,1.4173678,0.27209067
21084300,1.4173229,0.27206573
21084600,1.4172778,0.27204078
21084900,1.4172329,0.27201584
21085200,1.4171879,0.2719909
21085500,1.4171429,0.27196595
21085800,1.4170979,0.271941
21086100,1.417053,0.27191606
21086400,1.417008,0.27189115
21086700,1.416963,0.2718662
21087000,1.416918,0.27184126
21087300,1.4168731,0.27181634
21087600,1.4168282,0.2717914
21087900,1.4167831,0.27176648
21088200,1.4167382,0.27174154
21088500,1.4166932,0.27171662
21088800,1.4166483,0.27169168
21089100,1.4166032,0.27166677
21089400,1.4165583,0.27164182
21089700,1.4165133,0.2716169
21090000,1.4164684,0.271592
21090300,1.4164233,0.27156705
21090600,1.4163784,0.27154213
21090900,1.4163334,0.27151722
21091200,1.4162885,0.2714923
21091500,1.4162434,0.2714674
21091800,1.4161985,0.27144244
21092100,1.4161536,0.27141753
21092400,1.4161086,0.2713926
21092700,1.4160635,0.2713677
21093000,1.4160186,0.27134278
21093300,1.4159737,0.2713179
21093600,1.4159287,0.27129298
21093900,1.4158837,0.27126807
21094200,1.4158387,0.27124316
21094500,1.4157938,0.27121824
21094800,1.4157488,0.27119336
21095100,1.4157039,0.27116844
21095400,1.4156588,0.27114353
21095700,1.4156139,0.27111864
21096000,1.415569,0.27109373
21096300,1.415524,0.27106884
21096600,1.415479,0.27104393
21096900,1.415434,0.27101904
21097200,1.4153891,0.27099413
21097500,1.4153441,0.27096924
21097800,1.4152992,0.27094433
21098100,1.4152541,0.27091944
21098400,1.4152092,0.27089456
21098700,1.4151642,0.27086964
21099000,1.4151193,0.27084476
21099300,1.4150743,0.27081987
21099600,1.4150293,0.270795
21099900,1.4149843,0.2707701
21100200,1.4149394,0.27074522
21100500,1.4148945,0.27072033
21100800,1.4148495,0.27069545
21101100,1.4148045,0.27067056
21101400,1.4147595,0.27064568
21101700,1.4147146,0.2706208
21102000,1.4146696,0.2705959
21102300,1.4146247,0.27057102
21102600,1.4145796,0.27054617
21102900,1.4145347,0.27052128
21103200,1.4144897,0.2704964
21103500,1.4144448,0.27047154
21103800,1.4143999,0.27044666
21104100,1.4143549,0.27042177
21104400,1.4143099,0.27039692
21104700,1.4142649,0.27037203
21105000,1.41422,7124.542
21105300,1.414175,8289.998
21105600,1.4141301,9407.518
21105900,1.4140851,10411.096
21106200,1.4140401,11290.324
21106500,1.4139951,12014.084
21106800,1.4139502,12572.132
21107100,1.4139053,12972.761
21107400,1.4138603,13251.252
21107700,1.4138154,13435.786
