time,Occupancy[nZ],Occupancy[sZ]
17842500,75,75
17843400,75,75
17844300,75,75
17845200,75,75
17846100,75,75
17847000,75,75
17847900,75,75
17848800,75,75
17849700,83.3333333333333,83.3333333333333
17850600,83.3333333333333,83.3333333333333
17851500,83.3333333333333,83.3333333333333
17852400,83.3333333333333,83.3333333333333
17853300,75,75
17854200,75,75
17855100,75,75
17856000,75,75
17856900,50,50
17857800,50,50
17858700,50,50
17859600,50,50
17860500,33.3333333333333,33.3333333333333
17861400,33.3333333333333,33.3333333333333
17862300,33.3333333333333,33.3333333333333
17863200,33.3333333333333,33.3333333333333
17864100,25,25
17865000,25,25
17865900,25,25
17866800,25,25
17867700,0,0
17868600,0,0
17869500,0,0
17870400,0,0
17871300,0,0
17872200,0,0
17873100,0,0
17874000,0,0
17874900,0,0
17875800,0,0
17876700,0,0
17877600,0,0
17878500,0,0
17879400,0,0
17880300,0,0
17881200,0,0
17882100,0,0
17883000,0,0
17883900,0,0
17884800,0,0
17885700,0,0
17886600,0,0
17887500,0,0
17888400,0,0
17889300,0,0
17890200,0,0
17891100,0,0
17892000,0,0
17892900,0,0
17893800,0,0
17894700,0,0
17895600,0,0
17896500,0,0
17897400,0,0
17898300,0,0
17899200,0,0
17900100,0,0
17901000,0,0
17901900,0,0
17902800,0,0
17903700,0,0
17904600,0,0
17905500,0,0
17906400,0,0
17907300,0,0
17908200,0,0
17909100,0,0
17910000,0,0
17910900,50,50
17911800,50,50
17912700,50,50
17913600,50,50
17914500,75,75
17915400,75,75
17916300,75,75
17917200,75,75
17918100,79.1666666666667,79.1666666666667
17919000,79.1666666666667,79.1666666666667
17919900,79.1666666666667,79.1666666666667
17920800,79.1666666666667,79.1666666666667
17921700,83.3333333333333,83.3333333333333
17922600,83.3333333333333,83.3333333333333
17923500,83.3333333333333,83.3333333333333
17924400,83.3333333333333,83.3333333333333
17925300,83.3333333333333,83.3333333333333
17926200,83.3333333333333,83.3333333333333
17927100,83.3333333333333,83.3333333333333
17928000,83.3333333333333,83.3333333333333
17928900,75,75
17929800,75,75
17930700,75,75
17931600,75,75
17932500,75,75
17933400,75,75
17934300,75,75
17935200,75,75
17936100,83.3333333333333,83.3333333333333
17937000,83.3333333333333,83.3333333333333
17937900,83.3333333333333,83.3333333333333
17938800,83.3333333333333,83.3333333333333
17939700,75,75
17940600,75,75
17941500,75,75
17942400,75,75
17943300,50,50
17944200,50,50
17945100,50,50
17946000,50,50
17946900,33.3333333333333,33.3333333333333
17947800,33.3333333333333,33.3333333333333
17948700,33.3333333333333,33.3333333333333
17949600,33.3333333333333,33.3333333333333
17950500,25,25
17951400,25,25
17952300,25,25
17953200,25,25
17954100,0,0
17955000,0,0
17955900,0,0
17956800,0,0
17957700,0,0
17958600,0,0
17959500,0,0
17960400,0,0
17961300,0,0
17962200,0,0
17963100,0,0
17964000,0,0
17964900,0,0
17965800,0,0
17966700,0,0
17967600,0,0
17968500,0,0
17969400,0,0
17970300,0,0
17971200,0,0
17972100,0,0
17973000,0,0
17973900,0,0
17974800,0,0
17975700,0,0
17976600,0,0
17977500,0,0
17978400,0,0
17979300,0,0
17980200,0,0
17981100,0,0
17982000,0,0
17982900,0,0
17983800,0,0
17984700,0,0
17985600,0,0
17986500,0,0
17987400,0,0
17988300,0,0
17989200,0,0
17990100,0,0
17991000,0,0
17991900,0,0
17992800,0,0
17993700,,
17994600,0,0
17995500,0,0
17996400,0,0
17997300,50,50
17998200,50,50
17999100,50,50
18000000,50,50
18000900,75,75
18001800,75,75
18002700,75,75
18003600,75,75
18004500,79.1666666666667,79.1666666666667
18005400,79.1666666666667,79.1666666666667
18006300,79.1666666666667,79.1666666666667
18007200,79.1666666666667,79.1666666666667
18008100,83.3333333333333,83.3333333333333
18009000,83.3333333333333,83.3333333333333
18009900,83.3333333333333,83.3333333333333
18010800,83.3333333333333,83.3333333333333
18011700,83.3333333333333,83.3333333333333
18012600,83.3333333333333,83.3333333333333
18013500,83.3333333333333,83.3333333333333
18014400,83.3333333333333,83.3333333333333
18015300,75,75
18016200,75,75
18017100,75,75
18018000,75,75
18018900,75,75
18019800,75,75
18020700,75,75
18021600,75,75
18022500,83.3333333333333,83.3333333333333
18023400,83.3333333333333,83.3333333333333
18024300,83.3333333333333,83.3333333333333
18025200,83.3333333333333,83.3333333333333
18026100,75,75
18027000,75,75
18027900,75,75
18028800,75,75
18029700,50,50
18030600,50,50
18031500,50,50
18032400,50,50
18033300,33.3333333333333,33.3333333333333
18034200,33.3333333333333,33.3333333333333
18035100,33.3333333333333,33.3333333333333
18036000,33.3333333333333,33.3333333333333
18036900,25,25
18037800,25,25
18038700,25,25
18039600,25,25
18040500,0,0
18041400,0,0
18042300,0,0
18043200,0,0
18044100,0,0
18045000,0,0
18045900,0,0
18046800,0,0
18047700,0,0
18048600,0,0
18049500,0,0
18050400,0,0
18051300,0,0
18052200,0,0
18053100,0,0
18054000,0,0
18054900,0,0
18055800,0,0
18056700,0,0
18057600,0,0
18058500,0,0
18059400,0,0
18060300,0,0
18061200,0,0
18062100,0,0
18063000,0,0
18063900,0,0
18064800,0,0
18065700,0,0
18066600,0,0
18067500,0,0
18068400,0,0
18069300,0,0
18070200,0,0
18071100,0,0
18072000,0,0
18072900,0,0
18073800,0,0
18074700,0,0
18075600,0,0
18076500,0,0
18077400,0,0
18078300,0,0
18079200,0,0
18080100,0,0
18081000,,
18081900,0,0
18082800,0,0
18083700,50,50
18084600,50,50
18085500,50,50
18086400,50,50
18087300,75,75
18088200,75,75
18089100,75,75
18090000,75,75
18090900,79.1666666666667,79.1666666666667
18091800,79.1666666666667,79.1666666666667
18092700,79.1666666666667,79.1666666666667
18093600,79.1666666666667,79.1666666666667
18094500,83.3333333333333,83.3333333333333
18095400,83.3333333333333,83.3333333333333
18096300,83.3333333333333,83.3333333333333
18097200,83.3333333333333,83.3333333333333
18098100,83.3333333333333,83.3333333333333
18099000,83.3333333333333,83.3333333333333
18099900,83.3333333333333,83.3333333333333
18100800,83.3333333333333,83.3333333333333
18101700,75,75
18102600,75,75
18103500,75,75
18104400,75,75
18105300,75,75
18106200,75,75
18107100,75,75
18108000,75,75
18108900,83.3333333333333,83.3333333333333
18109800,83.3333333333333,83.3333333333333
18110700,83.3333333333333,83.3333333333333
18111600,83.3333333333333,83.3333333333333
18112500,75,75
18113400,75,75
18114300,75,75
18115200,75,75
18116100,50,50
18117000,50,50
18117900,50,50
18118800,50,50
18119700,33.3333333333333,33.3333333333333
18120600,33.3333333333333,33.3333333333333
18121500,33.3333333333333,33.3333333333333
18122400,33.3333333333333,33.3333333333333
18123300,25,25
18124200,25,25
18125100,25,25
18126000,25,25
18126900,0,0
18127800,0,0
18128700,0,0
18129600,0,0
18130500,0,0
18131400,0,0
18132300,0,0
18133200,0,0
18134100,0,0
18135000,0,0
18135900,0,0
18136800,0,0
18137700,0,0
18138600,0,0
18139500,0,0
18140400,0,0
18141300,0,0
18142200,0,0
18143100,0,0
18144000,0,0
18144900,0,0
18145800,0,0
18146700,0,0
18147600,0,0
18148500,0,0
18149400,0,0
18150300,0,0
18151200,0,0
18152100,0,0
18153000,0,0
18153900,0,0
18154800,0,0
18155700,0,0
18156600,0,0
18157500,0,0
18158400,0,0
18159300,0,0
18160200,0,0
18161100,0,0
18162000,0,0
18162900,0,0
18163800,0,0
18164700,0,0
18165600,0,0
18166500,0,0
18167400,0,0
18168300,0,0
18169200,25,25
18170100,,
18171000,50,50
18171900,50,50
18172800,50,50
18173700,75,75
18174600,75,75
18175500,75,75
18176400,75,75
18177300,79.1666666666667,79.1666666666667
18178200,79.1666666666667,79.1666666666667
18179100,79.1666666666667,79.1666666666667
18180000,79.1666666666667,79.1666666666667
18180900,83.3333333333333,83.3333333333333
18181800,83.3333333333333,83.3333333333333
18182700,83.3333333333333,83.3333333333333
18183600,83.3333333333333,83.3333333333333
18184500,83.3333333333333,83.3333333333333
18185400,83.3333333333333,83.3333333333333
18186300,83.3333333333333,83.3333333333333
18187200,83.3333333333333,83.3333333333333
18188100,75,75
18189000,75,75
18189900,75,75
18190800,75,75
18191700,75,75
18192600,75,75
18193500,75,75
18194400,75,75
18195300,83.3333333333333,83.3333333333333
18196200,83.3333333333333,83.3333333333333
18197100,83.3333333333333,83.3333333333333
18198000,83.3333333333333,83.3333333333333
18198900,75,75
18199800,75,75
18200700,75,75
18201600,75,75
18202500,50,50
18203400,50,50
18204300,50,50
18205200,50,50
18206100,33.3333333333333,33.3333333333333
18207000,33.3333333333333,33.3333333333333
18207900,33.3333333333333,33.3333333333333
18208800,33.3333333333333,33.3333333333333
18209700,25,25
18210600,25,25
18211500,25,25
18212400,25,25
18213300,0,0
18214200,0,0
18215100,0,0
18216000,0,0
18216900,0,0
18217800,0,0
18218700,0,0
18219600,0,0
18220500,0,0
18221400,0,0
18222300,0,0
18223200,0,0
18224100,0,0
18225000,0,0
18225900,0,0
18226800,0,0
18227700,0,0
18228600,0,0
18229500,0,0
18230400,0,0
18231300,0,0
18232200,0,0
18233100,0,0
18234000,0,0
18234900,0,0
18235800,0,0
18236700,0,0
18237600,0,0
18238500,0,0
18239400,0,0
18240300,0,0
18241200,0,0
18242100,0,0
18243000,0,0
18243900,0,0
18244800,0,0
18245700,0,0
18246600,0,0
18247500,0,0
18248400,0,0
18249300,0,0
18250200,0,0
18251100,0,0
18252000,0,0
18252900,0,0
18253800,0,0
18254700,0,0
18255600,0,0
18256500,0,0
18257400,0,0
18258300,0,0
18259200,0,0
18260100,0,0
18261000,0,0
18261900,0,0
18262800,0,0
18263700,0,0
18264600,0,0
18265500,0,0
18266400,0,0
18267300,0,0
18268200,0,0
18269100,0,0
18270000,0,0
18270900,0,0
18271800,0,0
18272700,0,0
18273600,0,0
18274500,0,0
18275400,0,0
18276300,0,0
18277200,0,0
18278100,0,0
18279000,0,0
18279900,0,0
18280800,0,0
18281700,0,0
18282600,0,0
18283500,0,0
18284400,0,0
18285300,0,0
18286200,0,0
18287100,0,0
18288000,0,0
18288900,0,0
18289800,0,0
18290700,0,0
18291600,0,0
18292500,0,0
18293400,0,0
18294300,0,0
18295200,0,0
18296100,0,0
18297000,0,0
18297900,0,0
18298800,0,0
18299700,0,0
18300600,0,0
18301500,0,0
18302400,0,0
18303300,0,0
18304200,0,0
18305100,0,0
18306000,0,0
18306900,0,0
18307800,0,0
18308700,0,0
18309600,0,0
18310500,0,0
18311400,0,0
18312300,0,0
18313200,0,0
18314100,0,0
18315000,0,0
18315900,0,0
18316800,0,0
18317700,0,0
18318600,0,0
18319500,0,0
18320400,0,0
18321300,0,0
18322200,0,0
18323100,0,0
18324000,0,0
18324900,0,0
18325800,0,0
18326700,0,0
18327600,0,0
18328500,0,0
18329400,0,0
18330300,0,0
18331200,0,0
18332100,0,0
18333000,0,0
18333900,0,0
18334800,0,0
18335700,0,0
18336600,0,0
18337500,0,0
18338400,0,0
18339300,0,0
18340200,0,0
18341100,0,0
18342000,0,0
18342900,0,0
18343800,0,0
18344700,0,0
18345600,0,0
18346500,0,0
18347400,0,0
18348300,0,0
18349200,0,0
18350100,0,0
18351000,0,0
18351900,0,0
18352800,0,0
18353700,0,0
18354600,0,0
18355500,0,0
18356400,0,0
18357300,0,0
18358200,0,0
18359100,0,0
18360000,0,0
18360900,0,0
18361800,0,0
18362700,0,0
18363600,0,0
18364500,0,0
18365400,0,0
18366300,0,0
18367200,0,0
18368100,0,0
18369000,0,0
18369900,0,0
18370800,0,0
18371700,0,0
18372600,0,0
18373500,0,0
18374400,0,0
18375300,0,0
18376200,0,0
18377100,0,0
18378000,0,0
18378900,0,0
18379800,0,0
18380700,0,0
18381600,0,0
18382500,0,0
18383400,0,0
18384300,0,0
18385200,0,0
18386100,0,0
18387000,0,0
18387900,0,0
18388800,0,0
18389700,0,0
18390600,0,0
18391500,0,0
18392400,0,0
18393300,0,0
18394200,0,0
18395100,0,0
18396000,0,0
18396900,0,0
18397800,0,0
18398700,0,0
18399600,0,0
18400500,0,0
18401400,0,0
18402300,0,0
18403200,0,0
18404100,0,0
18405000,0,0
18405900,0,0
18406800,0,0
18407700,0,0
18408600,0,0
18409500,0,0
18410400,0,0
18411300,0,0
18412200,0,0
18413100,0,0
18414000,0,0
18414900,0,0
18415800,0,0
18416700,0,0
18417600,0,0
18418500,0,0
18419400,0,0
18420300,0,0
18421200,0,0
18422100,0,0
18423000,0,0
18423900,0,0
18424800,0,0
18425700,0,0
18426600,0,0
18427500,0,0
18428400,50,50
18429300,,
18430200,100,100
18431100,100,100
18432000,100,100
18432900,150,150
18433800,150,150
18434700,150,150
18435600,150,150
18436500,158.333333333333,158.333333333333
18437400,158.333333333333,158.333333333333
18438300,158.333333333333,158.333333333333
18439200,158.333333333333,158.333333333333
18440100,166.666666666667,166.666666666667
18441000,166.666666666667,166.666666666667
18441900,166.666666666667,166.666666666667
18442800,166.666666666667,166.666666666667
18443700,166.666666666667,166.666666666667
18444600,166.666666666667,166.666666666667
18445500,166.666666666667,166.666666666667
18446400,166.666666666667,166.666666666667
18447300,150,150
18448200,150,150
18449100,150,150
18450000,150,150
18450900,150,150
18451800,150,150
18452700,150,150
18453600,150,150
18454500,166.666666666667,166.666666666667
18455400,166.666666666667,166.666666666667
18456300,166.666666666667,166.666666666667
18457200,166.666666666667,166.666666666667
18458100,150,150
18459000,150,150
18459900,150,150
18460800,150,150
18461700,100,100
18462600,100,100
18463500,100,100
18464400,100,100
18465300,66.6666666666667,66.6666666666667
18466200,66.6666666666667,66.6666666666667
18467100,66.6666666666667,66.6666666666667
18468000,66.6666666666667,66.6666666666667
18468900,50,50
18469800,50,50
18470700,50,50
18471600,50,50
18472500,0,0
18473400,0,0
18474300,0,0
18475200,0,0
18476100,0,0
18477000,0,0
18477900,0,0
18478800,0,0
18479700,0,0
18480600,0,0
18481500,0,0
18482400,0,0
18483300,0,0
18484200,0,0
18485100,0,0
18486000,0,0
18486900,0,0
18487800,0,0
18488700,0,0
18489600,0,0
18490500,0,0
18491400,0,0
18492300,0,0
18493200,0,0
18494100,0,0
18495000,0,0
18495900,0,0
18496800,0,0
18497700,0,0
18498600,0,0
18499500,0,0
18500400,0,0
18501300,0,0
18502200,0,0
18503100,0,0
18504000,0,0
18504900,0,0
18505800,0,0
18506700,0,0
18507600,0,0
18508500,0,0
18509400,0,0
18510300,0,0
18511200,0,0
18512100,0,0
18513000,0,0
18513900,0,0
18514800,0,0
18515700,100,100
18516600,100,100
18517500,100,100
18518400,100,100
18519300,150,150
18520200,150,150
18521100,150,150
18522000,150,150
18522900,158.333333333333,158.333333333333
18523800,158.333333333333,158.333333333333
18524700,158.333333333333,158.333333333333
18525600,158.333333333333,158.333333333333
18526500,166.666666666667,166.666666666667
18527400,166.666666666667,166.666666666667
18528300,166.666666666667,166.666666666667
18529200,166.666666666667,166.666666666667
18530100,166.666666666667,166.666666666667
18531000,166.666666666667,166.666666666667
18531900,166.666666666667,166.666666666667
18532800,166.666666666667,166.666666666667
18533700,150,150
18534600,150,150
18535500,150,150
18536400,150,150
18537300,150,150
18538200,150,150
18539100,150,150
18540000,150,150
18540900,166.666666666667,166.666666666667
18541800,166.666666666667,166.666666666667
18542700,166.666666666667,166.666666666667
18543600,166.666666666667,166.666666666667
18544500,150,150
18545400,150,150
18546300,150,150
18547200,150,150
18548100,100,100
18549000,100,100
18549900,100,100
18550800,100,100
18551700,66.6666666666667,66.6666666666667
18552600,66.6666666666667,66.6666666666667
18553500,66.6666666666667,66.6666666666667
18554400,66.6666666666667,66.6666666666667
18555300,50,50
18556200,50,50
18557100,50,50
18558000,50,50
18558900,0,0
18559800,0,0
18560700,0,0
18561600,0,0
18562500,0,0
18563400,0,0
18564300,0,0
18565200,0,0
18566100,0,0
18567000,0,0
18567900,0,0
18568800,0,0
18569700,0,0
18570600,0,0
18571500,0,0
18572400,0,0
18573300,0,0
18574200,0,0
18575100,0,0
18576000,0,0
18576900,0,0
18577800,0,0
18578700,0,0
18579600,0,0
18580500,0,0
18581400,0,0
18582300,0,0
18583200,0,0
18584100,0,0
18585000,0,0
18585900,0,0
18586800,0,0
18587700,0,0
18588600,0,0
18589500,0,0
18590400,0,0
18591300,0,0
18592200,0,0
18593100,0,0
18594000,0,0
18594900,0,0
18595800,0,0
18596700,0,0
18597600,0,0
18598500,0,0
18599400,0,0
18600300,0,0
18601200,0,0
18602100,100,100
18603000,100,100
18603900,100,100
18604800,100,100
18605700,150,150
18606600,150,150
18607500,150,150
18608400,150,150
18609300,158.333333333333,158.333333333333
18610200,158.333333333333,158.333333333333
18611100,158.333333333333,158.333333333333
18612000,158.333333333333,158.333333333333
18612900,166.666666666667,166.666666666667
18613800,166.666666666667,166.666666666667
18614700,166.666666666667,166.666666666667
18615600,166.666666666667,166.666666666667
18616500,166.666666666667,166.666666666667
18617400,166.666666666667,166.666666666667
18618300,166.666666666667,166.666666666667
18619200,166.666666666667,166.666666666667
18620100,150,150
18621000,150,150
18621900,150,150
18622800,150,150
18623700,150,150
18624600,150,150
18625500,150,150
18626400,150,150
18627300,166.666666666667,166.666666666667
18628200,166.666666666667,166.666666666667
18629100,166.666666666667,166.666666666667
18630000,166.666666666667,166.666666666667
18630900,150,150
18631800,150,150
18632700,150,150
18633600,150,150
18634500,100,100
18635400,100,100
18636300,100,100
18637200,100,100
18638100,66.6666666666667,66.6666666666667
18639000,66.6666666666667,66.6666666666667
18639900,66.6666666666667,66.6666666666667
18640800,66.6666666666667,66.6666666666667
18641700,50,50
18642600,50,50
18643500,50,50
18644400,50,50
18645300,0,0
18646200,0,0
18647100,0,0
18648000,0,0
18648900,0,0
18649800,0,0
18650700,0,0
18651600,0,0
18652500,0,0
18653400,0,0
18654300,0,0
18655200,0,0
18656100,0,0
18657000,0,0
18657900,0,0
18658800,0,0
18659700,0,0
18660600,0,0
18661500,0,0
18662400,0,0
18663300,0,0
18664200,0,0
18665100,0,0
18666000,0,0
18666900,0,0
18667800,0,0
18668700,0,0
18669600,0,0
18670500,0,0
18671400,0,0
18672300,0,0
18673200,0,0
18674100,0,0
18675000,0,0
18675900,0,0
18676800,0,0
18677700,0,0
18678600,0,0
18679500,0,0
18680400,0,0
18681300,0,0
18682200,0,0
18683100,0,0
18684000,0,0
18684900,0,0
18685800,0,0
18686700,0,0
18687600,0,0
18688500,100,100
18689400,100,100
18690300,100,100
18691200,100,100
18692100,150,150
18693000,150,150
18693900,150,150
18694800,150,150
18695700,158.333333333333,158.333333333333
18696600,158.333333333333,158.333333333333
18697500,158.333333333333,158.333333333333
18698400,158.333333333333,158.333333333333
18699300,166.666666666667,166.666666666667
18700200,166.666666666667,166.666666666667
18701100,166.666666666667,166.666666666667
18702000,166.666666666667,166.666666666667
18702900,166.666666666667,166.666666666667
18703800,166.666666666667,166.666666666667
18704700,166.666666666667,166.666666666667
18705600,166.666666666667,166.666666666667
18706500,150,150
18707400,150,150
18708300,150,150
18709200,150,150
18710100,150,150
18711000,150,150
18711900,150,150
18712800,150,150
18713700,166.666666666667,166.666666666667
18714600,166.666666666667,166.666666666667
18715500,166.666666666667,166.666666666667
18716400,166.666666666667,166.666666666667
18717300,150,150
18718200,150,150
18719100,150,150
18720000,150,150
18720900,100,100
18721800,100,100
18722700,100,100
18723600,100,100
18724500,66.6666666666667,66.6666666666667
18725400,66.6666666666667,66.6666666666667
18726300,66.6666666666667,66.6666666666667
18727200,66.6666666666667,66.6666666666667
18728100,50,50
18729000,50,50
18729900,50,50
18730800,50,50
18731700,0,0
18732600,0,0
18733500,0,0
18734400,0,0
18735300,0,0
18736200,0,0
18737100,0,0
18738000,0,0
18738900,0,0
18739800,0,0
18740700,0,0
18741600,0,0
18742500,0,0
18743400,0,0
18744300,0,0
18745200,0,0
18746100,0,0
18747000,0,0
18747900,0,0
18748800,0,0
18749700,0,0
18750600,0,0
18751500,0,0
18752400,0,0
18753300,0,0
18754200,0,0
18755100,0,0
18756000,0,0
18756900,0,0
18757800,0,0
18758700,0,0
18759600,0,0
18760500,0,0
18761400,0,0
18762300,0,0
18763200,0,0
18764100,0,0
18765000,0,0
18765900,0,0
18766800,0,0
18767700,0,0
18768600,0,0
18769500,0,0
18770400,0,0
18771300,0,0
18772200,0,0
18773100,0,0
18774000,0,0
18774900,100,100
18775800,100,100
18776700,100,100
18777600,100,100
18778500,150,150
18779400,150,150
18780300,150,150
18781200,150,150
18782100,158.333333333333,158.333333333333
18783000,158.333333333333,158.333333333333
18783900,158.333333333333,158.333333333333
18784800,158.333333333333,158.333333333333
18785700,166.666666666667,166.666666666667
18786600,166.666666666667,166.666666666667
18787500,166.666666666667,166.666666666667
18788400,166.666666666667,166.666666666667
18789300,166.666666666667,166.666666666667
18790200,166.666666666667,166.666666666667
18791100,166.666666666667,166.666666666667
18792000,166.666666666667,166.666666666667
18792900,150,150
18793800,150,150
18794700,150,150
18795600,150,150
18796500,150,150
18797400,150,150
18798300,150,150
18799200,150,150
18800100,166.666666666667,166.666666666667
18801000,166.666666666667,166.666666666667
18801900,166.666666666667,166.666666666667
18802800,166.666666666667,166.666666666667
18803700,150,150
18804600,150,150
18805500,150,150
18806400,150,150
18807300,100,100
18808200,100,100
18809100,100,100
18810000,100,100
18810900,66.6666666666667,66.6666666666667
18811800,66.6666666666667,66.6666666666667
18812700,66.6666666666667,66.6666666666667
18813600,66.6666666666667,66.6666666666667
18814500,50,50
18815400,50,50
18816300,50,50
18817200,50,50
18818100,0,0
18819000,0,0
18819900,0,0
18820800,0,0
18821700,0,0
18822600,0,0
18823500,0,0
18824400,0,0
18825300,0,0
18826200,0,0
18827100,0,0
18828000,0,0
18828900,0,0
18829800,0,0
18830700,0,0
18831600,0,0
18832500,0,0
18833400,0,0
18834300,0,0
18835200,0,0
18836100,0,0
18837000,0,0
18837900,0,0
18838800,0,0
18839700,0,0
18840600,0,0
18841500,0,0
18842400,0,0
18843300,0,0
18844200,0,0
18845100,0,0
18846000,0,0
18846900,0,0
18847800,0,0
18848700,0,0
18849600,0,0
18850500,0,0
18851400,0,0
18852300,0,0
18853200,0,0
18854100,0,0
18855000,0,0
18855900,0,0
18856800,0,0
18857700,0,0
18858600,0,0
18859500,0,0
18860400,0,0
18861300,0,0
18862200,0,0
18863100,0,0
18864000,0,0
18864900,0,0
18865800,0,0
18866700,0,0
18867600,0,0
18868500,0,0
18869400,0,0
18870300,0,0
18871200,0,0
18872100,0,0
18873000,0,0
18873900,0,0
18874800,0,0
18875700,0,0
18876600,0,0
18877500,0,0
18878400,0,0
18879300,0,0
18880200,0,0
18881100,0,0
18882000,0,0
18882900,0,0
18883800,0,0
18884700,0,0
18885600,0,0
18886500,0,0
18887400,0,0
18888300,0,0
18889200,0,0
18890100,0,0
18891000,0,0
18891900,0,0
18892800,0,0
18893700,0,0
18894600,0,0
18895500,0,0
18896400,0,0
18897300,0,0
18898200,0,0
18899100,0,0
18900000,0,0
18900900,0,0
18901800,0,0
18902700,0,0
18903600,0,0
18904500,0,0
18905400,0,0
18906300,0,0
18907200,0,0
18908100,0,0
18909000,0,0
18909900,0,0
18910800,0,0
18911700,0,0
18912600,0,0
18913500,0,0
18914400,0,0
18915300,0,0
18916200,0,0
18917100,0,0
18918000,0,0
18918900,0,0
18919800,0,0
18920700,0,0
18921600,0,0
18922500,0,0
18923400,0,0
18924300,0,0
18925200,0,0
18926100,0,0
18927000,0,0
18927900,0,0
18928800,0,0
18929700,0,0
18930600,0,0
18931500,0,0
18932400,0,0
18933300,0,0
18934200,0,0
18935100,0,0
18936000,0,0
18936900,0,0
18937800,0,0
18938700,0,0
18939600,0,0
18940500,0,0
18941400,0,0
18942300,0,0
18943200,0,0
18944100,0,0
18945000,0,0
18945900,0,0
18946800,0,0
18947700,0,0
18948600,0,0
18949500,0,0
18950400,0,0
18951300,0,0
18952200,0,0
18953100,0,0
18954000,0,0
18954900,0,0
18955800,0,0
18956700,0,0
18957600,0,0
18958500,0,0
18959400,0,0
18960300,0,0
18961200,0,0
18962100,0,0
18963000,0,0
18963900,0,0
18964800,0,0
18965700,0,0
18966600,0,0
18967500,0,0
18968400,0,0
18969300,0,0
18970200,0,0
18971100,0,0
18972000,0,0
18972900,0,0
18973800,0,0
18974700,0,0
18975600,0,0
18976500,0,0
18977400,0,0
18978300,0,0
18979200,0,0
18980100,0,0
18981000,0,0
18981900,0,0
18982800,0,0
18983700,0,0
18984600,0,0
18985500,0,0
18986400,0,0
18987300,0,0
18988200,0,0
18989100,0,0
18990000,0,0
18990900,0,0
18991800,0,0
18992700,0,0
18993600,0,0
18994500,0,0
18995400,0,0
18996300,0,0
18997200,0,0
18998100,0,0
18999000,0,0
18999900,0,0
19000800,0,0
19001700,0,0
19002600,0,0
19003500,0,0
19004400,0,0
19005300,0,0
19006200,0,0
19007100,0,0
19008000,0,0
19008900,0,0
19009800,0,0
19010700,0,0
19011600,0,0
19012500,0,0
19013400,0,0
19014300,0,0
19015200,0,0
19016100,0,0
19017000,0,0
19017900,0,0
19018800,0,0
19019700,0,0
19020600,0,0
19021500,0,0
19022400,0,0
19023300,0,0
19024200,0,0
19025100,0,0
19026000,0,0
19026900,0,0
19027800,0,0
19028700,0,0
19029600,0,0
19030500,0,0
19031400,,
19032300,0,0
19033200,0,0
19034100,100,100
19035000,100,100
19035900,100,100
19036800,100,100
19037700,150,150
19038600,150,150
19039500,150,150
19040400,150,150
19041300,158.333333333333,158.333333333333
19042200,158.333333333333,158.333333333333
19043100,158.333333333333,158.333333333333
19044000,158.333333333333,158.333333333333
19044900,166.666666666667,166.666666666667
19045800,166.666666666667,166.666666666667
19046700,166.666666666667,166.666666666667
19047600,166.666666666667,166.666666666667
19048500,166.666666666667,166.666666666667
19049400,166.666666666667,166.666666666667
19050300,166.666666666667,166.666666666667
19051200,166.666666666667,166.666666666667
19052100,150,150
19053000,150,150
19053900,150,150
19054800,150,150
19055700,150,150
19056600,150,150
19057500,150,150
19058400,150,150
19059300,166.666666666667,166.666666666667
19060200,166.666666666667,166.666666666667
19061100,166.666666666667,166.666666666667
19062000,166.666666666667,166.666666666667
19062900,150,150
19063800,150,150
19064700,150,150
19065600,150,150
19066500,100,100
19067400,100,100
19068300,100,100
19069200,100,100
19070100,66.6666666666667,66.6666666666667
19071000,66.6666666666667,66.6666666666667
19071900,66.6666666666667,66.6666666666667
19072800,66.6666666666667,66.6666666666667
19073700,50,50
19074600,50,50
19075500,50,50
19076400,50,50
19077300,0,0
19078200,0,0
19079100,0,0
19080000,0,0
19080900,0,0
19081800,0,0
19082700,0,0
19083600,0,0
19084500,0,0
19085400,0,0
19086300,0,0
19087200,0,0
19088100,0,0
19089000,0,0
19089900,0,0
19090800,0,0
19091700,0,0
19092600,0,0
19093500,0,0
19094400,0,0
19095300,0,0
19096200,0,0
19097100,0,0
19098000,0,0
19098900,0,0
19099800,0,0
19100700,0,0
19101600,0,0
19102500,0,0
19103400,0,0
19104300,0,0
19105200,0,0
19106100,0,0
19107000,0,0
19107900,0,0
19108800,0,0
19109700,0,0
19110600,0,0
19111500,0,0
19112400,0,0
19113300,0,0
19114200,0,0
19115100,0,0
19116000,0,0
19116900,0,0
19117800,0,0
19118700,0,0
19119600,0,0
19120500,100,100
19121400,100,100
19122300,100,100
19123200,100,100
19124100,150,150
19125000,150,150
19125900,150,150
19126800,150,150
19127700,158.333333333333,158.333333333333
19128600,158.333333333333,158.333333333333
19129500,158.333333333333,158.333333333333
19130400,158.333333333333,158.333333333333
19131300,166.666666666667,166.666666666667
19132200,166.666666666667,166.666666666667
19133100,166.666666666667,166.666666666667
19134000,166.666666666667,166.666666666667
19134900,166.666666666667,166.666666666667
19135800,166.666666666667,166.666666666667
19136700,166.666666666667,166.666666666667
19137600,166.666666666667,166.666666666667
19138500,150,150
19139400,150,150
19140300,150,150
19141200,150,150
19142100,150,150
