time,LowerSetp[nZ],UpperSetp[nZ],LowerSetp[sZ],UpperSetp[sZ],UpperCO2[nZ],UpperCO2[sZ]
15518700,294.15,298.15,294.15,298.15,900,900
15519600,294.15,298.15,294.15,298.15,900,900
15520500,294.15,298.15,294.15,298.15,900,900
15521400,294.15,298.15,294.15,298.15,900,900
15522300,294.15,298.15,294.15,298.15,900,900
15523200,294.15,298.15,294.15,298.15,900,900
15524100,294.15,298.15,294.15,298.15,900,900
15525000,294.15,298.15,294.15,298.15,900,900
15525900,294.15,298.15,294.15,298.15,900,900
15526800,294.15,298.15,294.15,298.15,900,900
15527700,294.15,298.15,294.15,298.15,900,900
15528600,294.15,298.15,294.15,298.15,900,900
15529500,294.15,298.15,294.15,298.15,900,900
15530400,294.15,298.15,294.15,298.15,900,900
15531300,294.15,298.15,294.15,298.15,900,900
15532200,294.15,298.15,294.15,298.15,900,900
15533100,294.15,298.15,294.15,298.15,900,900
15534000,289.15,303.15,289.15,303.15,900,900
15534900,289.15,303.15,289.15,303.15,900,900
15535800,289.15,303.15,289.15,303.15,900,900
15536700,289.15,303.15,289.15,303.15,900,900
15537600,289.15,303.15,289.15,303.15,900,900
15538500,289.15,303.15,289.15,303.15,900,900
15539400,289.15,303.15,289.15,303.15,900,900
15540300,289.15,303.15,289.15,303.15,900,900
15541200,289.15,303.15,289.15,303.15,900,900
15542100,289.15,303.15,289.15,303.15,900,900
15543000,289.15,303.15,289.15,303.15,900,900
15543900,289.15,303.15,289.15,303.15,900,900
15544800,289.15,303.15,289.15,303.15,900,900
15545700,289.15,303.15,289.15,303.15,900,900
15546600,289.15,303.15,289.15,303.15,900,900
15547500,289.15,303.15,289.15,303.15,900,900
15548400,289.15,303.15,289.15,303.15,900,900
15549300,289.15,303.15,289.15,303.15,900,900
15550200,289.15,303.15,289.15,303.15,900,900
15551100,289.15,303.15,289.15,303.15,900,900
15552000,289.15,303.15,289.15,303.15,900,900
15552900,289.15,303.15,289.15,303.15,900,900
15553800,289.15,303.15,289.15,303.15,900,900
15554700,289.15,303.15,289.15,303.15,900,900
15555600,289.15,303.15,289.15,303.15,900,900
15556500,289.15,303.15,289.15,303.15,900,900
15557400,289.15,303.15,289.15,303.15,900,900
15558300,289.15,303.15,289.15,303.15,900,900
15559200,289.15,303.15,289.15,303.15,900,900
15560100,289.15,303.15,289.15,303.15,900,900
15561000,289.15,303.15,289.15,303.15,900,900
15561900,289.15,303.15,289.15,303.15,900,900
15562800,289.15,303.15,289.15,303.15,900,900
15563700,289.15,303.15,289.15,303.15,900,900
15564600,289.15,303.15,289.15,303.15,900,900
15565500,289.15,303.15,289.15,303.15,900,900
15566400,289.15,303.15,289.15,303.15,900,900
15567300,289.15,303.15,289.15,303.15,900,900
15568200,289.15,303.15,289.15,303.15,900,900
15569100,289.15,303.15,289.15,303.15,900,900
15570000,289.15,303.15,289.15,303.15,900,900
15570900,289.15,303.15,289.15,303.15,900,900
15571800,289.15,303.15,289.15,303.15,900,900
15572700,289.15,303.15,289.15,303.15,900,900
15573600,289.15,303.15,289.15,303.15,900,900
15574500,289.15,303.15,289.15,303.15,900,900
15575400,289.15,303.15,289.15,303.15,900,900
15576300,289.15,303.15,289.15,303.15,900,900
15577200,294.15,298.15,294.15,298.15,900,900
15578100,294.15,298.15,294.15,298.15,900,900
15579000,294.15,298.15,294.15,298.15,900,900
15579900,294.15,298.15,294.15,298.15,900,900
15580800,294.15,298.15,294.15,298.15,900,900
15581700,294.15,298.15,294.15,298.15,900,900
15582600,294.15,298.15,294.15,298.15,900,900
15583500,294.15,298.15,294.15,298.15,900,900
15584400,294.15,298.15,294.15,298.15,900,900
15585300,294.15,298.15,294.15,298.15,900,900
15586200,294.15,298.15,294.15,298.15,900,900
15587100,294.15,298.15,294.15,298.15,900,900
15588000,294.15,298.15,294.15,298.15,900,900
15588900,294.15,298.15,294.15,298.15,900,900
15589800,294.15,298.15,294.15,298.15,900,900
15590700,294.15,298.15,294.15,298.15,900,900
15591600,294.15,298.15,294.15,298.15,900,900
15592500,294.15,298.15,294.15,298.15,900,900
15593400,294.15,298.15,294.15,298.15,900,900
15594300,294.15,298.15,294.15,298.15,900,900
15595200,294.15,298.15,294.15,298.15,900,900
15596100,294.15,298.15,294.15,298.15,900,900
15597000,294.15,298.15,294.15,298.15,900,900
15597900,294.15,298.15,294.15,298.15,900,900
15598800,294.15,298.15,294.15,298.15,900,900
15599700,294.15,298.15,294.15,298.15,900,900
15600600,294.15,298.15,294.15,298.15,900,900
15601500,294.15,298.15,294.15,298.15,900,900
15602400,294.15,298.15,294.15,298.15,900,900
15603300,294.15,298.15,294.15,298.15,900,900
15604200,294.15,298.15,294.15,298.15,900,900
15605100,294.15,298.15,294.15,298.15,900,900
15606000,294.15,298.15,294.15,298.15,900,900
15606900,294.15,298.15,294.15,298.15,900,900
15607800,294.15,298.15,294.15,298.15,900,900
15608700,294.15,298.15,294.15,298.15,900,900
15609600,294.15,298.15,294.15,298.15,900,900
15610500,294.15,298.15,294.15,298.15,900,900
15611400,294.15,298.15,294.15,298.15,900,900
15612300,294.15,298.15,294.15,298.15,900,900
15613200,294.15,298.15,294.15,298.15,900,900
15614100,294.15,298.15,294.15,298.15,900,900
15615000,294.15,298.15,294.15,298.15,900,900
15615900,294.15,298.15,294.15,298.15,900,900
15616800,294.15,298.15,294.15,298.15,900,900
15617700,294.15,298.15,294.15,298.15,900,900
15618600,294.15,298.15,294.15,298.15,900,900
15619500,294.15,298.15,294.15,298.15,900,900
15620400,289.15,303.15,289.15,303.15,900,900
15621300,289.15,303.15,289.15,303.15,900,900
15622200,289.15,303.15,289.15,303.15,900,900
15623100,289.15,303.15,289.15,303.15,900,900
15624000,289.15,303.15,289.15,303.15,900,900
15624900,289.15,303.15,289.15,303.15,900,900
15625800,289.15,303.15,289.15,303.15,900,900
15626700,289.15,303.15,289.15,303.15,900,900
15627600,289.15,303.15,289.15,303.15,900,900
15628500,289.15,303.15,289.15,303.15,900,900
15629400,289.15,303.15,289.15,303.15,900,900
15630300,289.15,303.15,289.15,303.15,900,900
15631200,289.15,303.15,289.15,303.15,900,900
15632100,289.15,303.15,289.15,303.15,900,900
15633000,289.15,303.15,289.15,303.15,900,900
15633900,289.15,303.15,289.15,303.15,900,900
15634800,289.15,303.15,289.15,303.15,900,900
15635700,289.15,303.15,289.15,303.15,900,900
15636600,289.15,303.15,289.15,303.15,900,900
15637500,289.15,303.15,289.15,303.15,900,900
15638400,289.15,303.15,289.15,303.15,900,900
15639300,289.15,303.15,289.15,303.15,900,900
15640200,289.15,303.15,289.15,303.15,900,900
15641100,289.15,303.15,289.15,303.15,900,900
15642000,289.15,303.15,289.15,303.15,900,900
15642900,289.15,303.15,289.15,303.15,900,900
15643800,289.15,303.15,289.15,303.15,900,900
15644700,289.15,303.15,289.15,303.15,900,900
15645600,289.15,303.15,289.15,303.15,900,900
15646500,289.15,303.15,289.15,303.15,900,900
15647400,289.15,303.15,289.15,303.15,900,900
15648300,289.15,303.15,289.15,303.15,900,900
15649200,289.15,303.15,289.15,303.15,900,900
15650100,289.15,303.15,289.15,303.15,900,900
15651000,289.15,303.15,289.15,303.15,900,900
15651900,289.15,303.15,289.15,303.15,900,900
15652800,289.15,303.15,289.15,303.15,900,900
15653700,289.15,303.15,289.15,303.15,900,900
15654600,289.15,303.15,289.15,303.15,900,900
15655500,289.15,303.15,289.15,303.15,900,900
15656400,289.15,303.15,289.15,303.15,900,900
15657300,289.15,303.15,289.15,303.15,900,900
15658200,289.15,303.15,289.15,303.15,900,900
15659100,289.15,303.15,289.15,303.15,900,900
15660000,289.15,303.15,289.15,303.15,900,900
15660900,289.15,303.15,289.15,303.15,900,900
15661800,289.15,303.15,289.15,303.15,900,900
15662700,289.15,303.15,289.15,303.15,900,900
15663600,294.15,298.15,294.15,298.15,900,900
15664500,294.15,298.15,294.15,298.15,900,900
15665400,294.15,298.15,294.15,298.15,900,900
15666300,294.15,298.15,294.15,298.15,900,900
15667200,294.15,298.15,294.15,298.15,900,900
15668100,294.15,298.15,294.15,298.15,900,900
15669000,294.15,298.15,294.15,298.15,900,900
15669900,294.15,298.15,294.15,298.15,900,900
15670800,294.15,298.15,294.15,298.15,900,900
15671700,294.15,298.15,294.15,298.15,900,900
15672600,294.15,298.15,294.15,298.15,900,900
15673500,294.15,298.15,294.15,298.15,900,900
15674400,294.15,298.15,294.15,298.15,900,900
15675300,294.15,298.15,294.15,298.15,900,900
15676200,294.15,298.15,294.15,298.15,900,900
15677100,294.15,298.15,294.15,298.15,900,900
15678000,294.15,298.15,294.15,298.15,900,900
15678900,294.15,298.15,294.15,298.15,900,900
15679800,294.15,298.15,294.15,298.15,900,900
15680700,294.15,298.15,294.15,298.15,900,900
15681600,294.15,298.15,294.15,298.15,900,900
15682500,294.15,298.15,294.15,298.15,900,900
15683400,294.15,298.15,294.15,298.15,900,900
15684300,294.15,298.15,294.15,298.15,900,900
15685200,294.15,298.15,294.15,298.15,900,900
15686100,294.15,298.15,294.15,298.15,900,900
15687000,294.15,298.15,294.15,298.15,900,900
15687900,294.15,298.15,294.15,298.15,900,900
15688800,294.15,298.15,294.15,298.15,900,900
15689700,294.15,298.15,294.15,298.15,900,900
15690600,294.15,298.15,294.15,298.15,900,900
15691500,294.15,298.15,294.15,298.15,900,900
15692400,294.15,298.15,294.15,298.15,900,900
15693300,294.15,298.15,294.15,298.15,900,900
15694200,294.15,298.15,294.15,298.15,900,900
15695100,294.15,298.15,294.15,298.15,900,900
15696000,294.15,298.15,294.15,298.15,900,900
15696900,294.15,298.15,294.15,298.15,900,900
15697800,294.15,298.15,294.15,298.15,900,900
15698700,294.15,298.15,294.15,298.15,900,900
15699600,294.15,298.15,294.15,298.15,900,900
15700500,294.15,298.15,294.15,298.15,900,900
15701400,294.15,298.15,294.15,298.15,900,900
15702300,294.15,298.15,294.15,298.15,900,900
15703200,294.15,298.15,294.15,298.15,900,900
15704100,294.15,298.15,294.15,298.15,900,900
15705000,294.15,298.15,294.15,298.15,900,900
15705900,294.15,298.15,294.15,298.15,900,900
15706800,289.15,303.15,289.15,303.15,900,900
15707700,289.15,303.15,289.15,303.15,900,900
15708600,289.15,303.15,289.15,303.15,900,900
15709500,289.15,303.15,289.15,303.15,900,900
15710400,289.15,303.15,289.15,303.15,900,900
15711300,289.15,303.15,289.15,303.15,900,900
15712200,289.15,303.15,289.15,303.15,900,900
15713100,289.15,303.15,289.15,303.15,900,900
15714000,289.15,303.15,289.15,303.15,900,900
15714900,289.15,303.15,289.15,303.15,900,900
15715800,289.15,303.15,289.15,303.15,900,900
15716700,289.15,303.15,289.15,303.15,900,900
15717600,289.15,303.15,289.15,303.15,900,900
15718500,289.15,303.15,289.15,303.15,900,900
15719400,289.15,303.15,289.15,303.15,900,900
15720300,289.15,303.15,289.15,303.15,900,900
15721200,289.15,303.15,289.15,303.15,900,900
15722100,289.15,303.15,289.15,303.15,900,900
15723000,289.15,303.15,289.15,303.15,900,900
15723900,289.15,303.15,289.15,303.15,900,900
15724800,289.15,303.15,289.15,303.15,900,900
15725700,289.15,303.15,289.15,303.15,900,900
15726600,289.15,303.15,289.15,303.15,900,900
15727500,289.15,303.15,289.15,303.15,900,900
15728400,289.15,303.15,289.15,303.15,900,900
15729300,289.15,303.15,289.15,303.15,900,900
15730200,289.15,303.15,289.15,303.15,900,900
15731100,289.15,303.15,289.15,303.15,900,900
15732000,289.15,303.15,289.15,303.15,900,900
15732900,289.15,303.15,289.15,303.15,900,900
15733800,289.15,303.15,289.15,303.15,900,900
15734700,289.15,303.15,289.15,303.15,900,900
15735600,289.15,303.15,289.15,303.15,900,900
15736500,289.15,303.15,289.15,303.15,900,900
15737400,289.15,303.15,289.15,303.15,900,900
15738300,289.15,303.15,289.15,303.15,900,900
15739200,289.15,303.15,289.15,303.15,900,900
15740100,289.15,303.15,289.15,303.15,900,900
15741000,289.15,303.15,289.15,303.15,900,900
15741900,289.15,303.15,289.15,303.15,900,900
15742800,289.15,303.15,289.15,303.15,900,900
15743700,289.15,303.15,289.15,303.15,900,900
15744600,289.15,303.15,289.15,303.15,900,900
15745500,289.15,303.15,289.15,303.15,900,900
15746400,289.15,303.15,289.15,303.15,900,900
15747300,289.15,303.15,289.15,303.15,900,900
15748200,289.15,303.15,289.15,303.15,900,900
15749100,289.15,303.15,289.15,303.15,900,900
15750000,294.15,298.15,294.15,298.15,900,900
15750900,294.15,298.15,294.15,298.15,900,900
15751800,294.15,298.15,294.15,298.15,900,900
15752700,294.15,298.15,294.15,298.15,900,900
15753600,294.15,298.15,294.15,298.15,900,900
15754500,294.15,298.15,294.15,298.15,900,900
15755400,294.15,298.15,294.15,298.15,900,900
15756300,294.15,298.15,294.15,298.15,900,900
15757200,294.15,298.15,294.15,298.15,900,900
15758100,294.15,298.15,294.15,298.15,900,900
15759000,294.15,298.15,294.15,298.15,900,900
15759900,294.15,298.15,294.15,298.15,900,900
15760800,294.15,298.15,294.15,298.15,900,900
15761700,294.15,298.15,294.15,298.15,900,900
15762600,294.15,298.15,294.15,298.15,900,900
15763500,294.15,298.15,294.15,298.15,900,900
15764400,294.15,298.15,294.15,298.15,900,900
15765300,294.15,298.15,294.15,298.15,900,900
15766200,294.15,298.15,294.15,298.15,900,900
15767100,294.15,298.15,294.15,298.15,900,900
15768000,294.15,298.15,294.15,298.15,900,900
15768900,294.15,298.15,294.15,298.15,900,900
15769800,294.15,298.15,294.15,298.15,900,900
15770700,294.15,298.15,294.15,298.15,900,900
15771600,294.15,298.15,294.15,298.15,900,900
15772500,294.15,298.15,294.15,298.15,900,900
15773400,294.15,298.15,294.15,298.15,900,900
15774300,294.15,298.15,294.15,298.15,900,900
15775200,294.15,298.15,294.15,298.15,900,900
15776100,294.15,298.15,294.15,298.15,900,900
15777000,294.15,298.15,294.15,298.15,900,900
15777900,294.15,298.15,294.15,298.15,900,900
15778800,294.15,298.15,294.15,298.15,900,900
15779700,294.15,298.15,294.15,298.15,900,900
15780600,294.15,298.15,294.15,298.15,900,900
15781500,294.15,298.15,294.15,298.15,900,900
15782400,294.15,298.15,294.15,298.15,900,900
15783300,294.15,298.15,294.15,298.15,900,900
15784200,294.15,298.15,294.15,298.15,900,900
15785100,294.15,298.15,294.15,298.15,900,900
15786000,294.15,298.15,294.15,298.15,900,900
15786900,294.15,298.15,294.15,298.15,900,900
15787800,294.15,298.15,294.15,298.15,900,900
15788700,294.15,298.15,294.15,298.15,900,900
15789600,294.15,298.15,294.15,298.15,900,900
15790500,294.15,298.15,294.15,298.15,900,900
15791400,294.15,298.15,294.15,298.15,900,900
15792300,294.15,298.15,294.15,298.15,900,900
15793200,289.15,303.15,289.15,303.15,900,900
15794100,289.15,303.15,289.15,303.15,900,900
15795000,289.15,303.15,289.15,303.15,900,900
15795900,289.15,303.15,289.15,303.15,900,900
15796800,289.15,303.15,289.15,303.15,900,900
15797700,289.15,303.15,289.15,303.15,900,900
15798600,289.15,303.15,289.15,303.15,900,900
15799500,289.15,303.15,289.15,303.15,900,900
15800400,289.15,303.15,289.15,303.15,900,900
15801300,289.15,303.15,289.15,303.15,900,900
15802200,289.15,303.15,289.15,303.15,900,900
15803100,289.15,303.15,289.15,303.15,900,900
15804000,289.15,303.15,289.15,303.15,900,900
15804900,289.15,303.15,289.15,303.15,900,900
15805800,289.15,303.15,289.15,303.15,900,900
15806700,289.15,303.15,289.15,303.15,900,900
15807600,289.15,303.15,289.15,303.15,900,900
15808500,289.15,303.15,289.15,303.15,900,900
15809400,289.15,303.15,289.15,303.15,900,900
15810300,289.15,303.15,289.15,303.15,900,900
15811200,289.15,303.15,289.15,303.15,900,900
15812100,289.15,303.15,289.15,303.15,900,900
15813000,289.15,303.15,289.15,303.15,900,900
15813900,289.15,303.15,289.15,303.15,900,900
15814800,289.15,303.15,289.15,303.15,900,900
15815700,289.15,303.15,289.15,303.15,900,900
15816600,289.15,303.15,289.15,303.15,900,900
15817500,289.15,303.15,289.15,303.15,900,900
15818400,289.15,303.15,289.15,303.15,900,900
15819300,289.15,303.15,289.15,303.15,900,900
15820200,289.15,303.15,289.15,303.15,900,900
15821100,289.15,303.15,289.15,303.15,900,900
15822000,289.15,303.15,289.15,303.15,900,900
15822900,289.15,303.15,289.15,303.15,900,900
15823800,289.15,303.15,289.15,303.15,900,900
15824700,289.15,303.15,289.15,303.15,900,900
15825600,289.15,303.15,289.15,303.15,900,900
15826500,289.15,303.15,289.15,303.15,900,900
15827400,289.15,303.15,289.15,303.15,900,900
15828300,289.15,303.15,289.15,303.15,900,900
15829200,289.15,303.15,289.15,303.15,900,900
15830100,289.15,303.15,289.15,303.15,900,900
15831000,289.15,303.15,289.15,303.15,900,900
15831900,289.15,303.15,289.15,303.15,900,900
15832800,289.15,303.15,289.15,303.15,900,900
15833700,289.15,303.15,289.15,303.15,900,900
15834600,289.15,303.15,289.15,303.15,900,900
15835500,289.15,303.15,289.15,303.15,900,900
15836400,289.15,303.15,289.15,303.15,900,900
15837300,289.15,303.15,289.15,303.15,900,900
15838200,289.15,303.15,289.15,303.15,900,900
15839100,289.15,303.15,289.15,303.15,900,900
15840000,289.15,303.15,289.15,303.15,900,900
15840900,289.15,303.15,289.15,303.15,900,900
15841800,289.15,303.15,289.15,303.15,900,900
15842700,289.15,303.15,289.15,303.15,900,900
15843600,289.15,303.15,289.15,303.15,900,900
15844500,289.15,303.15,289.15,303.15,900,900
15845400,289.15,303.15,289.15,303.15,900,900
15846300,289.15,303.15,289.15,303.15,900,900
15847200,289.15,303.15,289.15,303.15,900,900
15848100,289.15,303.15,289.15,303.15,900,900
15849000,289.15,303.15,289.15,303.15,900,900
15849900,289.15,303.15,289.15,303.15,900,900
15850800,289.15,303.15,289.15,303.15,900,900
15851700,289.15,303.15,289.15,303.15,900,900
15852600,289.15,303.15,289.15,303.15,900,900
15853500,289.15,303.15,289.15,303.15,900,900
15854400,289.15,303.15,289.15,303.15,900,900
15855300,289.15,303.15,289.15,303.15,900,900
15856200,289.15,303.15,289.15,303.15,900,900
15857100,289.15,303.15,289.15,303.15,900,900
15858000,289.15,303.15,289.15,303.15,900,900
15858900,289.15,303.15,289.15,303.15,900,900
15859800,289.15,303.15,289.15,303.15,900,900
15860700,289.15,303.15,289.15,303.15,900,900
15861600,289.15,303.15,289.15,303.15,900,900
15862500,289.15,303.15,289.15,303.15,900,900
15863400,289.15,303.15,289.15,303.15,900,900
15864300,289.15,303.15,289.15,303.15,900,900
15865200,289.15,303.15,289.15,303.15,900,900
15866100,289.15,303.15,289.15,303.15,900,900
15867000,289.15,303.15,289.15,303.15,900,900
15867900,289.15,303.15,289.15,303.15,900,900
15868800,289.15,303.15,289.15,303.15,900,900
15869700,289.15,303.15,289.15,303.15,900,900
15870600,289.15,303.15,289.15,303.15,900,900
15871500,289.15,303.15,289.15,303.15,900,900
15872400,289.15,303.15,289.15,303.15,900,900
15873300,289.15,303.15,289.15,303.15,900,900
15874200,289.15,303.15,289.15,303.15,900,900
15875100,289.15,303.15,289.15,303.15,900,900
15876000,289.15,303.15,289.15,303.15,900,900
15876900,289.15,303.15,289.15,303.15,900,900
15877800,289.15,303.15,289.15,303.15,900,900
15878700,289.15,303.15,289.15,303.15,900,900
15879600,289.15,303.15,289.15,303.15,900,900
15880500,289.15,303.15,289.15,303.15,900,900
15881400,289.15,303.15,289.15,303.15,900,900
15882300,289.15,303.15,289.15,303.15,900,900
15883200,289.15,303.15,289.15,303.15,900,900
15884100,289.15,303.15,289.15,303.15,900,900
15885000,289.15,303.15,289.15,303.15,900,900
15885900,289.15,303.15,289.15,303.15,900,900
15886800,289.15,303.15,289.15,303.15,900,900
15887700,289.15,303.15,289.15,303.15,900,900
15888600,289.15,303.15,289.15,303.15,900,900
15889500,289.15,303.15,289.15,303.15,900,900
15890400,289.15,303.15,289.15,303.15,900,900
15891300,289.15,303.15,289.15,303.15,900,900
15892200,289.15,303.15,289.15,303.15,900,900
15893100,289.15,303.15,289.15,303.15,900,900
15894000,289.15,303.15,289.15,303.15,900,900
15894900,289.15,303.15,289.15,303.15,900,900
15895800,289.15,303.15,289.15,303.15,900,900
15896700,289.15,303.15,289.15,303.15,900,900
15897600,289.15,303.15,289.15,303.15,900,900
15898500,289.15,303.15,289.15,303.15,900,900
15899400,289.15,303.15,289.15,303.15,900,900
15900300,289.15,303.15,289.15,303.15,900,900
15901200,289.15,303.15,289.15,303.15,900,900
15902100,289.15,303.15,289.15,303.15,900,900
15903000,289.15,303.15,289.15,303.15,900,900
15903900,289.15,303.15,289.15,303.15,900,900
15904800,289.15,303.15,289.15,303.15,900,900
15905700,289.15,303.15,289.15,303.15,900,900
15906600,289.15,303.15,289.15,303.15,900,900
15907500,289.15,303.15,289.15,303.15,900,900
15908400,289.15,303.15,289.15,303.15,900,900
15909300,289.15,303.15,289.15,303.15,900,900
15910200,289.15,303.15,289.15,303.15,900,900
15911100,289.15,303.15,289.15,303.15,900,900
15912000,289.15,303.15,289.15,303.15,900,900
15912900,289.15,303.15,289.15,303.15,900,900
15913800,289.15,303.15,289.15,303.15,900,900
15914700,289.15,303.15,289.15,303.15,900,900
15915600,289.15,303.15,289.15,303.15,900,900
15916500,289.15,303.15,289.15,303.15,900,900
15917400,289.15,303.15,289.15,303.15,900,900
15918300,289.15,303.15,289.15,303.15,900,900
15919200,289.15,303.15,289.15,303.15,900,900
15920100,289.15,303.15,289.15,303.15,900,900
15921000,289.15,303.15,289.15,303.15,900,900
15921900,289.15,303.15,289.15,303.15,900,900
15922800,289.15,303.15,289.15,303.15,900,900
15923700,289.15,303.15,289.15,303.15,900,900
15924600,289.15,303.15,289.15,303.15,900,900
15925500,289.15,303.15,289.15,303.15,900,900
15926400,289.15,303.15,289.15,303.15,900,900
15927300,289.15,303.15,289.15,303.15,900,900
15928200,289.15,303.15,289.15,303.15,900,900
15929100,289.15,303.15,289.15,303.15,900,900
15930000,289.15,303.15,289.15,303.15,900,900
15930900,289.15,303.15,289.15,303.15,900,900
15931800,289.15,303.15,289.15,303.15,900,900
15932700,289.15,303.15,289.15,303.15,900,900
15933600,289.15,303.15,289.15,303.15,900,900
15934500,289.15,303.15,289.15,303.15,900,900
15935400,289.15,303.15,289.15,303.15,900,900
15936300,289.15,303.15,289.15,303.15,900,900
15937200,289.15,303.15,289.15,303.15,900,900
15938100,289.15,303.15,289.15,303.15,900,900
15939000,289.15,303.15,289.15,303.15,900,900
15939900,289.15,303.15,289.15,303.15,900,900
15940800,289.15,303.15,289.15,303.15,900,900
15941700,289.15,303.15,289.15,303.15,900,900
15942600,289.15,303.15,289.15,303.15,900,900
15943500,289.15,303.15,289.15,303.15,900,900
15944400,289.15,303.15,289.15,303.15,900,900
15945300,289.15,303.15,289.15,303.15,900,900
15946200,289.15,303.15,289.15,303.15,900,900
15947100,289.15,303.15,289.15,303.15,900,900
15948000,289.15,303.15,289.15,303.15,900,900
15948900,289.15,303.15,289.15,303.15,900,900
15949800,289.15,303.15,289.15,303.15,900,900
15950700,289.15,303.15,289.15,303.15,900,900
15951600,289.15,303.15,289.15,303.15,900,900
15952500,289.15,303.15,289.15,303.15,900,900
15953400,289.15,303.15,289.15,303.15,900,900
15954300,289.15,303.15,289.15,303.15,900,900
15955200,289.15,303.15,289.15,303.15,900,900
15956100,289.15,303.15,289.15,303.15,900,900
15957000,289.15,303.15,289.15,303.15,900,900
15957900,289.15,303.15,289.15,303.15,900,900
15958800,289.15,303.15,289.15,303.15,900,900
15959700,289.15,303.15,289.15,303.15,900,900
15960600,289.15,303.15,289.15,303.15,900,900
15961500,289.15,303.15,289.15,303.15,900,900
15962400,289.15,303.15,289.15,303.15,900,900
15963300,289.15,303.15,289.15,303.15,900,900
15964200,289.15,303.15,289.15,303.15,900,900
15965100,289.15,303.15,289.15,303.15,900,900
15966000,289.15,303.15,289.15,303.15,900,900
15966900,289.15,303.15,289.15,303.15,900,900
15967800,289.15,303.15,289.15,303.15,900,900
15968700,289.15,303.15,289.15,303.15,900,900
15969600,289.15,303.15,289.15,303.15,900,900
15970500,289.15,303.15,289.15,303.15,900,900
15971400,289.15,303.15,289.15,303.15,900,900
15972300,289.15,303.15,289.15,303.15,900,900
15973200,289.15,303.15,289.15,303.15,900,900
15974100,289.15,303.15,289.15,303.15,900,900
15975000,289.15,303.15,289.15,303.15,900,900
15975900,289.15,303.15,289.15,303.15,900,900
15976800,289.15,303.15,289.15,303.15,900,900
15977700,289.15,303.15,289.15,303.15,900,900
15978600,289.15,303.15,289.15,303.15,900,900
15979500,289.15,303.15,289.15,303.15,900,900
15980400,289.15,303.15,289.15,303.15,900,900
15981300,289.15,303.15,289.15,303.15,900,900
15982200,289.15,303.15,289.15,303.15,900,900
15983100,289.15,303.15,289.15,303.15,900,900
15984000,289.15,303.15,289.15,303.15,900,900
15984900,289.15,303.15,289.15,303.15,900,900
15985800,289.15,303.15,289.15,303.15,900,900
15986700,289.15,303.15,289.15,303.15,900,900
15987600,289.15,303.15,289.15,303.15,900,900
15988500,289.15,303.15,289.15,303.15,900,900
15989400,289.15,303.15,289.15,303.15,900,900
15990300,289.15,303.15,289.15,303.15,900,900
15991200,289.15,303.15,289.15,303.15,900,900
15992100,289.15,303.15,289.15,303.15,900,900
15993000,289.15,303.15,289.15,303.15,900,900
15993900,289.15,303.15,289.15,303.15,900,900
15994800,289.15,303.15,289.15,303.15,900,900
15995700,289.15,303.15,289.15,303.15,900,900
15996600,289.15,303.15,289.15,303.15,900,900
15997500,289.15,303.15,289.15,303.15,900,900
15998400,289.15,303.15,289.15,303.15,900,900
15999300,289.15,303.15,289.15,303.15,900,900
16000200,289.15,303.15,289.15,303.15,900,900
16001100,289.15,303.15,289.15,303.15,900,900
16002000,289.15,303.15,289.15,303.15,900,900
16002900,289.15,303.15,289.15,303.15,900,900
16003800,289.15,303.15,289.15,303.15,900,900
16004700,289.15,303.15,289.15,303.15,900,900
16005600,289.15,303.15,289.15,303.15,900,900
16006500,289.15,303.15,289.15,303.15,900,900
16007400,289.15,303.15,289.15,303.15,900,900
16008300,289.15,303.15,289.15,303.15,900,900
16009200,294.15,298.15,294.15,298.15,900,900
16010100,294.15,298.15,294.15,298.15,900,900
16011000,294.15,298.15,294.15,298.15,900,900
16011900,294.15,298.15,294.15,298.15,900,900
16012800,294.15,298.15,294.15,298.15,900,900
16013700,294.15,298.15,294.15,298.15,900,900
16014600,294.15,298.15,294.15,298.15,900,900
16015500,294.15,298.15,294.15,298.15,900,900
16016400,294.15,298.15,294.15,298.15,900,900
16017300,294.15,298.15,294.15,298.15,900,900
16018200,294.15,298.15,294.15,298.15,900,900
16019100,294.15,298.15,294.15,298.15,900,900
16020000,294.15,298.15,294.15,298.15,900,900
16020900,294.15,298.15,294.15,298.15,900,900
16021800,294.15,298.15,294.15,298.15,900,900
16022700,294.15,298.15,294.15,298.15,900,900
16023600,294.15,298.15,294.15,298.15,900,900
16024500,294.15,298.15,294.15,298.15,900,900
16025400,294.15,298.15,294.15,298.15,900,900
16026300,294.15,298.15,294.15,298.15,900,900
16027200,294.15,298.15,294.15,298.15,900,900
16028100,294.15,298.15,294.15,298.15,900,900
16029000,294.15,298.15,294.15,298.15,900,900
16029900,294.15,298.15,294.15,298.15,900,900
16030800,294.15,298.15,294.15,298.15,900,900
16031700,294.15,298.15,294.15,298.15,900,900
16032600,294.15,298.15,294.15,298.15,900,900
16033500,294.15,298.15,294.15,298.15,900,900
16034400,294.15,298.15,294.15,298.15,900,900
16035300,294.15,298.15,294.15,298.15,900,900
16036200,294.15,298.15,294.15,298.15,900,900
16037100,294.15,298.15,294.15,298.15,900,900
16038000,294.15,298.15,294.15,298.15,900,900
16038900,294.15,298.15,294.15,298.15,900,900
16039800,294.15,298.15,294.15,298.15,900,900
