# Optional header information,,,,,,
# time: time of setpoint [s],,,,,,
# LowerSetp: Heating zone temperature setpoint [K],,,,,,
# UpperSetp: Cooling zone temperature setpoint [K],,,,,,
# UpperCO2: Zone CO2 concentration upper limit [ppm],,,,,,
time,LowerSetp[South],UpperSetp[South],UpperCO2[South],LowerSetp[North],UpperSetp[North],UpperCO2[North]
15199200,293.15,296.15,894,294.15,297.15,994
15202800,293.15,296.15,894,294.15,297.15,994
15206400,293.15,296.15,894,294.15,297.15,994
15210000,293.15,296.15,894,294.15,297.15,994
15213600,293.15,296.15,894,294.15,297.15,994
15217200,293.15,296.15,894,294.15,297.15,994
15220800,293.15,296.15,894,294.15,297.15,994
15224400,293.15,296.15,894,294.15,297.15,994
15228000,293.15,296.15,894,294.15,297.15,994
15231600,293.15,296.15,894,294.15,297.15,994
15235200,293.15,296.15,894,294.15,297.15,994
15238800,293.15,296.15,894,294.15,297.15,994
15242400,293.15,296.15,894,294.15,297.15,994
15246000,293.15,296.15,894,294.15,297.15,994
15249600,293.15,296.15,894,294.15,297.15,994
15253200,293.15,296.15,894,294.15,297.15,994
15256800,293.15,296.15,894,294.15,297.15,994
15260400,293.15,296.15,894,294.15,297.15,994
15264000,293.15,296.15,894,294.15,297.15,994
15267600,293.15,296.15,894,294.15,297.15,994
15271200,293.15,296.15,894,294.15,297.15,994
15274800,293.15,296.15,894,294.15,297.15,994
15278400,293.15,296.15,894,294.15,297.15,994
15282000,293.15,296.15,894,294.15,297.15,994
15285600,293.15,296.15,894,294.15,297.15,994
15289200,293.15,296.15,894,294.15,297.15,994
15292800,293.15,296.15,894,294.15,297.15,994
15296400,293.15,296.15,894,294.15,297.15,994
15300000,293.15,296.15,894,294.15,297.15,994
15303600,293.15,296.15,894,294.15,297.15,994
15307200,293.15,296.15,894,294.15,297.15,994
15310800,293.15,296.15,894,294.15,297.15,994
15314400,293.15,296.15,894,294.15,297.15,994
15318000,293.15,296.15,894,294.15,297.15,994
15321600,293.15,296.15,894,294.15,297.15,994
15325200,293.15,296.15,894,294.15,297.15,994
15328800,293.15,296.15,894,294.15,297.15,994
15332400,293.15,296.15,894,294.15,297.15,994
15336000,293.15,296.15,894,294.15,297.15,994
15339600,293.15,296.15,894,294.15,297.15,994
15343200,293.15,296.15,894,294.15,297.15,994
15346800,293.15,296.15,894,294.15,297.15,994
15350400,293.15,296.15,894,294.15,297.15,994
15354000,293.15,296.15,894,294.15,297.15,994
15357600,293.15,296.15,894,294.15,297.15,994
15361200,293.15,296.15,894,294.15,297.15,994
15364800,293.15,296.15,894,294.15,297.15,994
15368400,293.15,296.15,894,294.15,297.15,994
15372000,293.15,296.15,894,294.15,297.15,994
15375600,293.15,296.15,894,294.15,297.15,994
15379200,293.15,296.15,894,294.15,297.15,994
15382800,293.15,296.15,894,294.15,297.15,994
15386400,293.15,296.15,894,294.15,297.15,994
15390000,293.15,296.15,894,294.15,297.15,994
15393600,293.15,296.15,894,294.15,297.15,994
15397200,293.15,296.15,894,294.15,297.15,994
15400800,293.15,296.15,894,294.15,297.15,994
15404400,293.15,296.15,894,294.15,297.15,994
15408000,293.15,296.15,894,294.15,297.15,994
15411600,293.15,296.15,894,294.15,297.15,994
15415200,293.15,296.15,894,294.15,297.15,994
15418800,293.15,296.15,894,294.15,297.15,994
15422400,293.15,296.15,894,294.15,297.15,994
15426000,293.15,296.15,894,294.15,297.15,994
15429600,293.15,296.15,894,294.15,297.15,994
15433200,293.15,296.15,894,294.15,297.15,994
15436800,293.15,296.15,894,294.15,297.15,994
15440400,293.15,296.15,894,294.15,297.15,994
15444000,293.15,296.15,894,294.15,297.15,994
15447600,293.15,296.15,894,294.15,297.15,994
15451200,293.15,296.15,894,294.15,297.15,994
15454800,293.15,296.15,894,294.15,297.15,994
15458400,293.15,296.15,894,294.15,297.15,994
15462000,293.15,296.15,894,294.15,297.15,994
15465600,293.15,296.15,894,294.15,297.15,994
15469200,293.15,296.15,894,294.15,297.15,994
15472800,293.15,296.15,894,294.15,297.15,994
15476400,293.15,296.15,894,294.15,297.15,994
15480000,293.15,296.15,894,294.15,297.15,994
15483600,293.15,296.15,894,294.15,297.15,994
15487200,293.15,296.15,894,294.15,297.15,994
15490800,293.15,296.15,894,294.15,297.15,994
15494400,293.15,296.15,894,294.15,297.15,994
15498000,293.15,296.15,894,294.15,297.15,994
15501600,293.15,296.15,894,294.15,297.15,994
15505200,293.15,296.15,894,294.15,297.15,994
15508800,293.15,296.15,894,294.15,297.15,994
15512400,293.15,296.15,894,294.15,297.15,994
15516000,293.15,296.15,894,294.15,297.15,994
15519600,293.15,296.15,894,294.15,297.15,994
15523200,293.15,296.15,894,294.15,297.15,994
15526800,293.15,296.15,894,294.15,297.15,994
15530400,293.15,296.15,894,294.15,297.15,994
15534000,293.15,296.15,894,294.15,297.15,994
15537600,293.15,296.15,894,294.15,297.15,994
15541200,293.15,296.15,894,294.15,297.15,994
15544800,293.15,296.15,894,294.15,297.15,994
15548400,293.15,296.15,894,294.15,297.15,994
15552000,293.15,296.15,894,294.15,297.15,994
15555600,293.15,296.15,894,294.15,297.15,994
15559200,293.15,296.15,894,294.15,297.15,994
15562800,293.15,296.15,894,294.15,297.15,994
15566400,293.15,296.15,894,294.15,297.15,994
15570000,293.15,296.15,894,294.15,297.15,994
15573600,293.15,296.15,894,294.15,297.15,994
15577200,293.15,296.15,894,294.15,297.15,994
15580800,293.15,296.15,894,294.15,297.15,994
15584400,293.15,296.15,894,294.15,297.15,994
15588000,293.15,296.15,894,294.15,297.15,994
15591600,293.15,296.15,894,294.15,297.15,994
15595200,293.15,296.15,894,294.15,297.15,994
15598800,293.15,296.15,894,294.15,297.15,994
15602400,293.15,296.15,894,294.15,297.15,994
15606000,293.15,296.15,894,294.15,297.15,994
15609600,293.15,296.15,894,294.15,297.15,994
15613200,293.15,296.15,894,294.15,297.15,994
15616800,293.15,296.15,894,294.15,297.15,994
15620400,293.15,296.15,894,294.15,297.15,994
15624000,293.15,296.15,894,294.15,297.15,994
15627600,293.15,296.15,894,294.15,297.15,994
15631200,293.15,296.15,894,294.15,297.15,994
15634800,293.15,296.15,894,294.15,297.15,994
15638400,293.15,296.15,894,294.15,297.15,994
15642000,293.15,296.15,894,294.15,297.15,994
15645600,293.15,296.15,894,294.15,297.15,994
15649200,293.15,296.15,894,294.15,297.15,994
15652800,293.15,296.15,894,294.15,297.15,994
15656400,293.15,296.15,894,294.15,297.15,994
15660000,293.15,296.15,894,294.15,297.15,994
15663600,293.15,296.15,894,294.15,297.15,994
15667200,293.15,296.15,894,294.15,297.15,994
15670800,293.15,296.15,894,294.15,297.15,994
15674400,293.15,296.15,894,294.15,297.15,994
15678000,293.15,296.15,894,294.15,297.15,994
15681600,293.15,296.15,894,294.15,297.15,994
15685200,293.15,296.15,894,294.15,297.15,994
15688800,293.15,296.15,894,294.15,297.15,994
15692400,293.15,296.15,894,294.15,297.15,994
15696000,293.15,296.15,894,294.15,297.15,994
15699600,293.15,296.15,894,294.15,297.15,994
15703200,293.15,296.15,894,294.15,297.15,994
15706800,293.15,296.15,894,294.15,297.15,994
15710400,293.15,296.15,894,294.15,297.15,994
15714000,293.15,296.15,894,294.15,297.15,994
15717600,293.15,296.15,894,294.15,297.15,994
15721200,293.15,296.15,894,294.15,297.15,994
15724800,293.15,296.15,894,294.15,297.15,994
15728400,293.15,296.15,894,294.15,297.15,994
15732000,293.15,296.15,894,294.15,297.15,994
15735600,293.15,296.15,894,294.15,297.15,994
15739200,293.15,296.15,894,294.15,297.15,994
15742800,293.15,296.15,894,294.15,297.15,994
15746400,293.15,296.15,894,294.15,297.15,994
15750000,293.15,296.15,894,294.15,297.15,994
15753600,293.15,296.15,894,294.15,297.15,994
15757200,293.15,296.15,894,294.15,297.15,994
15760800,293.15,296.15,894,294.15,297.15,994
15764400,293.15,296.15,894,294.15,297.15,994
15768000,293.15,296.15,894,294.15,297.15,994
15771600,293.15,296.15,894,294.15,297.15,994
15775200,293.15,296.15,894,294.15,297.15,994
15778800,293.15,296.15,894,294.15,297.15,994
15782400,293.15,296.15,894,294.15,297.15,994
15786000,293.15,296.15,894,294.15,297.15,994
15789600,293.15,296.15,894,294.15,297.15,994
15793200,293.15,296.15,894,294.15,297.15,994
15796800,293.15,296.15,894,294.15,297.15,994
15800400,293.15,296.15,894,294.15,297.15,994
15804000,293.15,296.15,894,294.15,297.15,994
15807600,293.15,296.15,894,294.15,297.15,994
15811200,293.15,296.15,894,294.15,297.15,994
15814800,293.15,296.15,894,294.15,297.15,994
15818400,293.15,296.15,894,294.15,297.15,994
15822000,293.15,296.15,894,294.15,297.15,994
15825600,293.15,296.15,894,294.15,297.15,994
15829200,293.15,296.15,894,294.15,297.15,994
15832800,293.15,296.15,894,294.15,297.15,994
15836400,293.15,296.15,894,294.15,297.15,994
15840000,293.15,296.15,894,294.15,297.15,994
15843600,293.15,296.15,894,294.15,297.15,994
15847200,293.15,296.15,894,294.15,297.15,994
15850800,293.15,296.15,894,294.15,297.15,994
15854400,293.15,296.15,894,294.15,297.15,994
15858000,293.15,296.15,894,294.15,297.15,994
15861600,293.15,296.15,894,294.15,297.15,994
15865200,293.15,296.15,894,294.15,297.15,994
15868800,293.15,296.15,894,294.15,297.15,994
15872400,293.15,296.15,894,294.15,297.15,994
15876000,293.15,296.15,894,294.15,297.15,994
15879600,293.15,296.15,894,294.15,297.15,994
15883200,293.15,296.15,894,294.15,297.15,994
15886800,293.15,296.15,894,294.15,297.15,994
15890400,293.15,296.15,894,294.15,297.15,994
15894000,293.15,296.15,894,294.15,297.15,994
15897600,293.15,296.15,894,294.15,297.15,994
15901200,293.15,296.15,894,294.15,297.15,994
15904800,293.15,296.15,894,294.15,297.15,994
15908400,293.15,296.15,894,294.15,297.15,994
15912000,293.15,296.15,894,294.15,297.15,994
15915600,293.15,296.15,894,294.15,297.15,994
15919200,293.15,296.15,894,294.15,297.15,994
15922800,293.15,296.15,894,294.15,297.15,994
15926400,293.15,296.15,894,294.15,297.15,994
15930000,293.15,296.15,894,294.15,297.15,994
15933600,293.15,296.15,894,294.15,297.15,994
15937200,293.15,296.15,894,294.15,297.15,994
15940800,293.15,296.15,894,294.15,297.15,994
15944400,293.15,296.15,894,294.15,297.15,994
15948000,293.15,296.15,894,294.15,297.15,994
15951600,293.15,296.15,894,294.15,297.15,994
15955200,293.15,296.15,894,294.15,297.15,994
15958800,293.15,296.15,894,294.15,297.15,994
15962400,293.15,296.15,894,294.15,297.15,994
15966000,293.15,296.15,894,294.15,297.15,994
15969600,293.15,296.15,894,294.15,297.15,994
15973200,293.15,296.15,894,294.15,297.15,994
15976800,293.15,296.15,894,294.15,297.15,994
15980400,293.15,296.15,894,294.15,297.15,994
15984000,293.15,296.15,894,294.15,297.15,994
15987600,293.15,296.15,894,294.15,297.15,994
15991200,293.15,296.15,894,294.15,297.15,994
15994800,293.15,296.15,894,294.15,297.15,994
15998400,293.15,296.15,894,294.15,297.15,994
16002000,293.15,296.15,894,294.15,297.15,994
16005600,293.15,296.15,894,294.15,297.15,994
16009200,293.15,296.15,894,294.15,297.15,994
16012800,293.15,296.15,894,294.15,297.15,994
16016400,293.15,296.15,894,294.15,297.15,994
16020000,293.15,296.15,894,294.15,297.15,994
16023600,293.15,296.15,894,294.15,297.15,994
16027200,293.15,296.15,894,294.15,297.15,994
16030800,293.15,296.15,894,294.15,297.15,994
16034400,293.15,296.15,894,294.15,297.15,994
16038000,293.15,296.15,894,294.15,297.15,994
16041600,293.15,296.15,894,294.15,297.15,994
16045200,293.15,296.15,894,294.15,297.15,994
16048800,293.15,296.15,894,294.15,297.15,994
16052400,293.15,296.15,894,294.15,297.15,994
16056000,293.15,296.15,894,294.15,297.15,994
16059600,293.15,296.15,894,294.15,297.15,994
16063200,293.15,296.15,894,294.15,297.15,994
16066800,293.15,296.15,894,294.15,297.15,994
16070400,293.15,296.15,894,294.15,297.15,994
16074000,293.15,296.15,894,294.15,297.15,994
16077600,293.15,296.15,894,294.15,297.15,994
16081200,293.15,296.15,894,294.15,297.15,994
16084800,293.15,296.15,894,294.15,297.15,994
16088400,293.15,296.15,894,294.15,297.15,994
16092000,293.15,296.15,894,294.15,297.15,994
16095600,293.15,296.15,894,294.15,297.15,994
16099200,293.15,296.15,894,294.15,297.15,994
16102800,293.15,296.15,894,294.15,297.15,994
16106400,293.15,296.15,894,294.15,297.15,994
16110000,293.15,296.15,894,294.15,297.15,994
16113600,293.15,296.15,894,294.15,297.15,994
16117200,293.15,296.15,894,294.15,297.15,994
16120800,293.15,296.15,894,294.15,297.15,994
16124400,293.15,296.15,894,294.15,297.15,994
16128000,293.15,296.15,894,294.15,297.15,994
16131600,293.15,296.15,894,294.15,297.15,994
16135200,293.15,296.15,894,294.15,297.15,994
16138800,293.15,296.15,894,294.15,297.15,994
16142400,293.15,296.15,894,294.15,297.15,994
16146000,293.15,296.15,894,294.15,297.15,994
16149600,293.15,296.15,894,294.15,297.15,994
16153200,293.15,296.15,894,294.15,297.15,994
16156800,293.15,296.15,894,294.15,297.15,994
16160400,293.15,296.15,894,294.15,297.15,994
16164000,293.15,296.15,894,294.15,297.15,994
16167600,293.15,296.15,894,294.15,297.15,994
16171200,293.15,296.15,894,294.15,297.15,994
16174800,293.15,296.15,894,294.15,297.15,994
16178400,293.15,296.15,894,294.15,297.15,994
16182000,293.15,296.15,894,294.15,297.15,994
16185600,293.15,296.15,894,294.15,297.15,994
16189200,293.15,296.15,894,294.15,297.15,994
16192800,293.15,296.15,894,294.15,297.15,994
16196400,293.15,296.15,894,294.15,297.15,994
16200000,293.15,296.15,894,294.15,297.15,994
16203600,293.15,296.15,894,294.15,297.15,994
16207200,293.15,296.15,894,294.15,297.15,994
16210800,293.15,296.15,894,294.15,297.15,994
16214400,293.15,296.15,894,294.15,297.15,994
16218000,293.15,296.15,894,294.15,297.15,994
16221600,293.15,296.15,894,294.15,297.15,994
16225200,293.15,296.15,894,294.15,297.15,994
16228800,293.15,296.15,894,294.15,297.15,994
16232400,293.15,296.15,894,294.15,297.15,994
16236000,293.15,296.15,894,294.15,297.15,994
16239600,293.15,296.15,894,294.15,297.15,994
16243200,293.15,296.15,894,294.15,297.15,994
16246800,293.15,296.15,894,294.15,297.15,994
16250400,293.15,296.15,894,294.15,297.15,994
16254000,293.15,296.15,894,294.15,297.15,994
16257600,293.15,296.15,894,294.15,297.15,994
16261200,293.15,296.15,894,294.15,297.15,994
16264800,293.15,296.15,894,294.15,297.15,994
16268400,293.15,296.15,894,294.15,297.15,994
16272000,293.15,296.15,894,294.15,297.15,994
16275600,293.15,296.15,894,294.15,297.15,994
16279200,293.15,296.15,894,294.15,297.15,994
16282800,293.15,296.15,894,294.15,297.15,994
16286400,293.15,296.15,894,294.15,297.15,994
16290000,293.15,296.15,894,294.15,297.15,994
16293600,293.15,296.15,894,294.15,297.15,994
16297200,293.15,296.15,894,294.15,297.15,994
16300800,293.15,296.15,894,294.15,297.15,994
16304400,293.15,296.15,894,294.15,297.15,994
16308000,293.15,296.15,894,294.15,297.15,994
16311600,293.15,296.15,894,294.15,297.15,994
16315200,293.15,296.15,894,294.15,297.15,994
16318800,293.15,296.15,894,294.15,297.15,994
16322400,293.15,296.15,894,294.15,297.15,994
16326000,293.15,296.15,894,294.15,297.15,994
16329600,293.15,296.15,894,294.15,297.15,994
16333200,293.15,296.15,894,294.15,297.15,994
16336800,293.15,296.15,894,294.15,297.15,994
16340400,293.15,296.15,894,294.15,297.15,994
16344000,293.15,296.15,894,294.15,297.15,994
16347600,293.15,296.15,894,294.15,297.15,994
16351200,293.15,296.15,894,294.15,297.15,994
16354800,293.15,296.15,894,294.15,297.15,994
16358400,293.15,296.15,894,294.15,297.15,994
16362000,293.15,296.15,894,294.15,297.15,994
16365600,293.15,296.15,894,294.15,297.15,994
16369200,293.15,296.15,894,294.15,297.15,994
16372800,293.15,296.15,894,294.15,297.15,994
16376400,293.15,296.15,894,294.15,297.15,994
16380000,293.15,296.15,894,294.15,297.15,994
16383600,293.15,296.15,894,294.15,297.15,994
16387200,293.15,296.15,894,294.15,297.15,994
16390800,293.15,296.15,894,294.15,297.15,994
16394400,293.15,296.15,894,294.15,297.15,994
16398000,293.15,296.15,894,294.15,297.15,994
16401600,293.15,296.15,894,294.15,297.15,994
16405200,293.15,296.15,894,294.15,297.15,994
16408800,293.15,296.15,894,294.15,297.15,994
16412400,293.15,296.15,894,294.15,297.15,994
16416000,293.15,296.15,894,294.15,297.15,994
16419600,293.15,296.15,894,294.15,297.15,994
16423200,293.15,296.15,894,294.15,297.15,994
16426800,293.15,296.15,894,294.15,297.15,994
16430400,293.15,296.15,894,294.15,297.15,994
16434000,293.15,296.15,894,294.15,297.15,994
16437600,293.15,296.15,894,294.15,297.15,994
16441200,293.15,296.15,894,294.15,297.15,994
16444800,293.15,296.15,894,294.15,297.15,994
16448400,293.15,296.15,894,294.15,297.15,994
16452000,293.15,296.15,894,294.15,297.15,994
16455600,293.15,296.15,894,294.15,297.15,994
16459200,293.15,296.15,894,294.15,297.15,994
16462800,293.15,296.15,894,294.15,297.15,994
16466400,293.15,296.15,894,294.15,297.15,994
16470000,293.15,296.15,894,294.15,297.15,994
16473600,293.15,296.15,894,294.15,297.15,994
16477200,293.15,296.15,894,294.15,297.15,994
16480800,293.15,296.15,894,294.15,297.15,994
16484400,293.15,296.15,894,294.15,297.15,994
16488000,293.15,296.15,894,294.15,297.15,994
16491600,293.15,296.15,894,294.15,297.15,994
16495200,293.15,296.15,894,294.15,297.15,994
16498800,293.15,296.15,894,294.15,297.15,994
16502400,293.15,296.15,894,294.15,297.15,994
16506000,293.15,296.15,894,294.15,297.15,994
16509600,293.15,296.15,894,294.15,297.15,994
16513200,293.15,296.15,894,294.15,297.15,994
16516800,293.15,296.15,894,294.15,297.15,994
16520400,293.15,296.15,894,294.15,297.15,994
16524000,293.15,296.15,894,294.15,297.15,994
16527600,293.15,296.15,894,294.15,297.15,994
16531200,293.15,296.15,894,294.15,297.15,994
16534800,293.15,296.15,894,294.15,297.15,994
16538400,293.15,296.15,894,294.15,297.15,994
16542000,293.15,296.15,894,294.15,297.15,994
16545600,293.15,296.15,894,294.15,297.15,994
16549200,293.15,296.15,894,294.15,297.15,994
16552800,293.15,296.15,894,294.15,297.15,994
16556400,293.15,296.15,894,294.15,297.15,994
16560000,293.15,296.15,894,294.15,297.15,994
16563600,293.15,296.15,894,294.15,297.15,994
16567200,293.15,296.15,894,294.15,297.15,994
16570800,293.15,296.15,894,294.15,297.15,994
16574400,293.15,296.15,894,294.15,297.15,994
16578000,293.15,296.15,894,294.15,297.15,994
16581600,293.15,296.15,894,294.15,297.15,994
16585200,293.15,296.15,894,294.15,297.15,994
16588800,293.15,296.15,894,294.15,297.15,994
16592400,293.15,296.15,894,294.15,297.15,994
16596000,293.15,296.15,894,294.15,297.15,994
16599600,293.15,296.15,894,294.15,297.15,994
16603200,293.15,296.15,894,294.15,297.15,994
16606800,293.15,296.15,894,294.15,297.15,994
16610400,293.15,296.15,894,294.15,297.15,994
16614000,293.15,296.15,894,294.15,297.15,994
16617600,293.15,296.15,894,294.15,297.15,994
16621200,293.15,296.15,894,294.15,297.15,994
16624800,293.15,296.15,894,294.15,297.15,994
16628400,293.15,296.15,894,294.15,297.15,994
16632000,293.15,296.15,894,294.15,297.15,994
16635600,293.15,296.15,894,294.15,297.15,994
16639200,293.15,296.15,894,294.15,297.15,994
16642800,293.15,296.15,894,294.15,297.15,994
16646400,293.15,296.15,894,294.15,297.15,994
16650000,293.15,296.15,894,294.15,297.15,994
16653600,293.15,296.15,894,294.15,297.15,994
16657200,293.15,296.15,894,294.15,297.15,994
16660800,293.15,296.15,894,294.15,297.15,994
16664400,293.15,296.15,894,294.15,297.15,994
16668000,293.15,296.15,894,294.15,297.15,994
16671600,293.15,296.15,894,294.15,297.15,994
16675200,293.15,296.15,894,294.15,297.15,994
16678800,293.15,296.15,894,294.15,297.15,994
16682400,293.15,296.15,894,294.15,297.15,994
16686000,293.15,296.15,894,294.15,297.15,994
16689600,293.15,296.15,894,294.15,297.15,994
16693200,293.15,296.15,894,294.15,297.15,994
16696800,293.15,296.15,894,294.15,297.15,994
16700400,293.15,296.15,894,294.15,297.15,994
16704000,293.15,296.15,894,294.15,297.15,994
16707600,293.15,296.15,894,294.15,297.15,994
16711200,293.15,296.15,894,294.15,297.15,994
16714800,293.15,296.15,894,294.15,297.15,994
16718400,293.15,296.15,894,294.15,297.15,994
16722000,293.15,296.15,894,294.15,297.15,994
16725600,293.15,296.15,894,294.15,297.15,994
16729200,293.15,296.15,894,294.15,297.15,994
16732800,293.15,296.15,894,294.15,297.15,994
16736400,293.15,296.15,894,294.15,297.15,994
16740000,293.15,296.15,894,294.15,297.15,994
16743600,293.15,296.15,894,294.15,297.15,994
16747200,293.15,296.15,894,294.15,297.15,994
16750800,293.15,296.15,894,294.15,297.15,994
16754400,293.15,296.15,894,294.15,297.15,994
16758000,293.15,296.15,894,294.15,297.15,994
16761600,293.15,296.15,894,294.15,297.15,994
16765200,293.15,296.15,894,294.15,297.15,994
16768800,293.15,296.15,894,294.15,297.15,994
16772400,293.15,296.15,894,294.15,297.15,994
16776000,293.15,296.15,894,294.15,297.15,994
16779600,293.15,296.15,894,294.15,297.15,994
16783200,293.15,296.15,894,294.15,297.15,994
16786800,293.15,296.15,894,294.15,297.15,994
16790400,293.15,296.15,894,294.15,297.15,994
16794000,293.15,296.15,894,294.15,297.15,994
16797600,293.15,296.15,894,294.15,297.15,994
16801200,293.15,296.15,894,294.15,297.15,994
16804800,293.15,296.15,894,294.15,297.15,994
16808400,293.15,296.15,894,294.15,297.15,994
16812000,293.15,296.15,894,294.15,297.15,994
16815600,293.15,296.15,894,294.15,297.15,994
16819200,293.15,296.15,894,294.15,297.15,994
16822800,293.15,296.15,894,294.15,297.15,994
16826400,293.15,296.15,894,294.15,297.15,994
16830000,293.15,296.15,894,294.15,297.15,994
16833600,293.15,296.15,894,294.15,297.15,994
16837200,293.15,296.15,894,294.15,297.15,994
16840800,293.15,296.15,894,294.15,297.15,994
16844400,293.15,296.15,894,294.15,297.15,994
16848000,293.15,296.15,894,294.15,297.15,994
16851600,293.15,296.15,894,294.15,297.15,994
16855200,293.15,296.15,894,294.15,297.15,994
16858800,293.15,296.15,894,294.15,297.15,994
16862400,293.15,296.15,894,294.15,297.15,994
16866000,293.15,296.15,894,294.15,297.15,994
16869600,293.15,296.15,894,294.15,297.15,994
16873200,293.15,296.15,894,294.15,297.15,994
16876800,293.15,296.15,894,294.15,297.15,994
16880400,293.15,296.15,894,294.15,297.15,994
16884000,293.15,296.15,894,294.15,297.15,994
16887600,293.15,296.15,894,294.15,297.15,994
16891200,293.15,296.15,894,294.15,297.15,994
16894800,293.15,296.15,894,294.15,297.15,994
16898400,293.15,296.15,894,294.15,297.15,994
16902000,293.15,296.15,894,294.15,297.15,994
16905600,293.15,296.15,894,294.15,297.15,994
16909200,293.15,296.15,894,294.15,297.15,994
16912800,293.15,296.15,894,294.15,297.15,994
16916400,293.15,296.15,894,294.15,297.15,994
16920000,293.15,296.15,894,294.15,297.15,994
16923600,293.15,296.15,894,294.15,297.15,994
16927200,293.15,296.15,894,294.15,297.15,994
16930800,293.15,296.15,894,294.15,297.15,994
16934400,293.15,296.15,894,294.15,297.15,994
16938000,293.15,296.15,894,294.15,297.15,994
16941600,293.15,296.15,894,294.15,297.15,994
16945200,293.15,296.15,894,294.15,297.15,994
16948800,293.15,296.15,894,294.15,297.15,994
16952400,293.15,296.15,894,294.15,297.15,994
16956000,293.15,296.15,894,294.15,297.15,994
16959600,293.15,296.15,894,294.15,297.15,994
16963200,293.15,296.15,894,294.15,297.15,994
16966800,293.15,296.15,894,294.15,297.15,994
16970400,293.15,296.15,894,294.15,297.15,994
16974000,293.15,296.15,894,294.15,297.15,994
16977600,293.15,296.15,894,294.15,297.15,994
16981200,293.15,296.15,894,294.15,297.15,994
16984800,293.15,296.15,894,294.15,297.15,994
16988400,293.15,296.15,894,294.15,297.15,994
16992000,293.15,296.15,894,294.15,297.15,994
16995600,293.15,296.15,894,294.15,297.15,994
16999200,293.15,296.15,894,294.15,297.15,994
17002800,293.15,296.15,894,294.15,297.15,994
17006400,293.15,296.15,894,294.15,297.15,994
17010000,293.15,296.15,894,294.15,297.15,994
17013600,293.15,296.15,894,294.15,297.15,994
17017200,293.15,296.15,894,294.15,297.15,994
17020800,293.15,296.15,894,294.15,297.15,994
17024400,293.15,296.15,894,294.15,297.15,994
17028000,293.15,296.15,894,294.15,297.15,994
17031600,293.15,296.15,894,294.15,297.15,994
17035200,293.15,296.15,894,294.15,297.15,994
17038800,293.15,296.15,894,294.15,297.15,994
17042400,293.15,296.15,894,294.15,297.15,994
17046000,293.15,296.15,894,294.15,297.15,994
17049600,293.15,296.15,894,294.15,297.15,994
17053200,293.15,296.15,894,294.15,297.15,994
17056800,293.15,296.15,894,294.15,297.15,994
17060400,293.15,296.15,894,294.15,297.15,994
17064000,293.15,296.15,894,294.15,297.15,994
17067600,293.15,296.15,894,294.15,297.15,994
17071200,293.15,296.15,894,294.15,297.15,994
17074800,293.15,296.15,894,294.15,297.15,994
17078400,293.15,296.15,894,294.15,297.15,994
17082000,293.15,296.15,894,294.15,297.15,994
17085600,293.15,296.15,894,294.15,297.15,994
17089200,293.15,296.15,894,294.15,297.15,994
17092800,293.15,296.15,894,294.15,297.15,994
17096400,293.15,296.15,894,294.15,297.15,994
17100000,293.15,296.15,894,294.15,297.15,994
17103600,293.15,296.15,894,294.15,297.15,994
17107200,293.15,296.15,894,294.15,297.15,994
17110800,293.15,296.15,894,294.15,297.15,994
17114400,293.15,296.15,894,294.15,297.15,994
17118000,293.15,296.15,894,294.15,297.15,994
17121600,293.15,296.15,894,294.15,297.15,994
17125200,293.15,296.15,894,294.15,297.15,994
17128800,293.15,296.15,894,294.15,297.15,994
17132400,293.15,296.15,894,294.15,297.15,994
17136000,293.15,296.15,894,294.15,297.15,994
17139600,293.15,296.15,894,294.15,297.15,994
17143200,293.15,296.15,894,294.15,297.15,994
17146800,293.15,296.15,894,294.15,297.15,994
17150400,293.15,296.15,894,294.15,297.15,994
17154000,293.15,296.15,894,294.15,297.15,994
17157600,293.15,296.15,894,294.15,297.15,994
17161200,293.15,296.15,894,294.15,297.15,994
17164800,293.15,296.15,894,294.15,297.15,994
17168400,293.15,296.15,894,294.15,297.15,994
17172000,293.15,296.15,894,294.15,297.15,994
17175600,293.15,296.15,894,294.15,297.15,994
17179200,293.15,296.15,894,294.15,297.15,994
17182800,293.15,296.15,894,294.15,297.15,994
17186400,293.15,296.15,894,294.15,297.15,994
17190000,293.15,296.15,894,294.15,297.15,994
17193600,293.15,296.15,894,294.15,297.15,994
17197200,293.15,296.15,894,294.15,297.15,994
17200800,293.15,296.15,894,294.15,297.15,994
17204400,293.15,296.15,894,294.15,297.15,994
17208000,293.15,296.15,894,294.15,297.15,994
17211600,293.15,296.15,894,294.15,297.15,994
17215200,293.15,296.15,894,294.15,297.15,994
17218800,293.15,296.15,894,294.15,297.15,994
17222400,293.15,296.15,894,294.15,297.15,994
17226000,293.15,296.15,894,294.15,297.15,994
17229600,293.15,296.15,894,294.15,297.15,994
17233200,293.15,296.15,894,294.15,297.15,994
17236800,293.15,296.15,894,294.15,297.15,994
17240400,293.15,296.15,894,294.15,297.15,994
17244000,293.15,296.15,894,294.15,297.15,994
17247600,293.15,296.15,894,294.15,297.15,994
17251200,293.15,296.15,894,294.15,297.15,994
17254800,293.15,296.15,894,294.15,297.15,994
17258400,293.15,296.15,894,294.15,297.15,994
17262000,293.15,296.15,894,294.15,297.15,994
17265600,293.15,296.15,894,294.15,297.15,994
