# Optional header information,,
# time: time of occupancy [s],,
# Occupancy: Number of occupants [ppl],,
time,Occupancy[Night],Occupancy[Day]
12636000,1,1
12639600,1,1
12643200,0,0
12646800,0,0
12650400,0,0
12654000,0,0
12657600,0,0
12661200,0,0
12664800,0,0
12668400,0,0
12672000,0,0
12675600,0,0
12679200,0,0
12682800,0,0
12686400,0,0
12690000,0,0
12693600,0,0
12697200,0,0
12700800,1,1
12704400,1,1
12708000,1,1
12711600,1,1
12715200,1,1
12718800,1,1
12722400,1,1
12726000,1,1
12729600,0,0
12733200,0,0
12736800,0,0
12740400,0,0
12744000,0,0
12747600,0,0
12751200,0,0
12754800,0,0
12758400,0,0
12762000,0,0
12765600,0,0
12769200,0,0
12772800,1,1
12776400,1,1
12780000,1,1
12783600,1,1
12787200,1,1
12790800,1,1
12794400,1,1
12798000,1,1
12801600,1,1
12805200,1,1
12808800,1,1
12812400,1,1
12816000,0,0
12819600,0,0
12823200,0,0
12826800,0,0
12830400,0,0
12834000,0,0
12837600,0,0
12841200,0,0
12844800,0,0
12848400,0,0
12852000,0,0
12855600,0,0
12859200,1,1
12862800,1,1
12866400,1,1
12870000,1,1
12873600,1,1
12877200,1,1
12880800,1,1
12884400,1,1
12888000,1,1
12891600,1,1
12895200,1,1
12898800,1,1
12902400,0,0
12906000,0,0
12909600,0,0
12913200,0,0
12916800,0,0
12920400,0,0
12924000,0,0
12927600,0,0
12931200,0,0
12934800,0,0
12938400,0,0
12942000,0,0
12945600,1,1
12949200,1,1
12952800,1,1
12956400,1,1
12960000,1,1
12963600,1,1
12967200,1,1
12970800,1,1
12974400,1,1
12978000,1,1
12981600,1,1
12985200,1,1
12988800,0,0
12992400,0,0
12996000,0,0
12999600,0,0
13003200,0,0
13006800,0,0
13010400,0,0
13014000,0,0
13017600,0,0
13021200,0,0
13024800,0,0
13028400,0,0
13032000,1,1
13035600,1,1
13039200,1,1
13042800,1,1
13046400,1,1
13050000,1,1
13053600,1,1
13057200,1,1
13060800,1,1
13064400,1,1
13068000,1,1
13071600,1,1
13075200,0,0
13078800,0,0
13082400,0,0
13086000,0,0
13089600,0,0
13093200,0,0
13096800,0,0
13100400,0,0
13104000,0,0
13107600,0,0
13111200,0,0
13114800,0,0
13118400,1,1
13122000,1,1
13125600,1,1
13129200,1,1
13132800,1,1
13136400,1,1
13140000,1,1
13143600,1,1
13147200,1,1
13150800,1,1
13154400,1,1
13158000,1,1
13161600,0,0
13165200,0,0
13168800,0,0
13172400,0,0
13176000,0,0
13179600,0,0
13183200,0,0
13186800,0,0
13190400,0,0
13194000,0,0
13197600,0,0
13201200,0,0
13204800,1,1
13208400,1,1
13212000,1,1
13215600,1,1
13219200,1,1
13222800,1,1
13226400,1,1
13230000,1,1
13233600,1,1
13237200,1,1
13240800,1,1
13244400,1,1
13248000,0,0
13251600,0,0
13255200,0,0
13258800,0,0
13262400,0,0
13266000,0,0
13269600,0,0
13273200,0,0
13276800,0,0
13280400,0,0
13284000,0,0
13287600,0,0
13291200,0,0
13294800,0,0
13298400,0,0
13302000,0,0
13305600,1,1
13309200,1,1
13312800,1,1
13316400,1,1
13320000,1,1
13323600,1,1
13327200,1,1
13330800,1,1
13334400,0,0
13338000,0,0
13341600,0,0
13345200,0,0
13348800,0,0
13352400,0,0
13356000,0,0
13359600,0,0
13363200,0,0
13366800,0,0
13370400,0,0
13374000,0,0
13377600,1,1
13381200,1,1
13384800,1,1
13388400,1,1
13392000,1,1
13395600,1,1
13399200,1,1
13402800,1,1
13406400,1,1
13410000,1,1
13413600,1,1
13417200,1,1
13420800,0,0
13424400,0,0
13428000,0,0
13431600,0,0
13435200,0,0
13438800,0,0
13442400,0,0
13446000,0,0
13449600,0,0
13453200,0,0
13456800,0,0
13460400,0,0
13464000,1,1
13467600,1,1
13471200,1,1
13474800,1,1
13478400,1,1
13482000,1,1
13485600,1,1
13489200,1,1
13492800,1,1
13496400,1,1
13500000,1,1
13503600,1,1
13507200,0,0
13510800,0,0
13514400,0,0
13518000,0,0
13521600,0,0
13525200,0,0
13528800,0,0
13532400,0,0
13536000,0,0
13539600,0,0
13543200,0,0
13546800,0,0
13550400,1,1
13554000,1,1
13557600,1,1
13561200,1,1
13564800,1,1
13568400,1,1
13572000,1,1
13575600,1,1
13579200,1,1
13582800,1,1
13586400,1,1
13590000,1,1
13593600,0,0
13597200,0,0
13600800,0,0
13604400,0,0
13608000,0,0
13611600,0,0
13615200,0,0
13618800,0,0
13622400,0,0
13626000,0,0
13629600,0,0
13633200,0,0
13636800,1,1
13640400,1,1
13644000,1,1
13647600,1,1
13651200,1,1
13654800,1,1
13658400,1,1
13662000,1,1
13665600,1,1
13669200,1,1
13672800,1,1
13676400,1,1
13680000,0,0
13683600,0,0
13687200,0,0
13690800,0,0
13694400,0,0
13698000,0,0
13701600,0,0
13705200,0,0
13708800,0,0
13712400,0,0
13716000,0,0
13719600,0,0
13723200,1,1
13726800,1,1
13730400,1,1
13734000,1,1
13737600,1,1
13741200,1,1
13744800,1,1
13748400,1,1
13752000,1,1
13755600,1,1
13759200,1,1
13762800,1,1
13766400,0,0
13770000,0,0
13773600,0,0
13777200,0,0
13780800,0,0
13784400,0,0
13788000,0,0
13791600,0,0
13795200,0,0
13798800,0,0
13802400,0,0
13806000,0,0
13809600,1,1
13813200,1,1
13816800,1,1
13820400,1,1
13824000,1,1
13827600,1,1
13831200,1,1
13834800,1,1
13838400,1,1
13842000,1,1
13845600,1,1
13849200,1,1
13852800,0,0
13856400,0,0
13860000,0,0
13863600,0,0
13867200,0,0
13870800,0,0
13874400,0,0
13878000,0,0
13881600,0,0
13885200,0,0
13888800,0,0
13892400,0,0
13896000,0,0
13899600,0,0
13903200,0,0
13906800,0,0
13910400,1,1
13914000,1,1
13917600,1,1
13921200,1,1
13924800,1,1
13928400,1,1
13932000,1,1
13935600,1,1
13939200,0,0
13942800,0,0
13946400,0,0
13950000,0,0
13953600,0,0
13957200,0,0
13960800,0,0
13964400,0,0
13968000,0,0
13971600,0,0
13975200,0,0
13978800,0,0
13982400,1,1
13986000,1,1
13989600,1,1
13993200,1,1
13996800,1,1
14000400,1,1
14004000,1,1
14007600,1,1
14011200,1,1
14014800,1,1
14018400,1,1
14022000,1,1
14025600,0,0
14029200,0,0
14032800,0,0
14036400,0,0
14040000,0,0
14043600,0,0
14047200,0,0
14050800,0,0
14054400,0,0
14058000,0,0
14061600,0,0
14065200,0,0
14068800,1,1
14072400,1,1
14076000,1,1
14079600,1,1
14083200,1,1
14086800,1,1
14090400,1,1
14094000,1,1
14097600,1,1
14101200,1,1
14104800,1,1
14108400,1,1
14112000,0,0
14115600,0,0
14119200,0,0
14122800,0,0
14126400,0,0
14130000,0,0
14133600,0,0
14137200,0,0
14140800,0,0
14144400,0,0
14148000,0,0
14151600,0,0
14155200,1,1
14158800,1,1
14162400,1,1
14166000,1,1
14169600,1,1
14173200,1,1
14176800,1,1
14180400,1,1
14184000,1,1
14187600,1,1
14191200,1,1
14194800,1,1
14198400,0,0
14202000,0,0
14205600,0,0
14209200,0,0
14212800,0,0
14216400,0,0
14220000,0,0
14223600,0,0
14227200,0,0
14230800,0,0
14234400,0,0
14238000,0,0
14241600,1,1
14245200,1,1
14248800,1,1
14252400,1,1
14256000,1,1
14259600,1,1
14263200,1,1
14266800,1,1
14270400,1,1
14274000,1,1
14277600,1,1
14281200,1,1
14284800,0,0
14288400,0,0
14292000,0,0
14295600,0,0
14299200,0,0
14302800,0,0
14306400,0,0
14310000,0,0
14313600,0,0
14317200,0,0
14320800,0,0
14324400,0,0
14328000,1,1
14331600,1,1
14335200,1,1
14338800,1,1
14342400,1,1
14346000,1,1
14349600,1,1
14353200,1,1
14356800,1,1
14360400,1,1
14364000,1,1
14367600,1,1
14371200,0,0
14374800,0,0
14378400,0,0
14382000,0,0
14385600,0,0
14389200,0,0
14392800,0,0
14396400,0,0
14400000,0,0
14403600,0,0
14407200,0,0
14410800,0,0
14414400,1,1
14418000,1,1
14421600,1,1
14425200,1,1
14428800,1,1
14432400,1,1
14436000,1,1
14439600,1,1
14443200,1,1
14446800,1,1
14450400,1,1
14454000,1,1
14457600,0,0
14461200,0,0
14464800,0,0
14468400,0,0
14472000,0,0
14475600,0,0
14479200,0,0
14482800,0,0
14486400,0,0
14490000,0,0
14493600,0,0
14497200,0,0
14500800,0,0
14504400,0,0
14508000,0,0
14511600,0,0
14515200,1,1
14518800,1,1
14522400,1,1
14526000,1,1
14529600,1,1
14533200,1,1
14536800,1,1
14540400,1,1
14544000,0,0
14547600,0,0
14551200,0,0
14554800,0,0
14558400,0,0
14562000,0,0
14565600,0,0
14569200,0,0
14572800,0,0
14576400,0,0
14580000,0,0
14583600,0,0
14587200,1,1
14590800,1,1
14594400,1,1
14598000,1,1
14601600,1,1
14605200,1,1
14608800,1,1
14612400,1,1
14616000,1,1
14619600,1,1
14623200,1,1
14626800,1,1
14630400,0,0
14634000,0,0
14637600,0,0
14641200,0,0
14644800,0,0
14648400,0,0
14652000,0,0
14655600,0,0
14659200,0,0
14662800,0,0
14666400,0,0
14670000,0,0
14673600,1,1
14677200,1,1
14680800,1,1
14684400,1,1
14688000,1,1
14691600,1,1
14695200,1,1
14698800,1,1
14702400,1,1
14706000,1,1
14709600,1,1
14713200,1,1
14716800,0,0
14720400,0,0
14724000,0,0
14727600,0,0
14731200,0,0
14734800,0,0
14738400,0,0
14742000,0,0
14745600,0,0
14749200,0,0
14752800,0,0
14756400,0,0
14760000,1,1
14763600,1,1
14767200,1,1
14770800,1,1
14774400,1,1
14778000,1,1
14781600,1,1
14785200,1,1
14788800,1,1
14792400,1,1
14796000,1,1
14799600,1,1
14803200,0,0
14806800,0,0
14810400,0,0
14814000,0,0
14817600,0,0
14821200,0,0
14824800,0,0
14828400,0,0
14832000,0,0
14835600,0,0
14839200,0,0
14842800,0,0
14846400,1,1
14850000,1,1
14853600,1,1
14857200,1,1
14860800,1,1
14864400,1,1
14868000,1,1
14871600,1,1
14875200,1,1
14878800,1,1
14882400,1,1
14886000,1,1
14889600,0,0
14893200,0,0
14896800,0,0
14900400,0,0
14904000,0,0
14907600,0,0
14911200,0,0
14914800,0,0
14918400,0,0
14922000,0,0
14925600,0,0
14929200,0,0
14932800,1,1
14936400,1,1
14940000,1,1
14943600,1,1
14947200,1,1
14950800,1,1
14954400,1,1
14958000,1,1
14961600,1,1
14965200,1,1
14968800,1,1
14972400,1,1
14976000,0,0
14979600,0,0
14983200,0,0
14986800,0,0
14990400,0,0
14994000,0,0
14997600,0,0
15001200,0,0
15004800,0,0
15008400,0,0
15012000,0,0
15015600,0,0
15019200,1,1
15022800,1,1
15026400,1,1
15030000,1,1
15033600,1,1
15037200,1,1
15040800,1,1
15044400,1,1
15048000,1,1
15051600,1,1
15055200,1,1
15058800,1,1
15062400,0,0
15066000,0,0
15069600,0,0
15073200,0,0
15076800,0,0
15080400,0,0
15084000,0,0
15087600,0,0
15091200,0,0
15094800,0,0
15098400,0,0
15102000,0,0
15105600,0,0
15109200,0,0
15112800,0,0
15116400,0,0
15120000,1,1
15123600,1,1
15127200,1,1
15130800,1,1
15134400,1,1
15138000,1,1
15141600,1,1
15145200,1,1
15148800,0,0
15152400,0,0
15156000,0,0
15159600,0,0
15163200,0,0
15166800,0,0
15170400,0,0
15174000,0,0
15177600,0,0
15181200,0,0
15184800,0,0
15188400,0,0
15192000,1,1
15195600,1,1
15199200,1,1
15202800,1,1
15206400,1,1
15210000,1,1
15213600,1,1
15217200,1,1
15220800,1,1
15224400,1,1
15228000,1,1
15231600,1,1
15235200,0,0
15238800,0,0
15242400,0,0
15246000,0,0
15249600,0,0
15253200,0,0
15256800,0,0
15260400,0,0
15264000,0,0
15267600,0,0
15271200,0,0
15274800,0,0
15278400,1,1
15282000,1,1
15285600,1,1
15289200,1,1
15292800,1,1
15296400,1,1
15300000,1,1
15303600,1,1
15307200,1,1
15310800,1,1
15314400,1,1
15318000,1,1
15321600,0,0
15325200,0,0
15328800,0,0
15332400,0,0
15336000,0,0
15339600,0,0
15343200,0,0
15346800,0,0
15350400,0,0
15354000,0,0
15357600,0,0
15361200,0,0
15364800,1,1
15368400,1,1
15372000,1,1
15375600,1,1
15379200,1,1
15382800,1,1
15386400,1,1
15390000,1,1
15393600,1,1
15397200,1,1
15400800,1,1
15404400,1,1
15408000,0,0
15411600,0,0
15415200,0,0
15418800,0,0
15422400,0,0
15426000,0,0
15429600,0,0
15433200,0,0
15436800,0,0
15440400,0,0
15444000,0,0
15447600,0,0
15451200,1,1
15454800,1,1
15458400,1,1
15462000,1,1
15465600,1,1
15469200,1,1
15472800,1,1
15476400,1,1
15480000,1,1
15483600,1,1
15487200,1,1
15490800,1,1
15494400,0,0
15498000,0,0
15501600,0,0
15505200,0,0
15508800,0,0
15512400,0,0
15516000,0,0
15519600,0,0
15523200,0,0
15526800,0,0
15530400,0,0
15534000,0,0
15537600,1,1
15541200,1,1
15544800,1,1
15548400,1,1
15552000,1,1
15555600,1,1
15559200,1,1
15562800,1,1
15566400,1,1
15570000,1,1
15573600,1,1
15577200,1,1
15580800,0,0
15584400,0,0
15588000,0,0
15591600,0,0
15595200,0,0
15598800,0,0
15602400,0,0
15606000,0,0
15609600,0,0
15613200,0,0
15616800,0,0
15620400,0,0
15624000,1,1
15627600,1,1
15631200,1,1
15634800,1,1
15638400,1,1
15642000,1,1
15645600,1,1
15649200,1,1
15652800,1,1
15656400,1,1
15660000,1,1
15663600,1,1
15667200,0,0
15670800,0,0
15674400,0,0
15678000,0,0
15681600,0,0
15685200,0,0
15688800,0,0
15692400,0,0
15696000,0,0
15699600,0,0
15703200,0,0
15706800,0,0
15710400,0,0
15714000,0,0
15717600,0,0
15721200,0,0
15724800,1,1
15728400,1,1
15732000,1,1
15735600,1,1
15739200,1,1
15742800,1,1
15746400,1,1
15750000,1,1
15753600,0,0
15757200,0,0
15760800,0,0
15764400,0,0
15768000,0,0
15771600,0,0
15775200,0,0
15778800,0,0
15782400,0,0
15786000,0,0
15789600,0,0
15793200,0,0
15796800,1,1
15800400,1,1
15804000,1,1
15807600,1,1
15811200,1,1
15814800,1,1
15818400,1,1
15822000,1,1
15825600,1,1
15829200,1,1
15832800,1,1
15836400,1,1
15840000,0,0
15843600,0,0
15847200,0,0
15850800,0,0
15854400,0,0
15858000,0,0
15861600,0,0
15865200,0,0
15868800,0,0
15872400,0,0
15876000,0,0
15879600,0,0
15883200,1,1
15886800,1,1
15890400,1,1
15894000,1,1
15897600,1,1
15901200,1,1
15904800,1,1
15908400,1,1
15912000,1,1
15915600,1,1
15919200,1,1
15922800,1,1
15926400,0,0
15930000,0,0
15933600,0,0
15937200,0,0
15940800,0,0
15944400,0,0
15948000,0,0
15951600,0,0
15955200,0,0
15958800,0,0
15962400,0,0
15966000,0,0
15969600,1,1
15973200,1,1
15976800,1,1
15980400,1,1
15984000,1,1
15987600,1,1
15991200,1,1
15994800,1,1
15998400,1,1
16002000,1,1
16005600,1,1
16009200,1,1
16012800,0,0
16016400,0,0
16020000,0,0
16023600,0,0
16027200,0,0
16030800,0,0
16034400,0,0
16038000,0,0
16041600,0,0
16045200,0,0
16048800,0,0
16052400,0,0
16056000,1,1
16059600,1,1
16063200,1,1
16066800,1,1
16070400,1,1
16074000,1,1
16077600,1,1
16081200,1,1
16084800,1,1
16088400,1,1
16092000,1,1
16095600,1,1
16099200,0,0
16102800,0,0
16106400,0,0
16110000,0,0
16113600,0,0
16117200,0,0
16120800,0,0
16124400,0,0
16128000,0,0
16131600,0,0
16135200,0,0
16138800,0,0
16142400,1,1
16146000,1,1
16149600,1,1
16153200,1,1
16156800,1,1
16160400,1,1
16164000,1,1
16167600,1,1
16171200,1,1
16174800,1,1
16178400,1,1
16182000,1,1
16185600,0,0
16189200,0,0
16192800,0,0
16196400,0,0
16200000,0,0
16203600,0,0
16207200,0,0
16210800,0,0
16214400,0,0
16218000,0,0
16221600,0,0
16225200,0,0
16228800,1,1
16232400,1,1
16236000,1,1
16239600,1,1
16243200,1,1
16246800,1,1
16250400,1,1
16254000,1,1
16257600,1,1
16261200,1,1
16264800,1,1
16268400,1,1
16272000,0,0
16275600,0,0
16279200,0,0
16282800,0,0
16286400,0,0
16290000,0,0
16293600,0,0
16297200,0,0
16300800,0,0
16304400,0,0
16308000,0,0
16311600,0,0
16315200,0,0
16318800,0,0
16322400,0,0
16326000,0,0
16329600,1,1
16333200,1,1
16336800,1,1
16340400,1,1
16344000,1,1
16347600,1,1
16351200,1,1
16354800,1,1
16358400,0,0
16362000,0,0
16365600,0,0
16369200,0,0
16372800,0,0
16376400,0,0
16380000,0,0
16383600,0,0
16387200,0,0
16390800,0,0
16394400,0,0
16398000,0,0
16401600,1,1
16405200,1,1
16408800,1,1
16412400,1,1
16416000,1,1
16419600,1,1
16423200,1,1
16426800,1,1
16430400,1,1
16434000,1,1
16437600,1,1
16441200,1,1
16444800,0,0
16448400,0,0
16452000,0,0
16455600,0,0
16459200,0,0
16462800,0,0
16466400,0,0
16470000,0,0
16473600,0,0
16477200,0,0
16480800,0,0
16484400,0,0
16488000,1,1
16491600,1,1
16495200,1,1
16498800,1,1
16502400,1,1
16506000,1,1
16509600,1,1
16513200,1,1
16516800,1,1
16520400,1,1
16524000,1,1
16527600,1,1
16531200,0,0
16534800,0,0
16538400,0,0
16542000,0,0
16545600,0,0
16549200,0,0
16552800,0,0
16556400,0,0
16560000,0,0
16563600,0,0
16567200,0,0
16570800,0,0
16574400,1,1
16578000,1,1
16581600,1,1
16585200,1,1
16588800,1,1
16592400,1,1
16596000,1,1
16599600,1,1
16603200,1,1
16606800,1,1
16610400,1,1
16614000,1,1
16617600,0,0
16621200,0,0
16624800,0,0
16628400,0,0
16632000,0,0
16635600,0,0
16639200,0,0
16642800,0,0
16646400,0,0
16650000,0,0
16653600,0,0
16657200,0,0
16660800,1,1
16664400,1,1
16668000,1,1
16671600,1,1
16675200,1,1
16678800,1,1
16682400,1,1
16686000,1,1
16689600,1,1
16693200,1,1
16696800,1,1
16700400,1,1
16704000,0,0
16707600,0,0
16711200,0,0
16714800,0,0
16718400,0,0
16722000,0,0
16725600,0,0
16729200,0,0
16732800,0,0
16736400,0,0
16740000,0,0
16743600,0,0
16747200,1,1
16750800,1,1
16754400,1,1
16758000,1,1
16761600,1,1
16765200,1,1
16768800,1,1
16772400,1,1
16776000,1,1
16779600,1,1
16783200,1,1
16786800,1,1
16790400,0,0
16794000,0,0
16797600,0,0
16801200,0,0
16804800,0,0
16808400,0,0
16812000,0,0
16815600,0,0
16819200,0,0
16822800,0,0
16826400,0,0
16830000,0,0
16833600,1,1
16837200,1,1
16840800,1,1
16844400,1,1
16848000,1,1
16851600,1,1
16855200,1,1
16858800,1,1
16862400,1,1
16866000,1,1
16869600,1,1
16873200,1,1
16876800,0,0
16880400,0,0
16884000,0,0
16887600,0,0
16891200,0,0
16894800,0,0
16898400,0,0
16902000,0,0
16905600,0,0
16909200,0,0
16912800,0,0
16916400,0,0
16920000,0,0
16923600,0,0
16927200,0,0
16930800,0,0
16934400,1,1
16938000,1,1
16941600,1,1
16945200,1,1
16948800,1,1
16952400,1,1
16956000,1,1
16959600,1,1
16963200,0,0
16966800,0,0
16970400,0,0
16974000,0,0
16977600,0,0
16981200,0,0
16984800,0,0
16988400,0,0
16992000,0,0
16995600,0,0
16999200,0,0
17002800,0,0
17006400,1,1
17010000,1,1
17013600,1,1
17017200,1,1
17020800,1,1
17024400,1,1
17028000,1,1
17031600,1,1
17035200,1,1
17038800,1,1
17042400,1,1
17046000,1,1
17049600,0,0
17053200,0,0
17056800,0,0
17060400,0,0
17064000,0,0
17067600,0,0
17071200,0,0
17074800,0,0
17078400,0,0
17082000,0,0
17085600,0,0
17089200,0,0
17092800,1,1
17096400,1,1
17100000,1,1
17103600,1,1
17107200,1,1
17110800,1,1
17114400,1,1
17118000,1,1
17121600,1,1
17125200,1,1
17128800,1,1
17132400,1,1
17136000,0,0
17139600,0,0
17143200,0,0
17146800,0,0
17150400,0,0
17154000,0,0
17157600,0,0
17161200,0,0
17164800,0,0
17168400,0,0
17172000,0,0
17175600,0,0
17179200,1,1
17182800,1,1
17186400,1,1
17190000,1,1
17193600,1,1
17197200,1,1
17200800,1,1
17204400,1,1
17208000,1,1
17211600,1,1
17215200,1,1
17218800,1,1
17222400,0,0
17226000,0,0
17229600,0,0
17233200,0,0
17236800,0,0
17240400,0,0
17244000,0,0
17247600,0,0
17251200,0,0
17254800,0,0
17258400,0,0
17262000,0,0
17265600,1,1
17269200,1,1
17272800,1,1
17276400,1,1
17280000,1,1
17283600,1,1
17287200,1,1
17290800,1,1
17294400,1,1
17298000,1,1
17301600,1,1
17305200,1,1
17308800,0,0
17312400,0,0
17316000,0,0
17319600,0,0
17323200,0,0
17326800,0,0
17330400,0,0
17334000,0,0
17337600,0,0
17341200,0,0
17344800,0,0
17348400,0,0
17352000,1,1
17355600,1,1
17359200,1,1
17362800,1,1
17366400,1,1
17370000,1,1
17373600,1,1
17377200,1,1
17380800,1,1
17384400,1,1
17388000,1,1
17391600,1,1
17395200,0,0
17398800,0,0
17402400,0,0
17406000,0,0
17409600,0,0
17413200,0,0
17416800,0,0
17420400,0,0
17424000,0,0
17427600,0,0
17431200,0,0
17434800,0,0
17438400,1,1
17442000,1,1
17445600,1,1
17449200,1,1
17452800,1,1
17456400,1,1
17460000,1,1
17463600,1,1
17467200,1,1
17470800,1,1
17474400,1,1
17478000,1,1
17481600,0,0
17485200,0,0
17488800,0,0
17492400,0,0
17496000,0,0
17499600,0,0
17503200,0,0
17506800,0,0
17510400,0,0
17514000,0,0
17517600,0,0
17521200,0,0
17524800,0,0
17528400,0,0
17532000,0,0
17535600,0,0
17539200,1,1
17542800,1,1
17546400,1,1
17550000,1,1
17553600,1,1
17557200,1,1
17560800,1,1
17564400,1,1
17568000,0,0
17571600,0,0
17575200,0,0
17578800,0,0
17582400,0,0
17586000,0,0
17589600,0,0
17593200,0,0
17596800,0,0
17600400,0,0
17604000,0,0
17607600,0,0
17611200,1,1
17614800,1,1
17618400,1,1
17622000,1,1
17625600,1,1
17629200,1,1
17632800,1,1
17636400,1,1
17640000,1,1
17643600,1,1
17647200,1,1
17650800,1,1
17654400,0,0
17658000,0,0
17661600,0,0
17665200,0,0
17668800,0,0
17672400,0,0
17676000,0,0
17679600,0,0
17683200,0,0
17686800,0,0
17690400,0,0
17694000,0,0
17697600,1,1
17701200,1,1
17704800,1,1
17708400,1,1
17712000,1,1
17715600,1,1
17719200,1,1
17722800,1,1
17726400,1,1
17730000,1,1
17733600,1,1
17737200,1,1
17740800,0,0
17744400,0,0
17748000,0,0
17751600,0,0
17755200,0,0
17758800,0,0
17762400,0,0
17766000,0,0
17769600,0,0
17773200,0,0
17776800,0,0
17780400,0,0
17784000,1,1
17787600,1,1
17791200,1,1
17794800,1,1
17798400,1,1
17802000,1,1
17805600,1,1
17809200,1,1
17812800,1,1
17816400,1,1
17820000,1,1
17823600,1,1
17827200,0,0
17830800,0,0
17834400,0,0
17838000,0,0
17841600,0,0
17845200,0,0
17848800,0,0
17852400,0,0
17856000,0,0
17859600,0,0
17863200,0,0
17866800,0,0
17870400,1,1
17874000,1,1
17877600,1,1
17881200,1,1
17884800,1,1
17888400,1,1
17892000,1,1
17895600,1,1
17899200,1,1
17902800,1,1
17906400,1,1
17910000,1,1
17913600,0,0
17917200,0,0
17920800,0,0
17924400,0,0
17928000,0,0
17931600,0,0
17935200,0,0
17938800,0,0
17942400,0,0
17946000,0,0
17949600,0,0
17953200,0,0
17956800,1,1
17960400,1,1
17964000,1,1
17967600,1,1
17971200,1,1
17974800,1,1
17978400,1,1
17982000,1,1
17985600,1,1
17989200,1,1
17992800,1,1
17996400,1,1
18000000,0,0
18003600,0,0
18007200,0,0
18010800,0,0
18014400,0,0
18018000,0,0
18021600,0,0
18025200,0,0
18028800,0,0
18032400,0,0
18036000,0,0
18039600,0,0
18043200,1,1
18046800,1,1
18050400,1,1
18054000,1,1
18057600,1,1
18061200,1,1
18064800,1,1
18068400,1,1
18072000,1,1
18075600,1,1
18079200,1,1
18082800,1,1
18086400,0,0
18090000,0,0
18093600,0,0
18097200,0,0
18100800,0,0
18104400,0,0
18108000,0,0
18111600,0,0
18115200,0,0
18118800,0,0
18122400,0,0
18126000,0,0
18129600,0,0
18133200,0,0
18136800,0,0
18140400,0,0
18144000,1,1
18147600,1,1
18151200,1,1
18154800,1,1
18158400,1,1
18162000,1,1
18165600,1,1
18169200,1,1
18172800,0,0
18176400,0,0
18180000,0,0
18183600,0,0
18187200,0,0
18190800,0,0
18194400,0,0
18198000,0,0
18201600,0,0
18205200,0,0
18208800,0,0
18212400,0,0
18216000,1,1
18219600,1,1
18223200,1,1
18226800,1,1
18230400,1,1
18234000,1,1
18237600,1,1
18241200,1,1
18244800,1,1
18248400,1,1
18252000,1,1
18255600,1,1
18259200,0,0
18262800,0,0
18266400,0,0
18270000,0,0
18273600,0,0
18277200,0,0
18280800,0,0
18284400,0,0
18288000,0,0
18291600,0,0
18295200,0,0
18298800,0,0
18302400,1,1
18306000,1,1
18309600,1,1
18313200,1,1
18316800,1,1
18320400,1,1
18324000,1,1
18327600,1,1
18331200,1,1
18334800,1,1
18338400,1,1
18342000,1,1
18345600,0,0
18349200,0,0
18352800,0,0
18356400,0,0
18360000,0,0
18363600,0,0
18367200,0,0
18370800,0,0
18374400,0,0
18378000,0,0
18381600,0,0
18385200,0,0
18388800,1,1
18392400,1,1
18396000,1,1
18399600,1,1
18403200,1,1
18406800,1,1
18410400,1,1
18414000,1,1
18417600,1,1
18421200,1,1
18424800,1,1
18428400,1,1
18432000,0,0
18435600,0,0
18439200,0,0
18442800,0,0
18446400,0,0
18450000,0,0
18453600,0,0
18457200,0,0
18460800,0,0
18464400,0,0
18468000,0,0
18471600,0,0
18475200,1,1
18478800,1,1
18482400,1,1
18486000,1,1
18489600,1,1
18493200,1,1
18496800,1,1
18500400,1,1
18504000,1,1
18507600,1,1
18511200,1,1
18514800,1,1
18518400,0,0
18522000,0,0
18525600,0,0
18529200,0,0
18532800,0,0
18536400,0,0
18540000,0,0
18543600,0,0
18547200,0,0
18550800,0,0
18554400,0,0
18558000,0,0
18561600,1,1
18565200,1,1
18568800,1,1
18572400,1,1
18576000,1,1
18579600,1,1
18583200,1,1
18586800,1,1
18590400,1,1
18594000,1,1
18597600,1,1
18601200,1,1
18604800,0,0
18608400,0,0
18612000,0,0
18615600,0,0
18619200,0,0
18622800,0,0
18626400,0,0
18630000,0,0
18633600,0,0
18637200,0,0
18640800,0,0
18644400,0,0
18648000,1,1
18651600,1,1
18655200,1,1
18658800,1,1
18662400,1,1
18666000,1,1
18669600,1,1
18673200,1,1
18676800,1,1
18680400,1,1
18684000,1,1
18687600,1,1
18691200,0,0
18694800,0,0
18698400,0,0
18702000,0,0
18705600,0,0
18709200,0,0
18712800,0,0
18716400,0,0
18720000,0,0
18723600,0,0
18727200,0,0
18730800,0,0
18734400,0,0
18738000,0,0
18741600,0,0
18745200,0,0
18748800,1,1
18752400,1,1
18756000,1,1
18759600,1,1
18763200,1,1
18766800,1,1
18770400,1,1
18774000,1,1
18777600,0,0
18781200,0,0
18784800,0,0
18788400,0,0
18792000,0,0
18795600,0,0
18799200,0,0
18802800,0,0
18806400,0,0
18810000,0,0
18813600,0,0
18817200,0,0
18820800,1,1
18824400,1,1
18828000,1,1
18831600,1,1
18835200,1,1
18838800,1,1
18842400,1,1
18846000,1,1
18849600,1,1
18853200,1,1
18856800,1,1
18860400,1,1
18864000,0,0
18867600,0,0
18871200,0,0
18874800,0,0
18878400,0,0
18882000,0,0
18885600,0,0
18889200,0,0
18892800,0,0
18896400,0,0
18900000,0,0
18903600,0,0
