time,UpperSetp[nZ],LowerSetp[nZ],UpperCO2[nZ],UpperSetp[sZ],LowerSetp[sZ],UpperCO2[sZ]
14678100,303.15,289.15,900,303.15,289.15,900
14679000,303.15,289.15,900,303.15,289.15,900
14679900,303.15,289.15,900,303.15,289.15,900
14680800,303.15,289.15,900,303.15,289.15,900
14681700,298.15,294.15,900,298.15,294.15,900
14682600,298.15,294.15,900,298.15,294.15,900
14683500,298.15,294.15,900,298.15,294.15,900
14684400,298.15,294.15,900,298.15,294.15,900
14685300,298.15,294.15,900,298.15,294.15,900
14686200,298.15,294.15,900,298.15,294.15,900
14687100,298.15,294.15,900,298.15,294.15,900
14688000,298.15,294.15,900,298.15,294.15,900
14688900,298.15,294.15,900,298.15,294.15,900
14689800,298.15,294.15,900,298.15,294.15,900
14690700,298.15,294.15,900,298.15,294.15,900
14691600,298.15,294.15,900,298.15,294.15,900
14692500,298.15,294.15,900,298.15,294.15,900
14693400,298.15,294.15,900,298.15,294.15,900
14694300,298.15,294.15,900,298.15,294.15,900
14695200,298.15,294.15,900,298.15,294.15,900
14696100,298.15,294.15,900,298.15,294.15,900
14697000,298.15,294.15,900,298.15,294.15,900
14697900,298.15,294.15,900,298.15,294.15,900
14698800,298.15,294.15,900,298.15,294.15,900
14699700,298.15,294.15,900,298.15,294.15,900
14700600,298.15,294.15,900,298.15,294.15,900
14701500,298.15,294.15,900,298.15,294.15,900
14702400,298.15,294.15,900,298.15,294.15,900
14703300,298.15,294.15,900,298.15,294.15,900
14704200,298.15,294.15,900,298.15,294.15,900
14705100,298.15,294.15,900,298.15,294.15,900
14706000,298.15,294.15,900,298.15,294.15,900
14706900,298.15,294.15,900,298.15,294.15,900
14707800,298.15,294.15,900,298.15,294.15,900
14708700,298.15,294.15,900,298.15,294.15,900
14709600,298.15,294.15,900,298.15,294.15,900
14710500,298.15,294.15,900,298.15,294.15,900
14711400,298.15,294.15,900,298.15,294.15,900
14712300,298.15,294.15,900,298.15,294.15,900
14713200,298.15,294.15,900,298.15,294.15,900
14714100,298.15,294.15,900,298.15,294.15,900
14715000,298.15,294.15,900,298.15,294.15,900
14715900,298.15,294.15,900,298.15,294.15,900
14716800,298.15,294.15,900,298.15,294.15,900
14717700,298.15,294.15,900,298.15,294.15,900
14718600,298.15,294.15,900,298.15,294.15,900
14719500,298.15,294.15,900,298.15,294.15,900
14720400,298.15,294.15,900,298.15,294.15,900
14721300,298.15,294.15,900,298.15,294.15,900
14722200,298.15,294.15,900,298.15,294.15,900
14723100,298.15,294.15,900,298.15,294.15,900
14724000,298.15,294.15,900,298.15,294.15,900
14724900,303.15,289.15,900,303.15,289.15,900
14725800,303.15,289.15,900,303.15,289.15,900
14726700,303.15,289.15,900,303.15,289.15,900
14727600,303.15,289.15,900,303.15,289.15,900
14728500,303.15,289.15,900,303.15,289.15,900
14729400,303.15,289.15,900,303.15,289.15,900
14730300,303.15,289.15,900,303.15,289.15,900
14731200,303.15,289.15,900,303.15,289.15,900
14732100,303.15,289.15,900,303.15,289.15,900
14733000,303.15,289.15,900,303.15,289.15,900
14733900,303.15,289.15,900,303.15,289.15,900
14734800,303.15,289.15,900,303.15,289.15,900
14735700,303.15,289.15,900,303.15,289.15,900
14736600,303.15,289.15,900,303.15,289.15,900
14737500,303.15,289.15,900,303.15,289.15,900
14738400,303.15,289.15,900,303.15,289.15,900
14739300,303.15,289.15,900,303.15,289.15,900
14740200,303.15,289.15,900,303.15,289.15,900
14741100,303.15,289.15,900,303.15,289.15,900
14742000,303.15,289.15,900,303.15,289.15,900
14742900,303.15,289.15,900,303.15,289.15,900
14743800,303.15,289.15,900,303.15,289.15,900
14744700,303.15,289.15,900,303.15,289.15,900
14745600,303.15,289.15,900,303.15,289.15,900
14746500,303.15,289.15,900,303.15,289.15,900
14747400,303.15,289.15,900,303.15,289.15,900
14748300,303.15,289.15,900,303.15,289.15,900
14749200,303.15,289.15,900,303.15,289.15,900
14750100,303.15,289.15,900,303.15,289.15,900
14751000,303.15,289.15,900,303.15,289.15,900
14751900,303.15,289.15,900,303.15,289.15,900
14752800,303.15,289.15,900,303.15,289.15,900
14753700,303.15,289.15,900,303.15,289.15,900
14754600,303.15,289.15,900,303.15,289.15,900
14755500,303.15,289.15,900,303.15,289.15,900
14756400,303.15,289.15,900,303.15,289.15,900
14757300,303.15,289.15,900,303.15,289.15,900
14758200,303.15,289.15,900,303.15,289.15,900
14759100,303.15,289.15,900,303.15,289.15,900
14760000,303.15,289.15,900,303.15,289.15,900
14760900,303.15,289.15,900,303.15,289.15,900
14761800,303.15,289.15,900,303.15,289.15,900
14762700,303.15,289.15,900,303.15,289.15,900
14763600,303.15,289.15,900,303.15,289.15,900
14764500,298.15,294.15,900,298.15,294.15,900
14765400,298.15,294.15,900,298.15,294.15,900
14766300,298.15,294.15,900,298.15,294.15,900
14767200,298.15,294.15,900,298.15,294.15,900
14768100,298.15,294.15,900,298.15,294.15,900
14769000,298.15,294.15,900,298.15,294.15,900
14769900,298.15,294.15,900,298.15,294.15,900
14770800,298.15,294.15,900,298.15,294.15,900
14771700,298.15,294.15,900,298.15,294.15,900
14772600,298.15,294.15,900,298.15,294.15,900
14773500,298.15,294.15,900,298.15,294.15,900
14774400,298.15,294.15,900,298.15,294.15,900
14775300,303.15,289.15,900,303.15,289.15,900
14776200,303.15,289.15,900,303.15,289.15,900
14777100,303.15,289.15,900,303.15,289.15,900
14778000,303.15,289.15,900,303.15,289.15,900
14778900,303.15,289.15,900,303.15,289.15,900
14779800,303.15,289.15,900,303.15,289.15,900
14780700,303.15,289.15,900,303.15,289.15,900
14781600,303.15,289.15,900,303.15,289.15,900
14782500,303.15,289.15,900,303.15,289.15,900
14783400,303.15,289.15,900,303.15,289.15,900
14784300,303.15,289.15,900,303.15,289.15,900
14785200,303.15,289.15,900,303.15,289.15,900
14786100,303.15,289.15,900,303.15,289.15,900
14787000,303.15,289.15,900,303.15,289.15,900
14787900,303.15,289.15,900,303.15,289.15,900
14788800,303.15,289.15,900,303.15,289.15,900
14789700,303.15,289.15,900,303.15,289.15,900
14790600,303.15,289.15,900,303.15,289.15,900
14791500,303.15,289.15,900,303.15,289.15,900
14792400,303.15,289.15,900,303.15,289.15,900
14793300,303.15,289.15,900,303.15,289.15,900
14794200,303.15,289.15,900,303.15,289.15,900
14795100,303.15,289.15,900,303.15,289.15,900
14796000,303.15,289.15,900,303.15,289.15,900
14796900,303.15,289.15,900,303.15,289.15,900
14797800,303.15,289.15,900,303.15,289.15,900
14798700,303.15,289.15,900,303.15,289.15,900
14799600,303.15,289.15,900,303.15,289.15,900
14800500,303.15,289.15,900,303.15,289.15,900
14801400,303.15,289.15,900,303.15,289.15,900
14802300,303.15,289.15,900,303.15,289.15,900
14803200,303.15,289.15,900,303.15,289.15,900
14804100,303.15,289.15,900,303.15,289.15,900
14805000,303.15,289.15,900,303.15,289.15,900
14805900,303.15,289.15,900,303.15,289.15,900
14806800,303.15,289.15,900,303.15,289.15,900
14807700,303.15,289.15,900,303.15,289.15,900
14808600,303.15,289.15,900,303.15,289.15,900
14809500,303.15,289.15,900,303.15,289.15,900
14810400,303.15,289.15,900,303.15,289.15,900
14811300,303.15,289.15,900,303.15,289.15,900
14812200,303.15,289.15,900,303.15,289.15,900
14813100,303.15,289.15,900,303.15,289.15,900
14814000,303.15,289.15,900,303.15,289.15,900
14814900,303.15,289.15,900,303.15,289.15,900
14815800,303.15,289.15,900,303.15,289.15,900
14816700,303.15,289.15,900,303.15,289.15,900
14817600,303.15,289.15,900,303.15,289.15,900
14818500,303.15,289.15,900,303.15,289.15,900
14819400,303.15,289.15,900,303.15,289.15,900
14820300,303.15,289.15,900,303.15,289.15,900
14821200,303.15,289.15,900,303.15,289.15,900
14822100,303.15,289.15,900,303.15,289.15,900
14823000,303.15,289.15,900,303.15,289.15,900
14823900,303.15,289.15,900,303.15,289.15,900
14824800,303.15,289.15,900,303.15,289.15,900
14825700,303.15,289.15,900,303.15,289.15,900
14826600,303.15,289.15,900,303.15,289.15,900
14827500,303.15,289.15,900,303.15,289.15,900
14828400,303.15,289.15,900,303.15,289.15,900
14829300,303.15,289.15,900,303.15,289.15,900
14830200,303.15,289.15,900,303.15,289.15,900
14831100,303.15,289.15,900,303.15,289.15,900
14832000,303.15,289.15,900,303.15,289.15,900
14832900,303.15,289.15,900,303.15,289.15,900
14833800,303.15,289.15,900,303.15,289.15,900
14834700,303.15,289.15,900,303.15,289.15,900
14835600,303.15,289.15,900,303.15,289.15,900
14836500,303.15,289.15,900,303.15,289.15,900
14837400,303.15,289.15,900,303.15,289.15,900
14838300,303.15,289.15,900,303.15,289.15,900
14839200,303.15,289.15,900,303.15,289.15,900
14840100,303.15,289.15,900,303.15,289.15,900
14841000,303.15,289.15,900,303.15,289.15,900
14841900,303.15,289.15,900,303.15,289.15,900
14842800,303.15,289.15,900,303.15,289.15,900
14843700,303.15,289.15,900,303.15,289.15,900
14844600,303.15,289.15,900,303.15,289.15,900
14845500,303.15,289.15,900,303.15,289.15,900
14846400,303.15,289.15,900,303.15,289.15,900
14847300,303.15,289.15,900,303.15,289.15,900
14848200,303.15,289.15,900,303.15,289.15,900
14849100,303.15,289.15,900,303.15,289.15,900
14850000,303.15,289.15,900,303.15,289.15,900
14850900,303.15,289.15,900,303.15,289.15,900
14851800,303.15,289.15,900,303.15,289.15,900
14852700,303.15,289.15,900,303.15,289.15,900
14853600,303.15,289.15,900,303.15,289.15,900
14854500,303.15,289.15,900,303.15,289.15,900
14855400,303.15,289.15,900,303.15,289.15,900
14856300,303.15,289.15,900,303.15,289.15,900
14857200,303.15,289.15,900,303.15,289.15,900
14858100,303.15,289.15,900,303.15,289.15,900
14859000,303.15,289.15,900,303.15,289.15,900
14859900,303.15,289.15,900,303.15,289.15,900
14860800,303.15,289.15,900,303.15,289.15,900
14861700,303.15,289.15,900,303.15,289.15,900
14862600,303.15,289.15,900,303.15,289.15,900
14863500,303.15,289.15,900,303.15,289.15,900
14864400,303.15,289.15,900,303.15,289.15,900
14865300,303.15,289.15,900,303.15,289.15,900
14866200,303.15,289.15,900,303.15,289.15,900
14867100,303.15,289.15,900,303.15,289.15,900
14868000,303.15,289.15,900,303.15,289.15,900
14868900,303.15,289.15,900,303.15,289.15,900
14869800,303.15,289.15,900,303.15,289.15,900
14870700,303.15,289.15,900,303.15,289.15,900
14871600,303.15,289.15,900,303.15,289.15,900
14872500,303.15,289.15,900,303.15,289.15,900
14873400,303.15,289.15,900,303.15,289.15,900
14874300,303.15,289.15,900,303.15,289.15,900
14875200,303.15,289.15,900,303.15,289.15,900
14876100,303.15,289.15,900,303.15,289.15,900
14877000,303.15,289.15,900,303.15,289.15,900
14877900,303.15,289.15,900,303.15,289.15,900
14878800,303.15,289.15,900,303.15,289.15,900
14879700,303.15,289.15,900,303.15,289.15,900
14880600,303.15,289.15,900,303.15,289.15,900
14881500,303.15,289.15,900,303.15,289.15,900
14882400,303.15,289.15,900,303.15,289.15,900
14883300,303.15,289.15,900,303.15,289.15,900
14884200,303.15,289.15,900,303.15,289.15,900
14885100,303.15,289.15,900,303.15,289.15,900
14886000,303.15,289.15,900,303.15,289.15,900
14886900,303.15,289.15,900,303.15,289.15,900
14887800,303.15,289.15,900,303.15,289.15,900
14888700,303.15,289.15,900,303.15,289.15,900
14889600,303.15,289.15,900,303.15,289.15,900
14890500,303.15,289.15,900,303.15,289.15,900
14891400,303.15,289.15,900,303.15,289.15,900
14892300,303.15,289.15,900,303.15,289.15,900
14893200,303.15,289.15,900,303.15,289.15,900
14894100,303.15,289.15,900,303.15,289.15,900
14895000,303.15,289.15,900,303.15,289.15,900
14895900,303.15,289.15,900,303.15,289.15,900
14896800,303.15,289.15,900,303.15,289.15,900
14897700,303.15,289.15,900,303.15,289.15,900
14898600,303.15,289.15,900,303.15,289.15,900
14899500,303.15,289.15,900,303.15,289.15,900
14900400,303.15,289.15,900,303.15,289.15,900
14901300,303.15,289.15,900,303.15,289.15,900
14902200,303.15,289.15,900,303.15,289.15,900
14903100,303.15,289.15,900,303.15,289.15,900
14904000,303.15,289.15,900,303.15,289.15,900
14904900,303.15,289.15,900,303.15,289.15,900
14905800,303.15,289.15,900,303.15,289.15,900
14906700,303.15,289.15,900,303.15,289.15,900
14907600,303.15,289.15,900,303.15,289.15,900
14908500,303.15,289.15,900,303.15,289.15,900
14909400,303.15,289.15,900,303.15,289.15,900
14910300,303.15,289.15,900,303.15,289.15,900
14911200,303.15,289.15,900,303.15,289.15,900
14912100,303.15,289.15,900,303.15,289.15,900
14913000,303.15,289.15,900,303.15,289.15,900
14913900,303.15,289.15,900,303.15,289.15,900
14914800,303.15,289.15,900,303.15,289.15,900
14915700,303.15,289.15,900,303.15,289.15,900
14916600,303.15,289.15,900,303.15,289.15,900
14917500,303.15,289.15,900,303.15,289.15,900
14918400,303.15,289.15,900,303.15,289.15,900
14919300,303.15,289.15,900,303.15,289.15,900
14920200,303.15,289.15,900,303.15,289.15,900
14921100,303.15,289.15,900,303.15,289.15,900
14922000,303.15,289.15,900,303.15,289.15,900
14922900,303.15,289.15,900,303.15,289.15,900
14923800,303.15,289.15,900,303.15,289.15,900
14924700,303.15,289.15,900,303.15,289.15,900
14925600,303.15,289.15,900,303.15,289.15,900
14926500,303.15,289.15,900,303.15,289.15,900
14927400,303.15,289.15,900,303.15,289.15,900
14928300,303.15,289.15,900,303.15,289.15,900
14929200,303.15,289.15,900,303.15,289.15,900
14930100,303.15,289.15,900,303.15,289.15,900
14931000,303.15,289.15,900,303.15,289.15,900
14931900,303.15,289.15,900,303.15,289.15,900
14932800,303.15,289.15,900,303.15,289.15,900
14933700,303.15,289.15,900,303.15,289.15,900
14934600,303.15,289.15,900,303.15,289.15,900
14935500,303.15,289.15,900,303.15,289.15,900
14936400,303.15,289.15,900,303.15,289.15,900
14937300,303.15,289.15,900,303.15,289.15,900
14938200,303.15,289.15,900,303.15,289.15,900
14939100,303.15,289.15,900,303.15,289.15,900
14940000,303.15,289.15,900,303.15,289.15,900
14940900,303.15,289.15,900,303.15,289.15,900
14941800,303.15,289.15,900,303.15,289.15,900
14942700,303.15,289.15,900,303.15,289.15,900
14943600,303.15,289.15,900,303.15,289.15,900
14944500,303.15,289.15,900,303.15,289.15,900
14945400,303.15,289.15,900,303.15,289.15,900
14946300,303.15,289.15,900,303.15,289.15,900
14947200,303.15,289.15,900,303.15,289.15,900
14948100,298.15,294.15,900,298.15,294.15,900
14949000,298.15,294.15,900,298.15,294.15,900
14949900,298.15,294.15,900,298.15,294.15,900
14950800,298.15,294.15,900,298.15,294.15,900
14951700,298.15,294.15,900,298.15,294.15,900
14952600,298.15,294.15,900,298.15,294.15,900
14953500,298.15,294.15,900,298.15,294.15,900
14954400,298.15,294.15,900,298.15,294.15,900
14955300,298.15,294.15,900,298.15,294.15,900
14956200,298.15,294.15,900,298.15,294.15,900
14957100,298.15,294.15,900,298.15,294.15,900
14958000,298.15,294.15,900,298.15,294.15,900
14958900,298.15,294.15,900,298.15,294.15,900
14959800,298.15,294.15,900,298.15,294.15,900
14960700,298.15,294.15,900,298.15,294.15,900
14961600,298.15,294.15,900,298.15,294.15,900
14962500,298.15,294.15,900,298.15,294.15,900
14963400,298.15,294.15,900,298.15,294.15,900
14964300,298.15,294.15,900,298.15,294.15,900
14965200,298.15,294.15,900,298.15,294.15,900
14966100,298.15,294.15,900,298.15,294.15,900
14967000,298.15,294.15,900,298.15,294.15,900
14967900,298.15,294.15,900,298.15,294.15,900
14968800,298.15,294.15,900,298.15,294.15,900
14969700,298.15,294.15,900,298.15,294.15,900
14970600,298.15,294.15,900,298.15,294.15,900
14971500,298.15,294.15,900,298.15,294.15,900
14972400,298.15,294.15,900,298.15,294.15,900
14973300,303.15,289.15,900,303.15,289.15,900
14974200,303.15,289.15,900,303.15,289.15,900
14975100,303.15,289.15,900,303.15,289.15,900
14976000,303.15,289.15,900,303.15,289.15,900
14976900,303.15,289.15,900,303.15,289.15,900
14977800,303.15,289.15,900,303.15,289.15,900
14978700,303.15,289.15,900,303.15,289.15,900
14979600,303.15,289.15,900,303.15,289.15,900
14980500,303.15,289.15,900,303.15,289.15,900
14981400,303.15,289.15,900,303.15,289.15,900
14982300,303.15,289.15,900,303.15,289.15,900
14983200,303.15,289.15,900,303.15,289.15,900
14984100,303.15,289.15,900,303.15,289.15,900
14985000,303.15,289.15,900,303.15,289.15,900
14985900,303.15,289.15,900,303.15,289.15,900
14986800,303.15,289.15,900,303.15,289.15,900
14987700,303.15,289.15,900,303.15,289.15,900
14988600,303.15,289.15,900,303.15,289.15,900
14989500,303.15,289.15,900,303.15,289.15,900
14990400,303.15,289.15,900,303.15,289.15,900
14991300,303.15,289.15,900,303.15,289.15,900
14992200,303.15,289.15,900,303.15,289.15,900
14993100,303.15,289.15,900,303.15,289.15,900
14994000,303.15,289.15,900,303.15,289.15,900
14994900,303.15,289.15,900,303.15,289.15,900
14995800,303.15,289.15,900,303.15,289.15,900
14996700,303.15,289.15,900,303.15,289.15,900
14997600,303.15,289.15,900,303.15,289.15,900
14998500,303.15,289.15,900,303.15,289.15,900
14999400,303.15,289.15,900,303.15,289.15,900
15000300,303.15,289.15,900,303.15,289.15,900
15001200,303.15,289.15,900,303.15,289.15,900
15002100,303.15,289.15,900,303.15,289.15,900
15003000,303.15,289.15,900,303.15,289.15,900
15003900,303.15,289.15,900,303.15,289.15,900
15004800,303.15,289.15,900,303.15,289.15,900
15005700,303.15,289.15,900,303.15,289.15,900
15006600,303.15,289.15,900,303.15,289.15,900
15007500,303.15,289.15,900,303.15,289.15,900
15008400,303.15,289.15,900,303.15,289.15,900
15009300,303.15,289.15,900,303.15,289.15,900
15010200,303.15,289.15,900,303.15,289.15,900
15011100,303.15,289.15,900,303.15,289.15,900
15012000,303.15,289.15,900,303.15,289.15,900
15012900,298.15,294.15,900,298.15,294.15,900
15013800,298.15,294.15,900,298.15,294.15,900
15014700,298.15,294.15,900,298.15,294.15,900
15015600,298.15,294.15,900,298.15,294.15,900
15016500,298.15,294.15,900,298.15,294.15,900
15017400,298.15,294.15,900,298.15,294.15,900
15018300,298.15,294.15,900,298.15,294.15,900
15019200,298.15,294.15,900,298.15,294.15,900
15020100,298.15,294.15,900,298.15,294.15,900
15021000,298.15,294.15,900,298.15,294.15,900
15021900,298.15,294.15,900,298.15,294.15,900
15022800,298.15,294.15,900,298.15,294.15,900
15023700,298.15,294.15,900,298.15,294.15,900
15024600,298.15,294.15,900,298.15,294.15,900
15025500,298.15,294.15,900,298.15,294.15,900
15026400,298.15,294.15,900,298.15,294.15,900
15027300,298.15,294.15,900,298.15,294.15,900
15028200,298.15,294.15,900,298.15,294.15,900
15029100,298.15,294.15,900,298.15,294.15,900
15030000,298.15,294.15,900,298.15,294.15,900
15030900,298.15,294.15,900,298.15,294.15,900
15031800,298.15,294.15,900,298.15,294.15,900
15032700,298.15,294.15,900,298.15,294.15,900
15033600,298.15,294.15,900,298.15,294.15,900
15034500,298.15,294.15,900,298.15,294.15,900
15035400,298.15,294.15,900,298.15,294.15,900
15036300,298.15,294.15,900,298.15,294.15,900
15037200,298.15,294.15,900,298.15,294.15,900
15038100,298.15,294.15,900,298.15,294.15,900
15039000,298.15,294.15,900,298.15,294.15,900
15039900,298.15,294.15,900,298.15,294.15,900
15040800,298.15,294.15,900,298.15,294.15,900
15041700,298.15,294.15,900,298.15,294.15,900
15042600,298.15,294.15,900,298.15,294.15,900
15043500,298.15,294.15,900,298.15,294.15,900
15044400,298.15,294.15,900,298.15,294.15,900
15045300,298.15,294.15,900,298.15,294.15,900
15046200,298.15,294.15,900,298.15,294.15,900
15047100,298.15,294.15,900,298.15,294.15,900
15048000,298.15,294.15,900,298.15,294.15,900
15048900,298.15,294.15,900,298.15,294.15,900
15049800,298.15,294.15,900,298.15,294.15,900
15050700,298.15,294.15,900,298.15,294.15,900
15051600,298.15,294.15,900,298.15,294.15,900
15052500,298.15,294.15,900,298.15,294.15,900
15053400,298.15,294.15,900,298.15,294.15,900
15054300,298.15,294.15,900,298.15,294.15,900
15055200,298.15,294.15,900,298.15,294.15,900
15056100,303.15,289.15,900,303.15,289.15,900
15057000,303.15,289.15,900,303.15,289.15,900
15057900,303.15,289.15,900,303.15,289.15,900
15058800,303.15,289.15,900,303.15,289.15,900
15059700,303.15,289.15,900,303.15,289.15,900
15060600,303.15,289.15,900,303.15,289.15,900
15061500,303.15,289.15,900,303.15,289.15,900
15062400,303.15,289.15,900,303.15,289.15,900
15063300,303.15,289.15,900,303.15,289.15,900
15064200,303.15,289.15,900,303.15,289.15,900
15065100,303.15,289.15,900,303.15,289.15,900
15066000,303.15,289.15,900,303.15,289.15,900
15066900,303.15,289.15,900,303.15,289.15,900
15067800,303.15,289.15,900,303.15,289.15,900
15068700,303.15,289.15,900,303.15,289.15,900
15069600,303.15,289.15,900,303.15,289.15,900
15070500,303.15,289.15,900,303.15,289.15,900
15071400,303.15,289.15,900,303.15,289.15,900
15072300,303.15,289.15,900,303.15,289.15,900
15073200,303.15,289.15,900,303.15,289.15,900
15074100,303.15,289.15,900,303.15,289.15,900
15075000,303.15,289.15,900,303.15,289.15,900
15075900,303.15,289.15,900,303.15,289.15,900
15076800,303.15,289.15,900,303.15,289.15,900
15077700,303.15,289.15,900,303.15,289.15,900
15078600,303.15,289.15,900,303.15,289.15,900
15079500,303.15,289.15,900,303.15,289.15,900
15080400,303.15,289.15,900,303.15,289.15,900
15081300,303.15,289.15,900,303.15,289.15,900
15082200,303.15,289.15,900,303.15,289.15,900
15083100,303.15,289.15,900,303.15,289.15,900
15084000,303.15,289.15,900,303.15,289.15,900
15084900,303.15,289.15,900,303.15,289.15,900
15085800,303.15,289.15,900,303.15,289.15,900
15086700,303.15,289.15,900,303.15,289.15,900
15087600,303.15,289.15,900,303.15,289.15,900
15088500,303.15,289.15,900,303.15,289.15,900
15089400,303.15,289.15,900,303.15,289.15,900
15090300,303.15,289.15,900,303.15,289.15,900
15091200,303.15,289.15,900,303.15,289.15,900
15092100,303.15,289.15,900,303.15,289.15,900
15093000,303.15,289.15,900,303.15,289.15,900
15093900,303.15,289.15,900,303.15,289.15,900
15094800,303.15,289.15,900,303.15,289.15,900
15095700,298.15,294.15,900,298.15,294.15,900
15096600,298.15,294.15,900,298.15,294.15,900
15097500,298.15,294.15,900,298.15,294.15,900
15098400,298.15,294.15,900,298.15,294.15,900
15099300,298.15,294.15,900,298.15,294.15,900
15100200,298.15,294.15,900,298.15,294.15,900
15101100,298.15,294.15,900,298.15,294.15,900
15102000,298.15,294.15,900,298.15,294.15,900
15102900,298.15,294.15,900,298.15,294.15,900
15103800,298.15,294.15,900,298.15,294.15,900
15104700,298.15,294.15,900,298.15,294.15,900
15105600,298.15,294.15,900,298.15,294.15,900
15106500,298.15,294.15,900,298.15,294.15,900
15107400,298.15,294.15,900,298.15,294.15,900
15108300,298.15,294.15,900,298.15,294.15,900
15109200,298.15,294.15,900,298.15,294.15,900
15110100,298.15,294.15,900,298.15,294.15,900
15111000,298.15,294.15,900,298.15,294.15,900
15111900,298.15,294.15,900,298.15,294.15,900
15112800,298.15,294.15,900,298.15,294.15,900
15113700,298.15,294.15,900,298.15,294.15,900
15114600,298.15,294.15,900,298.15,294.15,900
15115500,298.15,294.15,900,298.15,294.15,900
15116400,298.15,294.15,900,298.15,294.15,900
15117300,298.15,294.15,900,298.15,294.15,900
15118200,298.15,294.15,900,298.15,294.15,900
15119100,298.15,294.15,900,298.15,294.15,900
15120000,298.15,294.15,900,298.15,294.15,900
15120900,298.15,294.15,900,298.15,294.15,900
15121800,298.15,294.15,900,298.15,294.15,900
15122700,298.15,294.15,900,298.15,294.15,900
15123600,298.15,294.15,900,298.15,294.15,900
15124500,298.15,294.15,900,298.15,294.15,900
15125400,298.15,294.15,900,298.15,294.15,900
15126300,298.15,294.15,900,298.15,294.15,900
15127200,298.15,294.15,900,298.15,294.15,900
15128100,298.15,294.15,900,298.15,294.15,900
15129000,298.15,294.15,900,298.15,294.15,900
15129900,298.15,294.15,900,298.15,294.15,900
15130800,298.15,294.15,900,298.15,294.15,900
15131700,298.15,294.15,900,298.15,294.15,900
15132600,298.15,294.15,900,298.15,294.15,900
15133500,298.15,294.15,900,298.15,294.15,900
15134400,298.15,294.15,900,298.15,294.15,900
15135300,298.15,294.15,900,298.15,294.15,900
15136200,298.15,294.15,900,298.15,294.15,900
15137100,298.15,294.15,900,298.15,294.15,900
15138000,298.15,294.15,900,298.15,294.15,900
15138900,303.15,289.15,900,303.15,289.15,900
15139800,303.15,289.15,900,303.15,289.15,900
15140700,303.15,289.15,900,303.15,289.15,900
15141600,303.15,289.15,900,303.15,289.15,900
15142500,303.15,289.15,900,303.15,289.15,900
15143400,303.15,289.15,900,303.15,289.15,900
15144300,303.15,289.15,900,303.15,289.15,900
15145200,303.15,289.15,900,303.15,289.15,900
15146100,303.15,289.15,900,303.15,289.15,900
15147000,303.15,289.15,900,303.15,289.15,900
15147900,303.15,289.15,900,303.15,289.15,900
15148800,303.15,289.15,900,303.15,289.15,900
15149700,303.15,289.15,900,303.15,289.15,900
15150600,303.15,289.15,900,303.15,289.15,900
15151500,303.15,289.15,900,303.15,289.15,900
15152400,303.15,289.15,900,303.15,289.15,900
15153300,303.15,289.15,900,303.15,289.15,900
15154200,303.15,289.15,900,303.15,289.15,900
15155100,303.15,289.15,900,303.15,289.15,900
15156000,303.15,289.15,900,303.15,289.15,900
15156900,303.15,289.15,900,303.15,289.15,900
15157800,303.15,289.15,900,303.15,289.15,900
15158700,303.15,289.15,900,303.15,289.15,900
15159600,303.15,289.15,900,303.15,289.15,900
15160500,303.15,289.15,900,303.15,289.15,900
15161400,303.15,289.15,900,303.15,289.15,900
15162300,303.15,289.15,900,303.15,289.15,900
15163200,303.15,289.15,900,303.15,289.15,900
15164100,303.15,289.15,900,303.15,289.15,900
15165000,303.15,289.15,900,303.15,289.15,900
15165900,303.15,289.15,900,303.15,289.15,900
15166800,303.15,289.15,900,303.15,289.15,900
15167700,303.15,289.15,900,303.15,289.15,900
15168600,303.15,289.15,900,303.15,289.15,900
15169500,303.15,289.15,900,303.15,289.15,900
15170400,303.15,289.15,900,303.15,289.15,900
15171300,303.15,289.15,900,303.15,289.15,900
15172200,303.15,289.15,900,303.15,289.15,900
15173100,303.15,289.15,900,303.15,289.15,900
15174000,303.15,289.15,900,303.15,289.15,900
15174900,303.15,289.15,900,303.15,289.15,900
15175800,303.15,289.15,900,303.15,289.15,900
15176700,303.15,289.15,900,303.15,289.15,900
15177600,303.15,289.15,900,303.15,289.15,900
15178500,298.15,294.15,900,298.15,294.15,900
15179400,298.15,294.15,900,298.15,294.15,900
15180300,298.15,294.15,900,298.15,294.15,900
15181200,298.15,294.15,900,298.15,294.15,900
15182100,298.15,294.15,900,298.15,294.15,900
15183000,298.15,294.15,900,298.15,294.15,900
15183900,298.15,294.15,900,298.15,294.15,900
15184800,298.15,294.15,900,298.15,294.15,900
15185700,298.15,294.15,900,298.15,294.15,900
15186600,298.15,294.15,900,298.15,294.15,900
15187500,298.15,294.15,900,298.15,294.15,900
15188400,298.15,294.15,900,298.15,294.15,900
15189300,298.15,294.15,900,298.15,294.15,900
15190200,298.15,294.15,900,298.15,294.15,900
15191100,298.15,294.15,900,298.15,294.15,900
15192000,298.15,294.15,900,298.15,294.15,900
15192900,298.15,294.15,900,298.15,294.15,900
15193800,298.15,294.15,900,298.15,294.15,900
15194700,298.15,294.15,900,298.15,294.15,900
15195600,298.15,294.15,900,298.15,294.15,900
15196500,298.15,294.15,900,298.15,294.15,900
15197400,298.15,294.15,900,298.15,294.15,900
15198300,298.15,294.15,900,298.15,294.15,900
15199200,298.15,294.15,900,298.15,294.15,900
