time,InternalGainsCon[nZ],InternalGainsRad[nZ],InternalGainsLat[nZ],InternalGainsCon[sZ],InternalGainsRad[sZ],InternalGainsLat[sZ]
12085200,0,0,0,0,0,0
12086100,0,0,0,0,0,0
12087000,0,0,0,0,0,0
12087900,0,0,0,0,0,0
12088800,0,0,0,0,0,0
12089700,0,0,0,0,0,0
12090600,0,0,0,0,0,0
12091500,0,0,0,0,0,0
12092400,0,0,0,0,0,0
12093300,0,0,0,0,0,0
12094200,0,0,0,0,0,0
12095100,0,0,0,0,0,0
12096000,0,0,0,0,0,0
12096900,0,0,0,0,0,0
12097800,0,0,0,0,0,0
12098700,0,0,0,0,0,0
12099600,0,0,0,0,0,0
12100500,0,0,0,0,0,0
12101400,0,0,0,0,0,0
12102300,0,0,0,0,0,0
12103200,0,0,0,0,0,0
12104100,0,0,0,0,0,0
12105000,0,0,0,0,0,0
12105900,0,0,0,0,0,0
12106800,0,0,0,0,0,0
12107700,0,0,0,0,0,0
12108600,0,0,0,0,0,0
12109500,0,0,0,0,0,0
12110400,0,0,0,0,0,0
12111300,0,0,0,0,0,0
12112200,0,0,0,0,0,0
12113100,0,0,0,0,0,0
12114000,0,0,0,0,0,0
12114900,2920,4380,4500,2920,4380,4500
12115800,2920,4380,4500,2920,4380,4500
12116700,2920,4380,4500,2920,4380,4500
12117600,2920,4380,4500,2920,4380,4500
12118500,4380,6570,6750,4380,6570,6750
12119400,4380,6570,6750,4380,6570,6750
12120300,4380,6570,6750,4380,6570,6750
12121200,4380,6570,6750,4380,6570,6750
12122100,4623.3335,6935,7125,4623.3335,6935,7125
12123000,4623.3335,6935,7125,4623.3335,6935,7125
12123900,4623.3335,6935,7125,4623.3335,6935,7125
12124800,4623.3335,6935,7125,4623.3335,6935,7125
12125700,4866.6665,7300,7500,4866.6665,7300,7500
12126600,4866.6665,7300,7500,4866.6665,7300,7500
12127500,4866.6665,7300,7500,4866.6665,7300,7500
12128400,4866.6665,7300,7500,4866.6665,7300,7500
12129300,4866.6665,7300,7500,4866.6665,7300,7500
12130200,4866.6665,7300,7500,4866.6665,7300,7500
12131100,4866.6665,7300,7500,4866.6665,7300,7500
12132000,4866.6665,7300,7500,4866.6665,7300,7500
12132900,4380,6570,6750,4380,6570,6750
12133800,4380,6570,6750,4380,6570,6750
12134700,4380,6570,6750,4380,6570,6750
12135600,4380,6570,6750,4380,6570,6750
12136500,4380,6570,6750,4380,6570,6750
12137400,4380,6570,6750,4380,6570,6750
12138300,4380,6570,6750,4380,6570,6750
12139200,4380,6570,6750,4380,6570,6750
12140100,4866.6665,7300,7500,4866.6665,7300,7500
12141000,4866.6665,7300,7500,4866.6665,7300,7500
12141900,4866.6665,7300,7500,4866.6665,7300,7500
12142800,4866.6665,7300,7500,4866.6665,7300,7500
12143700,4380,6570,6750,4380,6570,6750
12144600,4380,6570,6750,4380,6570,6750
12145500,4380,6570,6750,4380,6570,6750
12146400,4380,6570,6750,4380,6570,6750
12147300,2920,4380,4500,2920,4380,4500
12148200,2920,4380,4500,2920,4380,4500
12149100,2920,4380,4500,2920,4380,4500
12150000,2920,4380,4500,2920,4380,4500
12150900,1946.6667,2920,3000,1946.6667,2920,3000
12151800,1946.6667,2920,3000,1946.6667,2920,3000
12152700,1946.6667,2920,3000,1946.6667,2920,3000
12153600,1946.6667,2920,3000,1946.6667,2920,3000
12154500,1460,2190,2250,1460,2190,2250
12155400,1460,2190,2250,1460,2190,2250
12156300,1460,2190,2250,1460,2190,2250
12157200,1460,2190,2250,1460,2190,2250
12158100,0,0,0,0,0,0
12159000,0,0,0,0,0,0
12159900,0,0,0,0,0,0
12160800,0,0,0,0,0,0
12161700,0,0,0,0,0,0
12162600,0,0,0,0,0,0
12163500,0,0,0,0,0,0
12164400,0,0,0,0,0,0
12165300,0,0,0,0,0,0
12166200,0,0,0,0,0,0
12167100,0,0,0,0,0,0
12168000,0,0,0,0,0,0
12168900,0,0,0,0,0,0
12169800,0,0,0,0,0,0
12170700,0,0,0,0,0,0
12171600,0,0,0,0,0,0
12172500,0,0,0,0,0,0
12173400,0,0,0,0,0,0
12174300,0,0,0,0,0,0
12175200,0,0,0,0,0,0
12176100,0,0,0,0,0,0
12177000,0,0,0,0,0,0
12177900,0,0,0,0,0,0
12178800,0,0,0,0,0,0
12179700,0,0,0,0,0,0
12180600,0,0,0,0,0,0
12181500,0,0,0,0,0,0
12182400,0,0,0,0,0,0
12183300,0,0,0,0,0,0
12184200,0,0,0,0,0,0
12185100,0,0,0,0,0,0
12186000,0,0,0,0,0,0
12186900,0,0,0,0,0,0
12187800,0,0,0,0,0,0
12188700,0,0,0,0,0,0
12189600,0,0,0,0,0,0
12190500,0,0,0,0,0,0
12191400,0,0,0,0,0,0
12192300,0,0,0,0,0,0
12193200,0,0,0,0,0,0
12194100,0,0,0,0,0,0
12195000,0,0,0,0,0,0
12195900,0,0,0,0,0,0
12196800,0,0,0,0,0,0
12197700,2920,4380,4500,2920,4380,4500
12198600,2920,4380,4500,2920,4380,4500
12199500,2920,4380,4500,2920,4380,4500
12200400,2920,4380,4500,2920,4380,4500
12201300,4380,6570,6750,4380,6570,6750
12202200,4380,6570,6750,4380,6570,6750
12203100,4380,6570,6750,4380,6570,6750
12204000,4380,6570,6750,4380,6570,6750
12204900,4623.3335,6935,7125,4623.3335,6935,7125
12205800,4623.3335,6935,7125,4623.3335,6935,7125
12206700,4623.3335,6935,7125,4623.3335,6935,7125
12207600,4623.3335,6935,7125,4623.3335,6935,7125
12208500,4866.6665,7300,7500,4866.6665,7300,7500
12209400,4866.6665,7300,7500,4866.6665,7300,7500
12210300,4866.6665,7300,7500,4866.6665,7300,7500
12211200,4866.6665,7300,7500,4866.6665,7300,7500
12212100,4866.6665,7300,7500,4866.6665,7300,7500
12213000,4866.6665,7300,7500,4866.6665,7300,7500
12213900,4866.6665,7300,7500,4866.6665,7300,7500
12214800,4866.6665,7300,7500,4866.6665,7300,7500
12215700,4380,6570,6750,4380,6570,6750
12216600,4380,6570,6750,4380,6570,6750
12217500,4380,6570,6750,4380,6570,6750
12218400,4380,6570,6750,4380,6570,6750
12219300,4380,6570,6750,4380,6570,6750
12220200,4380,6570,6750,4380,6570,6750
12221100,4380,6570,6750,4380,6570,6750
12222000,4380,6570,6750,4380,6570,6750
12222900,4866.6665,7300,7500,4866.6665,7300,7500
12223800,4866.6665,7300,7500,4866.6665,7300,7500
12224700,4866.6665,7300,7500,4866.6665,7300,7500
12225600,4866.6665,7300,7500,4866.6665,7300,7500
12226500,4380,6570,6750,4380,6570,6750
12227400,4380,6570,6750,4380,6570,6750
12228300,4380,6570,6750,4380,6570,6750
12229200,4380,6570,6750,4380,6570,6750
12230100,2920,4380,4500,2920,4380,4500
12231000,2920,4380,4500,2920,4380,4500
12231900,2920,4380,4500,2920,4380,4500
12232800,2920,4380,4500,2920,4380,4500
12233700,1946.6667,2920,3000,1946.6667,2920,3000
12234600,1946.6667,2920,3000,1946.6667,2920,3000
12235500,1946.6667,2920,3000,1946.6667,2920,3000
12236400,1946.6667,2920,3000,1946.6667,2920,3000
12237300,1460,2190,2250,1460,2190,2250
12238200,1460,2190,2250,1460,2190,2250
12239100,1460,2190,2250,1460,2190,2250
12240000,1460,2190,2250,1460,2190,2250
12240900,0,0,0,0,0,0
12241800,0,0,0,0,0,0
12242700,0,0,0,0,0,0
12243600,0,0,0,0,0,0
12244500,0,0,0,0,0,0
12245400,0,0,0,0,0,0
12246300,0,0,0,0,0,0
12247200,0,0,0,0,0,0
12248100,0,0,0,0,0,0
12249000,0,0,0,0,0,0
12249900,0,0,0,0,0,0
12250800,0,0,0,0,0,0
12251700,0,0,0,0,0,0
12252600,0,0,0,0,0,0
12253500,0,0,0,0,0,0
12254400,0,0,0,0,0,0
12255300,0,0,0,0,0,0
12256200,0,0,0,0,0,0
12257100,0,0,0,0,0,0
12258000,0,0,0,0,0,0
12258900,0,0,0,0,0,0
12259800,0,0,0,0,0,0
12260700,0,0,0,0,0,0
12261600,0,0,0,0,0,0
12262500,0,0,0,0,0,0
12263400,0,0,0,0,0,0
12264300,0,0,0,0,0,0
12265200,0,0,0,0,0,0
12266100,0,0,0,0,0,0
12267000,0,0,0,0,0,0
12267900,0,0,0,0,0,0
12268800,0,0,0,0,0,0
12269700,0,0,0,0,0,0
12270600,0,0,0,0,0,0
12271500,0,0,0,0,0,0
12272400,0,0,0,0,0,0
12273300,0,0,0,0,0,0
12274200,0,0,0,0,0,0
12275100,0,0,0,0,0,0
12276000,0,0,0,0,0,0
12276900,0,0,0,0,0,0
12277800,0,0,0,0,0,0
12278700,0,0,0,0,0,0
12279600,0,0,0,0,0,0
12280500,2920,4380,4500,2920,4380,4500
12281400,2920,4380,4500,2920,4380,4500
12282300,2920,4380,4500,2920,4380,4500
12283200,2920,4380,4500,2920,4380,4500
12284100,4380,6570,6750,4380,6570,6750
12285000,4380,6570,6750,4380,6570,6750
12285900,4380,6570,6750,4380,6570,6750
12286800,4380,6570,6750,4380,6570,6750
12287700,4623.3335,6935,7125,4623.3335,6935,7125
12288600,4623.3335,6935,7125,4623.3335,6935,7125
12289500,4623.3335,6935,7125,4623.3335,6935,7125
12290400,4623.3335,6935,7125,4623.3335,6935,7125
12291300,4866.6665,7300,7500,4866.6665,7300,7500
12292200,4866.6665,7300,7500,4866.6665,7300,7500
12293100,4866.6665,7300,7500,4866.6665,7300,7500
12294000,4866.6665,7300,7500,4866.6665,7300,7500
12294900,4866.6665,7300,7500,4866.6665,7300,7500
12295800,4866.6665,7300,7500,4866.6665,7300,7500
12296700,4866.6665,7300,7500,4866.6665,7300,7500
12297600,4866.6665,7300,7500,4866.6665,7300,7500
12298500,4380,6570,6750,4380,6570,6750
12299400,4380,6570,6750,4380,6570,6750
12300300,4380,6570,6750,4380,6570,6750
12301200,4380,6570,6750,4380,6570,6750
12302100,4380,6570,6750,4380,6570,6750
12303000,4380,6570,6750,4380,6570,6750
12303900,4380,6570,6750,4380,6570,6750
12304800,4380,6570,6750,4380,6570,6750
12305700,4866.6665,7300,7500,4866.6665,7300,7500
12306600,4866.6665,7300,7500,4866.6665,7300,7500
12307500,4866.6665,7300,7500,4866.6665,7300,7500
12308400,4866.6665,7300,7500,4866.6665,7300,7500
12309300,4380,6570,6750,4380,6570,6750
12310200,4380,6570,6750,4380,6570,6750
12311100,4380,6570,6750,4380,6570,6750
12312000,4380,6570,6750,4380,6570,6750
12312900,2920,4380,4500,2920,4380,4500
12313800,2920,4380,4500,2920,4380,4500
12314700,2920,4380,4500,2920,4380,4500
12315600,2920,4380,4500,2920,4380,4500
12316500,1946.6667,2920,3000,1946.6667,2920,3000
12317400,1946.6667,2920,3000,1946.6667,2920,3000
12318300,1946.6667,2920,3000,1946.6667,2920,3000
12319200,1946.6667,2920,3000,1946.6667,2920,3000
12320100,1460,2190,2250,1460,2190,2250
12321000,1460,2190,2250,1460,2190,2250
12321900,1460,2190,2250,1460,2190,2250
12322800,1460,2190,2250,1460,2190,2250
12323700,0,0,0,0,0,0
12324600,0,0,0,0,0,0
12325500,0,0,0,0,0,0
12326400,0,0,0,0,0,0
12327300,0,0,0,0,0,0
12328200,0,0,0,0,0,0
12329100,0,0,0,0,0,0
12330000,0,0,0,0,0,0
12330900,0,0,0,0,0,0
12331800,0,0,0,0,0,0
12332700,0,0,0,0,0,0
12333600,0,0,0,0,0,0
12334500,0,0,0,0,0,0
12335400,0,0,0,0,0,0
12336300,0,0,0,0,0,0
12337200,0,0,0,0,0,0
12338100,0,0,0,0,0,0
12339000,0,0,0,0,0,0
12339900,0,0,0,0,0,0
12340800,0,0,0,0,0,0
12341700,0,0,0,0,0,0
12342600,0,0,0,0,0,0
12343500,0,0,0,0,0,0
12344400,0,0,0,0,0,0
12345300,0,0,0,0,0,0
12346200,0,0,0,0,0,0
12347100,0,0,0,0,0,0
12348000,0,0,0,0,0,0
12348900,0,0,0,0,0,0
12349800,0,0,0,0,0,0
12350700,0,0,0,0,0,0
12351600,0,0,0,0,0,0
12352500,0,0,0,0,0,0
12353400,0,0,0,0,0,0
12354300,0,0,0,0,0,0
12355200,0,0,0,0,0,0
12356100,0,0,0,0,0,0
12357000,0,0,0,0,0,0
12357900,0,0,0,0,0,0
12358800,0,0,0,0,0,0
12359700,0,0,0,0,0,0
12360600,0,0,0,0,0,0
12361500,0,0,0,0,0,0
12362400,0,0,0,0,0,0
12363300,0,0,0,0,0,0
12364200,0,0,0,0,0,0
12365100,0,0,0,0,0,0
12366000,0,0,0,0,0,0
12366900,0,0,0,0,0,0
12367800,0,0,0,0,0,0
12368700,0,0,0,0,0,0
12369600,0,0,0,0,0,0
12370500,0,0,0,0,0,0
12371400,0,0,0,0,0,0
12372300,0,0,0,0,0,0
12373200,0,0,0,0,0,0
12374100,0,0,0,0,0,0
12375000,0,0,0,0,0,0
12375900,0,0,0,0,0,0
12376800,0,0,0,0,0,0
12377700,0,0,0,0,0,0
12378600,0,0,0,0,0,0
12379500,0,0,0,0,0,0
12380400,0,0,0,0,0,0
12381300,0,0,0,0,0,0
12382200,0,0,0,0,0,0
12383100,0,0,0,0,0,0
12384000,0,0,0,0,0,0
12384900,0,0,0,0,0,0
12385800,0,0,0,0,0,0
12386700,0,0,0,0,0,0
12387600,0,0,0,0,0,0
12388500,0,0,0,0,0,0
12389400,0,0,0,0,0,0
12390300,0,0,0,0,0,0
12391200,0,0,0,0,0,0
12392100,0,0,0,0,0,0
12393000,0,0,0,0,0,0
12393900,0,0,0,0,0,0
12394800,0,0,0,0,0,0
12395700,0,0,0,0,0,0
12396600,0,0,0,0,0,0
12397500,0,0,0,0,0,0
12398400,0,0,0,0,0,0
12399300,0,0,0,0,0,0
12400200,0,0,0,0,0,0
12401100,0,0,0,0,0,0
12402000,0,0,0,0,0,0
12402900,0,0,0,0,0,0
12403800,0,0,0,0,0,0
12404700,0,0,0,0,0,0
12405600,0,0,0,0,0,0
12406500,0,0,0,0,0,0
12407400,0,0,0,0,0,0
12408300,0,0,0,0,0,0
12409200,0,0,0,0,0,0
12410100,0,0,0,0,0,0
12411000,0,0,0,0,0,0
12411900,0,0,0,0,0,0
12412800,0,0,0,0,0,0
12413700,0,0,0,0,0,0
12414600,0,0,0,0,0,0
12415500,0,0,0,0,0,0
12416400,0,0,0,0,0,0
12417300,0,0,0,0,0,0
12418200,0,0,0,0,0,0
12419100,0,0,0,0,0,0
12420000,0,0,0,0,0,0
12420900,0,0,0,0,0,0
12421800,0,0,0,0,0,0
12422700,0,0,0,0,0,0
12423600,0,0,0,0,0,0
12424500,0,0,0,0,0,0
12425400,0,0,0,0,0,0
12426300,0,0,0,0,0,0
12427200,0,0,0,0,0,0
12428100,0,0,0,0,0,0
12429000,0,0,0,0,0,0
12429900,0,0,0,0,0,0
12430800,0,0,0,0,0,0
12431700,0,0,0,0,0,0
12432600,0,0,0,0,0,0
12433500,0,0,0,0,0,0
12434400,0,0,0,0,0,0
12435300,0,0,0,0,0,0
12436200,0,0,0,0,0,0
12437100,0,0,0,0,0,0
12438000,0,0,0,0,0,0
12438900,0,0,0,0,0,0
12439800,0,0,0,0,0,0
12440700,0,0,0,0,0,0
12441600,0,0,0,0,0,0
12442500,0,0,0,0,0,0
12443400,0,0,0,0,0,0
12444300,0,0,0,0,0,0
12445200,0,0,0,0,0,0
12446100,0,0,0,0,0,0
12447000,0,0,0,0,0,0
12447900,0,0,0,0,0,0
12448800,0,0,0,0,0,0
12449700,0,0,0,0,0,0
12450600,0,0,0,0,0,0
12451500,0,0,0,0,0,0
12452400,0,0,0,0,0,0
12453300,0,0,0,0,0,0
12454200,0,0,0,0,0,0
12455100,0,0,0,0,0,0
12456000,0,0,0,0,0,0
12456900,0,0,0,0,0,0
12457800,0,0,0,0,0,0
12458700,0,0,0,0,0,0
12459600,0,0,0,0,0,0
12460500,0,0,0,0,0,0
12461400,0,0,0,0,0,0
12462300,0,0,0,0,0,0
12463200,0,0,0,0,0,0
12464100,0,0,0,0,0,0
12465000,0,0,0,0,0,0
12465900,0,0,0,0,0,0
12466800,0,0,0,0,0,0
12467700,0,0,0,0,0,0
12468600,0,0,0,0,0,0
12469500,0,0,0,0,0,0
12470400,0,0,0,0,0,0
12471300,0,0,0,0,0,0
12472200,0,0,0,0,0,0
12473100,0,0,0,0,0,0
12474000,0,0,0,0,0,0
12474900,0,0,0,0,0,0
12475800,0,0,0,0,0,0
12476700,0,0,0,0,0,0
12477600,0,0,0,0,0,0
12478500,0,0,0,0,0,0
12479400,0,0,0,0,0,0
12480300,0,0,0,0,0,0
12481200,0,0,0,0,0,0
12482100,0,0,0,0,0,0
12483000,0,0,0,0,0,0
12483900,0,0,0,0,0,0
12484800,0,0,0,0,0,0
12485700,0,0,0,0,0,0
12486600,0,0,0,0,0,0
12487500,0,0,0,0,0,0
12488400,0,0,0,0,0,0
12489300,0,0,0,0,0,0
12490200,0,0,0,0,0,0
12491100,0,0,0,0,0,0
12492000,0,0,0,0,0,0
12492900,0,0,0,0,0,0
12493800,0,0,0,0,0,0
12494700,0,0,0,0,0,0
12495600,0,0,0,0,0,0
12496500,0,0,0,0,0,0
12497400,0,0,0,0,0,0
12498300,0,0,0,0,0,0
12499200,0,0,0,0,0,0
12500100,0,0,0,0,0,0
12501000,0,0,0,0,0,0
12501900,0,0,0,0,0,0
12502800,0,0,0,0,0,0
12503700,0,0,0,0,0,0
12504600,0,0,0,0,0,0
12505500,0,0,0,0,0,0
12506400,0,0,0,0,0,0
12507300,0,0,0,0,0,0
12508200,0,0,0,0,0,0
12509100,0,0,0,0,0,0
12510000,0,0,0,0,0,0
12510900,0,0,0,0,0,0
12511800,0,0,0,0,0,0
12512700,0,0,0,0,0,0
12513600,0,0,0,0,0,0
12514500,0,0,0,0,0,0
12515400,0,0,0,0,0,0
12516300,0,0,0,0,0,0
12517200,0,0,0,0,0,0
12518100,0,0,0,0,0,0
12519000,0,0,0,0,0,0
12519900,0,0,0,0,0,0
12520800,0,0,0,0,0,0
12521700,0,0,0,0,0,0
12522600,0,0,0,0,0,0
12523500,0,0,0,0,0,0
12524400,0,0,0,0,0,0
12525300,0,0,0,0,0,0
12526200,0,0,0,0,0,0
12527100,0,0,0,0,0,0
12528000,0,0,0,0,0,0
12528900,2920,4380,4500,2920,4380,4500
12529800,2920,4380,4500,2920,4380,4500
12530700,2920,4380,4500,2920,4380,4500
12531600,2920,4380,4500,2920,4380,4500
12532500,4380,6570,6750,4380,6570,6750
12533400,4380,6570,6750,4380,6570,6750
12534300,4380,6570,6750,4380,6570,6750
12535200,4380,6570,6750,4380,6570,6750
12536100,4623.3335,6935,7125,4623.3335,6935,7125
12537000,4623.3335,6935,7125,4623.3335,6935,7125
12537900,4623.3335,6935,7125,4623.3335,6935,7125
12538800,4623.3335,6935,7125,4623.3335,6935,7125
12539700,4866.6665,7300,7500,4866.6665,7300,7500
12540600,4866.6665,7300,7500,4866.6665,7300,7500
12541500,4866.6665,7300,7500,4866.6665,7300,7500
12542400,4866.6665,7300,7500,4866.6665,7300,7500
12543300,4866.6665,7300,7500,4866.6665,7300,7500
12544200,4866.6665,7300,7500,4866.6665,7300,7500
12545100,4866.6665,7300,7500,4866.6665,7300,7500
12546000,4866.6665,7300,7500,4866.6665,7300,7500
12546900,4380,6570,6750,4380,6570,6750
12547800,4380,6570,6750,4380,6570,6750
12548700,4380,6570,6750,4380,6570,6750
12549600,4380,6570,6750,4380,6570,6750
12550500,4380,6570,6750,4380,6570,6750
12551400,4380,6570,6750,4380,6570,6750
12552300,4380,6570,6750,4380,6570,6750
12553200,4380,6570,6750,4380,6570,6750
12554100,4866.6665,7300,7500,4866.6665,7300,7500
12555000,4866.6665,7300,7500,4866.6665,7300,7500
12555900,4866.6665,7300,7500,4866.6665,7300,7500
12556800,4866.6665,7300,7500,4866.6665,7300,7500
12557700,4380,6570,6750,4380,6570,6750
12558600,4380,6570,6750,4380,6570,6750
12559500,4380,6570,6750,4380,6570,6750
12560400,4380,6570,6750,4380,6570,6750
12561300,2920,4380,4500,2920,4380,4500
12562200,2920,4380,4500,2920,4380,4500
12563100,2920,4380,4500,2920,4380,4500
12564000,2920,4380,4500,2920,4380,4500
12564900,1946.6667,2920,3000,1946.6667,2920,3000
12565800,1946.6667,2920,3000,1946.6667,2920,3000
12566700,1946.6667,2920,3000,1946.6667,2920,3000
12567600,1946.6667,2920,3000,1946.6667,2920,3000
12568500,1460,2190,2250,1460,2190,2250
12569400,1460,2190,2250,1460,2190,2250
12570300,1460,2190,2250,1460,2190,2250
12571200,1460,2190,2250,1460,2190,2250
12572100,0,0,0,0,0,0
12573000,0,0,0,0,0,0
12573900,0,0,0,0,0,0
12574800,0,0,0,0,0,0
12575700,0,0,0,0,0,0
12576600,0,0,0,0,0,0
12577500,0,0,0,0,0,0
12578400,0,0,0,0,0,0
12579300,0,0,0,0,0,0
12580200,0,0,0,0,0,0
12581100,0,0,0,0,0,0
12582000,0,0,0,0,0,0
12582900,0,0,0,0,0,0
12583800,0,0,0,0,0,0
12584700,0,0,0,0,0,0
12585600,0,0,0,0,0,0
12586500,0,0,0,0,0,0
12587400,0,0,0,0,0,0
12588300,0,0,0,0,0,0
12589200,0,0,0,0,0,0
12590100,0,0,0,0,0,0
12591000,0,0,0,0,0,0
12591900,0,0,0,0,0,0
12592800,0,0,0,0,0,0
12593700,0,0,0,0,0,0
12594600,0,0,0,0,0,0
12595500,0,0,0,0,0,0
12596400,0,0,0,0,0,0
12597300,0,0,0,0,0,0
12598200,0,0,0,0,0,0
12599100,0,0,0,0,0,0
12600000,0,0,0,0,0,0
12600900,0,0,0,0,0,0
12601800,0,0,0,0,0,0
12602700,0,0,0,0,0,0
12603600,0,0,0,0,0,0
12604500,0,0,0,0,0,0
12605400,0,0,0,0,0,0
12606300,0,0,0,0,0,0
12607200,0,0,0,0,0,0
12608100,0,0,0,0,0,0
12609000,0,0,0,0,0,0
12609900,0,0,0,0,0,0
12610800,0,0,0,0,0,0
12611700,2920,4380,4500,2920,4380,4500
12612600,2920,4380,4500,2920,4380,4500
12613500,2920,4380,4500,2920,4380,4500
12614400,2920,4380,4500,2920,4380,4500
12615300,0,0,0,0,0,0
12616200,0,0,0,0,0,0
12617100,0,0,0,0,0,0
12618000,0,0,0,0,0,0
12618900,0,0,0,0,0,0
12619800,0,0,0,0,0,0
12620700,0,0,0,0,0,0
12621600,0,0,0,0,0,0
12622500,0,0,0,0,0,0
12623400,0,0,0,0,0,0
12624300,0,0,0,0,0,0
12625200,0,0,0,0,0,0
12626100,0,0,0,0,0,0
12627000,0,0,0,0,0,0
12627900,0,0,0,0,0,0
12628800,0,0,0,0,0,0
12629700,0,0,0,0,0,0
12630600,0,0,0,0,0,0
12631500,0,0,0,0,0,0
12632400,0,0,0,0,0,0
12633300,0,0,0,0,0,0
12634200,0,0,0,0,0,0
12635100,0,0,0,0,0,0
12636000,0,0,0,0,0,0
12636900,0,0,0,0,0,0
12637800,0,0,0,0,0,0
12638700,0,0,0,0,0,0
12639600,0,0,0,0,0,0
12640500,0,0,0,0,0,0
12641400,0,0,0,0,0,0
12642300,0,0,0,0,0,0
12643200,0,0,0,0,0,0
12644100,0,0,0,0,0,0
12645000,0,0,0,0,0,0
12645900,0,0,0,0,0,0
12646800,0,0,0,0,0,0
12647700,0,0,0,0,0,0
12648600,0,0,0,0,0,0
12649500,0,0,0,0,0,0
12650400,0,0,0,0,0,0
12651300,0,0,0,0,0,0
12652200,0,0,0,0,0,0
12653100,0,0,0,0,0,0
12654000,0,0,0,0,0,0
12654900,0,0,0,0,0,0
12655800,0,0,0,0,0,0
12656700,0,0,0,0,0,0
12657600,0,0,0,0,0,0
12658500,0,0,0,0,0,0
12659400,0,0,0,0,0,0
12660300,0,0,0,0,0,0
12661200,0,0,0,0,0,0
12662100,0,0,0,0,0,0
12663000,0,0,0,0,0,0
12663900,0,0,0,0,0,0
12664800,0,0,0,0,0,0
12665700,0,0,0,0,0,0
12666600,0,0,0,0,0,0
12667500,0,0,0,0,0,0
12668400,0,0,0,0,0,0
12669300,0,0,0,0,0,0
12670200,0,0,0,0,0,0
12671100,0,0,0,0,0,0
12672000,0,0,0,0,0,0
12672900,0,0,0,0,0,0
12673800,0,0,0,0,0,0
12674700,0,0,0,0,0,0
12675600,0,0,0,0,0,0
12676500,0,0,0,0,0,0
12677400,0,0,0,0,0,0
12678300,0,0,0,0,0,0
12679200,0,0,0,0,0,0
12680100,0,0,0,0,0,0
12681000,0,0,0,0,0,0
12681900,0,0,0,0,0,0
12682800,0,0,0,0,0,0
12683700,0,0,0,0,0,0
12684600,0,0,0,0,0,0
12685500,0,0,0,0,0,0
12686400,0,0,0,0,0,0
12687300,0,0,0,0,0,0
12688200,0,0,0,0,0,0
12689100,0,0,0,0,0,0
12690000,0,0,0,0,0,0
12690900,0,0,0,0,0,0
12691800,0,0,0,0,0,0
12692700,0,0,0,0,0,0
12693600,0,0,0,0,0,0
12694500,0,0,0,0,0,0
12695400,0,0,0,0,0,0
12696300,0,0,0,0,0,0
12697200,0,0,0,0,0,0
12698100,0,0,0,0,0,0
12699000,0,0,0,0,0,0
12699900,0,0,0,0,0,0
12700800,0,0,0,0,0,0
12701700,4623.3335,6935,7125,4623.3335,6935,7125
12702600,4623.3335,6935,7125,4623.3335,6935,7125
12703500,4623.3335,6935,7125,4623.3335,6935,7125
12704400,4623.3335,6935,7125,4623.3335,6935,7125
12705300,4866.6665,7300,7500,4866.6665,7300,7500
12706200,4866.6665,7300,7500,4866.6665,7300,7500
12707100,4866.6665,7300,7500,4866.6665,7300,7500
12708000,4866.6665,7300,7500,4866.6665,7300,7500
12708900,4866.6665,7300,7500,4866.6665,7300,7500
12709800,4866.6665,7300,7500,4866.6665,7300,7500
12710700,4866.6665,7300,7500,4866.6665,7300,7500
12711600,4866.6665,7300,7500,4866.6665,7300,7500
12712500,4380,6570,6750,4380,6570,6750
12713400,4380,6570,6750,4380,6570,6750
12714300,4380,6570,6750,4380,6570,6750
12715200,4380,6570,6750,4380,6570,6750
12716100,4380,6570,6750,4380,6570,6750
12717000,4380,6570,6750,4380,6570,6750
12717900,4380,6570,6750,4380,6570,6750
12718800,4380,6570,6750,4380,6570,6750
12719700,4866.6665,7300,7500,4866.6665,7300,7500
12720600,4866.6665,7300,7500,4866.6665,7300,7500
12721500,4866.6665,7300,7500,4866.6665,7300,7500
12722400,4866.6665,7300,7500,4866.6665,7300,7500
12723300,4380,6570,6750,4380,6570,6750
12724200,4380,6570,6750,4380,6570,6750
12725100,4380,6570,6750,4380,6570,6750
12726000,4380,6570,6750,4380,6570,6750
12726900,2920,4380,4500,2920,4380,4500
12727800,2920,4380,4500,2920,4380,4500
12728700,2920,4380,4500,2920,4380,4500
12729600,2920,4380,4500,2920,4380,4500
12730500,1946.6667,2920,3000,1946.6667,2920,3000
12731400,1946.6667,2920,3000,1946.6667,2920,3000
12732300,1946.6667,2920,3000,1946.6667,2920,3000
12733200,1946.6667,2920,3000,1946.6667,2920,3000
12734100,1460,2190,2250,1460,2190,2250
12735000,1460,2190,2250,1460,2190,2250
12735900,1460,2190,2250,1460,2190,2250
12736800,1460,2190,2250,1460,2190,2250
12737700,0,0,0,0,0,0
12738600,0,0,0,0,0,0
12739500,0,0,0,0,0,0
12740400,0,0,0,0,0,0
12741300,0,0,0,0,0,0
12742200,0,0,0,0,0,0
12743100,0,0,0,0,0,0
12744000,0,0,0,0,0,0
12744900,0,0,0,0,0,0
12745800,0,0,0,0,0,0
12746700,0,0,0,0,0,0
12747600,0,0,0,0,0,0
12748500,0,0,0,0,0,0
12749400,0,0,0,0,0,0
12750300,0,0,0,0,0,0
12751200,0,0,0,0,0,0
12752100,0,0,0,0,0,0
12753000,0,0,0,0,0,0
